CIA - The World Factbook --  Contraceptive prevalence rate   

This field gives the percent of women of reproductive age (15-49) who are married or in union and are using, or whose sexual partner is using, a method of contraception according to the date of the most recent available data. The contraceptive prevalence rate is an indicator of health services, development, and womenâ€™s empowerment. It is also useful in understanding, past, present, and future fertility trends, especially in developing countries.

| Rank | country | (%) | Date of Information |
| --- | --- | --- | --- |
| 1 | Norway | 88.40 | 2005 |
| 2 | Portugal | 86.80 | 2005/06 |
| 3 | Czech Republic | 86.30 | 2008 |
| 4 | Malta | 85.80 | 1993 |
| 5 | China | 84.60 | 2006 |
| 6 | Puerto Rico | 84.10 | 2002 |
| 7 | United Kingdom | 84.00 | 2008/09 |
| 8 | Costa Rica | 82.20 | 2010 |
| 9 | Switzerland | 82.00 | 1994/95 |
| 10 | Hungary | 80.60 | 1992/93 |
| 11 | Brazil | 80.30 | 2006 |
| 12 | Korea, South | 80.00 | 2009 |
| 13 | Slovakia | 79.80 | 1997 |
| 14 | Thailand | 79.60 | 2009 |
| 15 | Hong Kong | 79.50 | 2007 |
| 16 | Russia | 79.50 | 2007 |
| 17 | Paraguay | 79.40 | 2008 |
| 18 | Colombia | 79.10 | 2010 |
| 19 | Argentina | 78.90 | 2004/05 |
| 20 | Slovenia | 78.90 | 1994/95 |
| 21 | Virgin Islands | 78.40 | 2002 |
| 22 | Vietnam | 77.80 | 2010/11 |
| 23 | Uruguay | 77.00 | 2004 |
| 24 | France | 76.40 | 2008 |
| 25 | United States | 76.40 | 2010 |
| 26 | Greece | 76.20 | 2001 |
| 27 | Mauritius | 75.80 | 2002 |
| 28 | Sweden | 75.20 | 1996 |
| 29 | New Zealand | 75.00 | 1995 |
| 30 | Cuba | 74.30 | 2011 |
| 31 | Canada | 74.00 | 2002 |
| 32 | Iran | 73.30 | 2002 |
| 33 | Turkey | 73.00 | 2008 |
| 34 | Dominican Republic | 72.90 | 2007 |
| 35 | Ecuador | 72.70 | 2004 |
| 36 | Poland | 72.70 | 1991 |
| 37 | Belarus | 72.60 | 2005 |
| 38 | El Salvador | 72.50 | 2008 |
| 39 | Nicaragua | 72.40 | 2006/07 |
| 40 | Australia | 72.30 | 2005 |
| 41 | Mexico | 70.90 | 2006 |
| 42 | Belgium | 70.40 | 2010 |
| 43 | Venezuela | 70.30 | 1998 |
| 44 | Romania | 69.80 | 2005 |
| 45 | Austria | 69.60 | 2009 |
| 46 | Albania | 69.30 | 2008/09 |
| 47 | Bulgaria | 69.20 | 2007 |
| 48 | Netherlands | 69.00 | 2008 |
| 49 | Jamaica | 69.00 | 2002/03 |
| 50 | Peru | 68.90 | 2011 |
| 51 | Korea, North | 68.60 | 2002 |
