CIA - The World Factbook --  Religions   

| Rank | country | (%) | Date of Information |
| --- | --- | --- | --- |
| 1 | Pitcairn Islands | 100.00 | NA |
| 2 | Mauritania | 100.00 | NA |
| 3 | Turkey | 99.80 | NA |
| 4 | Iran | 99.40 | 2011 est. |
| 5 | Tunisia | 99.10 | NA |
| 6 | Yemen | 99.10 | 2010 est. |
| 7 | Iraq | 99.00 | 2010 est. |
| 8 | Morocco | 99.00 | 2010 est. |
| 9 | Algeria | 99.00 | 2012 est. |
| 10 | Wallis and Futuna | 99.00 | NA |
| 11 | Saint Pierre and Miquelon | 99.00 | NA |
| 12 | Tuvalu | 98.40 | NA |
| 13 | Comoros | 98.00 | NA |
| 14 | Greece | 98.00 | NA |
| 15 | Jordan | 97.20 | 2010 est. |
| 16 | Honduras | 97.00 | NA |
| 17 | Timor-Leste | 96.90 | 2005 |
| 18 | Cambodia | 96.90 | 2008 est. |
| 19 | Libya | 96.60 | 2010 est. |
| 20 | Pakistan | 96.40 | 2010 est. |
| 21 | Venezuela | 96.00 | NA |
| 22 | Dominican Republic | 95.00 | NA |
| 23 | Bolivia | 95.00 | NA |
| 24 | Ecuador | 95.00 | NA |
| 25 | Mali | 94.80 | 2009 Census |
| 26 | Djibouti | 94.00 | NA |
| 27 | Spain | 94.00 | NA |
| 28 | Senegal | 94.00 | NA |
| 29 | Thailand | 93.60 | 2010 est. |
| 30 | Azerbaijan | 93.40 | NA |
| 31 | Moldova | 93.30 | 2004 est. |
| 32 | Taiwan | 93.00 | NA |
| 33 | Armenia | 92.60 | 2011 est. |
| 34 | Argentina | 92.00 | NA |
| 35 | Monaco | 90.00 | NA |
| 36 | Gambia, The | 90.00 | NA |
| 37 | Egypt | 90.00 | 2012 est. |
| 38 | Colombia | 90.00 | NA |
| 39 | Hong Kong | 90.00 | NA |
| 40 | Paraguay | 89.60 | 2002 census |
| 41 | Bangladesh | 89.50 | 2004 |
| 42 | Burma | 89.00 | NA |
| 43 | Turkmenistan | 89.00 | NA |
| 44 | Uzbekistan | 88.00 | NA |
| 45 | Poland | 87.20 | 2012 est. |
| 46 | Indonesia | 87.20 | 2010 est. |
| 47 | Luxembourg | 87.00 | 2000 |
| 48 | Syria | 87.00 | NA |
| 49 | Sweden | 87.00 | NA |
| 50 | Croatia | 86.30 | 2011 est. |
| 51 | Oman | 85.90 | 2010 est. |
| 52 | Liberia | 85.60 | 2008 Census |
| 53 | Panama | 85.00 | NA |
| 54 | Puerto Rico | 85.00 | NA |
| 55 | Cuba | 85.00 | NA |
| 56 | Guam | 85.00 | 1999 est. |
| 57 | Guinea | 85.00 | NA |
| 58 | Tajikistan | 85.00 | 2003 est. |
| 59 | Ireland | 84.70 | 2011 est. |
| 60 | Serbia | 84.60 | 2011 est. |
| 61 | British Virgin Islands | 84.00 | 1991 |
| 62 | Georgia | 83.90 | 2002 census |
| 63 | Japan | 83.90 | 2005 |
| 64 | Faroe Islands | 83.80 | 2006 census |
| 65 | Anguilla | 83.10 | 2001 census |
| 66 | Philippines | 82.90 | 2000 census |
| 67 | Mexico | 82.70 | 2010 est. |
| 68 | Malawi | 82.60 | 2008 est. |
| 69 | Kenya | 82.50 | 2009 census |
| 70 | Norway | 82.10 | 2011 est. |
| 71 | Romania | 81.90 | 2011 est. |
| 72 | Peru | 81.30 | 2007 est. |
| 73 | Nepal | 81.30 | 2011 est. |
| 74 | Portugal | 81.00 | 2011 est. |
| 75 | Vietnam | 80.80 | 1999 census |
| 76 | India | 80.50 | 2001 census |
| 77 | Afghanistan | 80.00 | NA |
| 78 | Cocos (Keeling) Islands | 80.00 | 2002 est. |
| 79 | Denmark | 80.00 | 2012 est. |
| 80 | Belarus | 80.00 | NA |
| 81 | Haiti | 80.00 | NA |
| 82 | Niger | 80.00 | NA |
| 83 | Italy | 80.00 | NA |
| 84 | Brunei | 78.80 | 2011 est. |
| 85 | Finland | 78.40 | 2010 est. |
| 86 | Gibraltar | 78.10 | 2001 census |
| 87 | Cyprus | 78.00 | NA |
| 88 | Qatar | 77.50 | 2004 est. |
| 89 | Cabo Verde | 77.30 | 2010 est. |
| 90 | Lithuania | 77.20 | 2011 est. |
| 91 | Kuwait | 76.70 | 2013 est. |
| 92 | Antigua and Barbuda | 76.40 | 2001 census |
| 93 | Costa Rica | 76.30 | NA |
| 94 | Seychelles | 76.20 | 2010 est. |
| 95 | Iceland | 76.20 | 2013 est. |
| 96 | United Arab Emirates | 76.00 | 2005 est. |
| 97 | Liechtenstein | 75.90 | 2010 est. |
| 98 | Zambia | 75.30 | 2010 est. |
| 99 | Bhutan | 75.30 | 2005 est. |
| 100 | Aruba | 75.30 | 2010 est. |
| 101 | Israel | 75.10 | 2012 est. |
| 102 | Kyrgyzstan | 75.00 | NA |
| 103 | Belgium | 75.00 | NA |
| 104 | Saint Vincent and the Grenadines | 75.00 | NA |
| 105 | Austria | 73.60 | 2001 census |
| 106 | Solomon Islands | 73.40 | 2009 est. |
| 107 | Turks and Caicos Islands | 72.80 | NA |
| 108 | Curacao | 72.80 | 2011 est. |
| 109 | Montenegro | 72.10 | 2011 est. |
| 110 | Botswana | 71.60 | 2001 census |
| 111 | Japan | 71.40 | 2005 |
| 112 | Ghana | 71.20 | 2010 census |
| 113 | Bahrain | 70.30 | 2010 est. |
| 114 | Kazakhstan | 70.20 | 2009 est. |
| 115 | Vanuatu | 70.00 | 2009 est. |
| 116 | Bahamas, The | 69.90 | 2010 est. |
| 117 | Papua New Guinea | 69.40 | 2000 census |
| 118 | Sri Lanka | 69.10 | NA |
| 119 | Cayman Islands | 67.80 | 2010 est. |
| 120 | Montserrat | 67.10 | 2001 est. |
| 121 | Niue | 67.00 | 2011 est. |
| 122 | Laos | 67.00 | 2005 census |
| 123 | Chile | 66.70 | 2012 est. |
| 124 | Barbados | 66.30 | 2010 est. |
| 125 | Falkland Islands (Islas Malvinas) | 66.00 | 2012 est. |
| 126 | Tonga | 64.90 | 2006 est. |
| 127 | Jamaica | 64.80 | 2011 est. |
| 128 | Macedonia | 64.70 | 2002 census |
| 129 | Brazil | 64.60 | 2010 est. |
| 130 | Latvia | 63.70 | 2006 |
| 131 | Cook Islands | 62.80 | 2011 est. |
| 132 | Burundi | 62.10 | 2008 est. |
| 133 | Slovakia | 62.00 | 2011 est. |
| 134 | Saint Lucia | 61.50 | 2010 est. |
| 135 | Dominica | 61.40 | 2001 census |
| 136 | Malaysia | 61.30 | 2010 est. |
| 137 | Burkina Faso | 60.50 | 2006 est. |
| 138 | Nauru | 60.40 | 2011 est. |
| 139 | New Caledonia | 60.00 | NA |
| 140 | Sierra Leone | 60.00 | NA |
| 141 | United Kingdom | 59.50 | 2011 est. |
| 142 | Bulgaria | 59.40 | 2011 est. |
| 143 | Virgin Islands | 59.00 | NA |
