CIA - The World Factbook --  Literacy   

This entry includes a definition of literacy and Census Bureau percentages for the total population, males, and females. There are no universal definitions and standards of literacy. Unless otherwise specified, all rates are based on the most common definition - the ability to read and write at a specified age. Detailing the standards that individual countries use to assess the ability to read and write is beyond the scope of the Factbook. Information on literacy, while not a perfect measure of educational results, is probably the most easily available and valid for international comparisons. Low levels of literacy, and education in general, can impede the economic development of a country in the current rapidly changing, technology-driven world.

| Rank | country | (%) | Date of Information |
| --- | --- | --- | --- |
| 1 | Andorra | 100.00 | NA |
| 2 | Finland | 100.00 | 2000 est. |
| 3 | Greenland | 100.00 | 2001 est. |
| 4 | Holy See (Vatican City) | 100.00 | NA |
| 5 | Liechtenstein | 100.00 | NA |
| 6 | Luxembourg | 100.00 | 2000 est. |
| 7 | Norway | 100.00 | NA |
| 8 | Korea, North | 100.00 | 2008 est. |
| 9 | Azerbaijan | 99.80 | 2010 census |
| 10 | Latvia | 99.80 | 2011 est. |
| 11 | Cuba | 99.80 | 2011 est. |
| 12 | Estonia | 99.80 | 2011 est. |
| 13 | Georgia | 99.70 | 2011 est. |
| 14 | Tajikistan | 99.70 | 2011 est. |
| 15 | Ukraine | 99.70 | 2011 est. |
| 16 | Russia | 99.70 | 2010 est. |
| 17 | Poland | 99.70 | 2011 est. |
| 18 | Slovenia | 99.70 | 2011 est. |
| 19 | Kazakhstan | 99.70 | 2009 est. |
| 20 | Lithuania | 99.70 | 2011 est. |
| 21 | Barbados | 99.70 | 2002 est. |
| 22 | Armenia | 99.60 | 2011 est. |
| 23 | Slovakia | 99.60 | 2004 |
| 24 | Turkmenistan | 99.60 | 2011 est. |
| 25 | Belarus | 99.60 | 2009 est. |
| 26 | Uzbekistan | 99.40 | 2011 est. |
| 27 | Kyrgyzstan | 99.20 | 2009 est. |
| 28 | France | 99.00 | 2003 est. |
| 29 | Czech Republic | 99.00 | 2011 est. |
| 30 | Ireland | 99.00 | 2003 est. |
| 31 | Denmark | 99.00 | 2003 est. |
| 32 | Canada | 99.00 | 2003 est. |
| 33 | Belgium | 99.00 | 2003 est. |
| 34 | Australia | 99.00 | 2003 est. |
| 35 | Antigua and Barbuda | 99.00 | 2011 est. |
| 36 | Switzerland | 99.00 | 2003 est. |
| 37 | Sweden | 99.00 | 2003 est. |
| 38 | Saint Pierre and Miquelon | 99.00 | 1982 est. |
| 39 | New Zealand | 99.00 | 2003 est. |
| 40 | Netherlands | 99.00 | 2003 est. |
| 41 | Monaco | 99.00 | 2003 est. |
| 42 | Moldova | 99.00 | 2011 est. |
| 43 | Japan | 99.00 | 2002 |
| 44 | Italy | 99.00 | 2011 est. |
| 45 | United States | 99.00 | 2003 est. |
| 46 | United Kingdom | 99.00 | 2003 est. |
| 47 | Iceland | 99.00 | 2003 est. |
| 48 | Tonga | 99.00 | 2006 est. |
| 49 | Hungary | 99.00 | 2011 est. |
| 50 | Germany | 99.00 | 2003 est. |
| 51 | Guam | 99.00 | 1990 est. |
| 52 | Croatia | 98.90 | 2011 est. |
| 53 | Cayman Islands | 98.90 | 2007 est. |
| 54 | Trinidad and Tobago | 98.80 | 2011 est. |
| 55 | Samoa | 98.80 | 2003 est. |
| 56 | Cyprus | 98.70 | 2011 est. |
| 57 | Chile | 98.60 | 2009 est. |
| 58 | Montenegro | 98.50 | 2011 est. |
| 59 | Bulgaria | 98.40 | 2011 est. |
| 60 | Maldives | 98.40 | 2006 est. |
| 61 | Uruguay | 98.10 | 2010 est. |
| 62 | Bosnia and Herzegovina | 98.00 | 2011 est. |
| 63 | Bermuda | 98.00 | 2005 est. |
| 64 | French Polynesia | 98.00 | 1977 est. |
| 65 | Serbia | 98.00 | 2011 est. |
| 66 | Turks and Caicos Islands | 98.00 | 1970 est. |
| 67 | Austria | 98.00 | NA |
| 68 | Argentina | 97.90 | 2011 est. |
| 69 | Korea, South | 97.90 | 2002 |
| 70 | British Virgin Islands | 97.80 | 1991 est. |
| 71 | Saint Kitts and Nevis | 97.80 | 2003 est. |
| 72 | Romania | 97.70 | 2011 est. |
| 73 | Spain | 97.70 | 2010 est. |
| 74 | Mongolia | 97.40 | 2011 est. |
| 75 | Macedonia | 97.40 | 2011 est. |
| 76 | Greece | 97.30 | 2011 est. |
| 77 | Israel | 97.10 | 2004 est. |
| 78 | Saint Helena, Ascension, and Tristan da Cunha | 97.00 | 1987 est. |
| 79 | Northern Mariana Islands | 97.00 | 1980 est. |
| 80 | American Samoa | 97.00 | 1980 est. |
| 81 | Montserrat | 97.00 | 1970 est. |
| 82 | Albania | 96.80 | 2011 est. |
| 83 | Aruba | 96.80 | 2010 est. |
| 84 | Costa Rica | 96.30 | 2011 est. |
| 85 | Qatar | 96.30 | 2010 est. |
| 86 | New Caledonia | 96.20 | 1996 census |
| 87 | Taiwan | 96.10 | 2003 |
| 88 | Grenada | 96.00 | 2003 est. |
| 89 | Saint Vincent and the Grenadines | 96.00 | 1970 est. |
| 90 | San Marino | 96.00 | NA |
