CIA - The World Factbook --  GDP - composition, by sector of origin   

This entry shows where production takes place in an economy. The distribution gives the percentage contribution of agriculture, industry, and services to total GDP, and will total 100 percent of GDP if the data are complete. Agriculture includes farming, fishing, and forestry. Industry includes mining, manufacturing, energy production, and construction. Services cover government activities, communications, transportation, finance, and all other private economic activities that do not produce material goods.

| Rank | country | (%) | Date of Information |
| --- | --- | --- | --- |
| 1 | Gibraltar | 100.00 | 2008 est. |
| 2 | Jersey | 96.00 | 2010 |
| 3 | Falkland Islands (Islas Malvinas) | 95.00 | 1996 |
| 4 | Northern Mariana Islands | 95.00 | 2010 |
| 5 | Bermuda | 93.70 | 2012 est. |
| 6 | Macau | 93.70 | 2012 est. |
| 7 | Hong Kong | 92.80 | 2012 est. |
| 8 | Bahamas, The | 90.70 | 2012 est. |
| 9 | Monaco | 90.00 | 2011 |
| 10 | Isle of Man | 88.00 | FY08/09 est. |
| 11 | Montenegro | 87.90 | 2011 |
| 12 | Equatorial Guinea | 87.60 | 2012 est. |
| 13 | British Virgin Islands | 87.30 | 2012 est. |
| 14 | Guernsey | 87.00 | 2000 |
| 15 | Luxembourg | 86.10 | 2012 est. |
| 16 | Malta | 85.10 | 2012 est. |
| 17 | Saint Martin | 84.00 | 2000 |
| 18 | Curacao | 83.80 | 2012 est. |
| 19 | Timor-Leste | 83.20 | 2012 est. |
| 20 | Barbados | 83.00 | 2012 est. |
| 21 | Saint Pierre and Miquelon | 83.00 | 2006 est. |
| 22 | Cyprus | 82.30 | 2012 est. |
| 23 | Cook Islands | 82.10 | 2010 est. |
| 24 | Sint Maarten | 81.30 | 2008 est. |
| 25 | Antigua and Barbuda | 81.20 | 2012 est. |
| 26 | Greece | 80.60 | 2012 est. |
| 27 | Djibouti | 80.00 | 2012 est. |
| 28 | Virgin Islands | 80.00 | 2003 est. |
| 29 | Maldives | 80.00 | 2012 est. |
| 30 | United States | 79.70 | 2012 est. |
| 31 | Saint Lucia | 79.60 | 2012 est. |
| 32 | Seychelles | 79.40 | 2012 est. |
| 33 | France | 79.20 | 2012 est. |
| 34 | Andorra | 79.00 | 2011 est. |
| 35 | Panama | 78.60 | 2012 est. |
| 36 | United Kingdom | 78.50 | 2012 est. |
| 37 | Grenada | 78.10 | 2012 est. |
| 38 | West Bank | 77.90 | 2012 est. |
| 39 | Denmark | 77.10 | 2012 est. |
| 40 | Liberia | 76.90 | 2002 est. |
| 41 | French Polynesia | 76.90 | 2006 |
| 42 | Belgium | 76.90 | 2012 est. |
| 43 | Congo, Republic of the | 76.80 | 2012 est. |
| 44 | Palau | 76.80 | 2012 est. |
| 45 | Turks and Caicos Islands | 76.70 | 2012 est. |
| 46 | Lebanon | 75.80 | 2012 est. |
| 47 | Portugal | 75.40 | 2012 est. |
| 48 | Montserrat | 75.20 | 2012 est. |
| 49 | Saint Kitts and Nevis | 74.70 | 2012 est. |
| 50 | Saint Vincent and the Grenadines | 74.60 | 2012 est. |
| 51 | Micronesia, Federated States of | 74.00 | 2011 est. |
| 52 | Cuba | 74.00 | 2012 est. |
| 53 | Italy | 73.80 | 2012 est. |
| 54 | Anguilla | 73.70 | 2012 est. |
| 55 | Singapore | 73.20 | 2012 est. |
| 56 | Japan | 72.80 | 2012 est. |
| 57 | European Union | 72.80 | 2012 est. |
| 58 | Mauritius | 72.80 | 2012 est. |
| 59 | Netherlands | 72.60 | 2012 est. |
| 60 | Switzerland | 72.50 | 2012 est. |
| 61 | Cayman Islands | 72.40 | 2012 est. |
| 62 | Costa Rica | 72.40 | 2012 est. |
| 63 | Qatar | 72.40 | 2012 est. |
| 64 | Uruguay | 71.80 | 2012 est. |
| 65 | Marshall Islands | 71.80 | 2011 est. |
| 66 | Cabo Verde | 71.70 | 2012 est. |
| 67 | Finland | 71.20 | 2012 est. |
| 68 | Brunei | 71.10 | 2012 est. |
| 69 | Spain | 70.70 | 2012 est. |
| 70 | Iceland | 70.50 | 2012 est. |
| 71 | Ireland | 70.50 | 2012 est. |
| 72 | Fiji | 70.10 | 2012 est. |
| 73 | Canada | 69.80 | 2012 est. |
| 74 | Austria | 69.80 | 2012 est. |
| 75 | New Zealand | 69.70 | 2012 est. |
| 76 | Slovenia | 69.60 | 2012 est. |
| 77 | New Caledonia | 69.60 | 2012 est. |
| 78 | Latvia | 69.30 | 2012 est. |
| 79 | Croatia | 69.20 | 2012 est. |
| 80 | Hungary | 69.10 | 2012 est. |
| 81 | South Africa | 69.00 | 2012 est. |
| 82 | Australia | 68.90 | 2012 est. |
| 83 | Dominica | 68.80 | 2012 est. |
| 84 | Germany | 68.60 | 2012 est. |
| 85 | Brazil | 68.50 | 2012 est. |
| 86 | Georgia | 68.40 | 2012 est. |
| 87 | Lithuania | 68.40 | 2012 est. |
| 88 | Taiwan | 68.20 | 2012 est. |
| 89 | Turkmenistan | 68.10 | 2012 est. |
| 90 | Vanuatu | 67.90 | 2012 est. |
| 91 | Kiribati | 67.80 | 2010 est. |
| 92 | Gambia, The | 67.80 | 2012 est. |
| 93 | Moldova | 67.10 | 2012 est. |
| 94 | Bosnia and Herzegovina | 67.10 | 2012 est. |
| 95 | Greenland | 67.00 | 2009 est. |
| 96 | Jordan | 66.80 | 2012 est. |
| 97 | Sao Tome and Principe | 66.60 | 2012 est. |
| 98 | Albania | 66.50 | 2012 est. |
| 99 | Estonia | 66.40 | 2012 est. |
| 100 | Aruba | 66.30 | 2002 est. |
| 101 | Sweden | 66.00 | 2012 est. |
| 102 | Oman | 65.90 | 2012 est. |
| 103 | Israel | 65.60 | 2012 est. |
| 104 | Paraguay | 65.50 | 2012 est. |
| 105 | Saudi Arabia | 65.00 | 2012 est. |
| 106 | India | 65.00 | 2012 est. |
| 107 | Iraq | 64.90 | 2012 est. |
| 108 | Dominican Republic | 64.70 | 2012 est. |
| 109 | Kosovo | 64.50 | 2009 est. |
| 110 | Jamaica | 64.40 | 2012 est. |
| 111 | Gabon | 64.30 | 2012 est. |
| 112 | Azerbaijan | 64.30 | 2012 est. |
| 113 | Belize | 64.00 | 2012 est. |
| 114 | Turkey | 63.80 | 2012 est. |
| 115 | Poland | 63.80 | 2012 est. |
| 116 | Samoa | 63.20 | 2012 est. |
| 117 | Bulgaria | 63.00 | 2012 est. |
| 118 | Guatemala | 63.00 | 2012 est. |
| 119 | Namibia | 62.70 | 2012 est. |
| 120 | Senegal | 62.10 | 2012 est. |
| 121 | Angola | 61.40 | 2011 est. |
| 122 | Macedonia | 61.30 | 2012 est. |
| 123 | Algeria | 61.00 | 2012 est. |
| 124 | Venezuela | 60.80 | 2012 est. |
| 125 | El Salvador | 60.80 | 2012 est. |
| 126 | Eritrea | 60.80 | 2012 est. |
| 127 | Nauru | 60.80 | 2009 est. |
| 128 | Syria | 60.70 | 2012 est. |
| 129 | Tunisia | 60.70 | 2012 est. |
| 130 | Serbia | 60.70 | 2012 est. |
| 131 | San Marino | 60.70 | 2009 |
| 132 | Mexico | 60.70 | 2012 est. |
| 133 | United Arab Emirates | 60.50 | 2012 est. |
| 134 | Argentina | 60.40 | 2012 est. |
| 135 | Chile | 60.40 | 2012 est. |
| 136 | Czech Republic | 59.70 | 2012 est. |
| 137 | Botswana | 59.50 | 2012 est. |
| 138 | Somalia | 59.30 | 2012 est. |
| 139 | Slovakia | 59.20 | 2012 est. |
| 140 | Ukraine | 59.10 | 2012 est. |
| 141 | Ecuador | 58.80 | 2012 est. |
| 142 | Russia | 58.40 | 2012 est. |
| 143 | Honduras | 58.40 | 2012 est. |
| 144 | Lesotho | 58.00 | 2012 est. |
| 145 | Trinidad and Tobago | 57.80 | 2012 est. |
| 146 | Guinea-Bissau | 57.60 | 2012 est. |
| 147 | Sri Lanka | 57.50 | 2012 est. |
| 148 | Korea, South | 57.50 | 2012 est. |
