CIA - The World Factbook --  GDP - composition by sector   

This entry gives the percentage contribution of agriculture, industry, and services to total GDP. The distribution will total less than 100 percent if the data are incomplete.

| Rank | country | (%) | Date of Information |
| --- | --- | --- | --- |
| 1 | Macau | 97.10 | 2007 est. |
| 2 | Jersey | 97.00 | 2005 |
| 3 | Cayman Islands | 95.40 | 1994 est. |
| 4 | Monaco | 95.10 | 2005 |
| 5 | Falkland Islands (Islas Malvinas) | 95.00 | 1996 |
| 6 | Equatorial Guinea | 93.70 | 2008 est. |
| 7 | Hong Kong | 92.70 | 2008 est. |
| 8 | British Virgin Islands | 92.00 | 1996 est. |
| 9 | Bahamas, The | 90.00 | 2001 est. |
| 10 | Bermuda | 89.00 | 2002 est. |
| 11 | Guernsey | 87.00 | 2000 |
| 12 | Isle of Man | 86.00 | 2000 est. |
| 13 | Luxembourg | 86.00 | 2007 est. |
| 14 | Netherlands Antilles | 84.00 | 2000 est. |
| 15 | Saint Martin | 84.00 | 2000 |
| 16 | Djibouti | 81.90 | 2006 est. |
| 17 | Palau | 81.80 | 2003 |
| 18 | Malta | 80.60 | 2007 est. |
| 19 | Saint Lucia | 80.00 | 2005 est. |
| 20 | Virgin Islands | 80.00 | 2003 est. |
| 21 | United States | 79.60 | 2008 est. |
| 22 | Gaza Strip | 79.00 | 2007 est. |
| 23 | West Bank | 79.00 | 2007 est. |
| 24 | Cyprus | 78.30 | 2008 est. |
| 25 | Anguilla | 78.00 | 2002 est. |
| 26 | Barbados | 78.00 | 2000 est. |
| 27 | Fiji | 77.60 | 2004 est. |
| 28 | France | 77.60 | 2008 est. |
| 29 | Liberia | 76.90 | 2002 est. |
| 30 | Grenada | 76.60 | 2003 |
| 31 | Panama | 76.40 | 2008 est. |
| 32 | New Caledonia | 76.20 | 2003 |
| 33 | Belgium | 76.10 | 2008 est. |
| 34 | French Polynesia | 76.10 | 2005 |
| 35 | Lebanon | 76.10 | 2008 est. |
| 36 | Maldives | 76.00 | 2006 est. |
| 37 | Greece | 75.70 | 2008 est. |
| 38 | Montserrat | 75.70 | 1999 est. |
| 39 | Cook Islands | 75.30 | 2004 |
| 40 | Samoa | 75.30 | 2004 est. |
| 41 | Brunei | 75.00 | 2005 est. |
| 42 | Qatar | 74.90 | 2008 est. |
| 43 | United Kingdom | 74.50 | 2008 est. |
| 44 | Cape Verde | 74.40 | 2008 est. |
| 45 | Antigua and Barbuda | 74.30 | 2002 est. |
| 46 | Latvia | 74.20 | 2008 est. |
| 47 | Taiwan | 73.20 | 2008 est. |
| 48 | Netherlands | 72.90 | 2008 est. |
| 49 | Cuba | 72.80 | 2008 est. |
| 50 | Denmark | 72.60 | 2008 est. |
| 51 | Japan | 72.30 | 2008 est. |
| 52 | Portugal | 72.20 | 2008 est. |
| 53 | Singapore | 72.20 | 2008 est. |
| 54 | Italy | 71.00 | 2008 est. |
| 55 | European Union | 70.90 | 2008 est. |
| 56 | Libya | 70.90 | 2008 est. |
| 57 | Sao Tome and Principe | 70.80 | 2008 est. |
| 58 | Saint Kitts and Nevis | 70.70 | 2001 |
