CIA - The World Factbook --  Inflation rate (consumer prices)   

This entry furnishes the annual percent change in consumer prices compared with the previous year's consumer prices.

| Rank | country | (%) | Date of Information |
| --- | --- | --- | --- |
| 1 | San Marino | -3.50 | 2008 |
| 2 | Northern Mariana Islands | -0.80 | 2000 |
| 3 | Niger | 0.10 | 2007 est. |
| 4 | Kiribati | 0.20 | 2007 est. |
| 5 | Brunei | 0.30 | 2007 est. |
| 6 | Central African Republic | 0.90 | 2007 est. |
| 7 | Greenland | 1.00 | 2005 est. |
| 8 | Liechtenstein | 1.00 | 2001 |
| 9 | French Polynesia | 1.10 | 2007 |
| 10 | Japan | 1.40 | 2008 est. |
| 11 | New Caledonia | 1.40 | 2000 est. |
| 12 | Antigua and Barbuda | 1.50 | 2007 est. |
| 13 | Mayotte | 1.70 | 2005 |
| 14 | Faroe Islands | 1.80 | 2005 |
| 15 | Monaco | 1.90 | 2000 |
| 16 | Saint Lucia | 1.90 | 2007 est. |
| 17 | British Virgin Islands | 2.00 | 2005 |
| 18 | Cook Islands | 2.10 | 2005 est. |
| 19 | Netherlands Antilles | 2.10 | 2003 est. |
| 20 | Micronesia, Federated States of | 2.20 | 2005 |
| 21 | Virgin Islands | 2.20 | 2003 |
| 22 | Bahamas, The | 2.40 | 2007 est. |
| 23 | Canada | 2.40 | 2008 est. |
| 24 | Switzerland | 2.40 | 2008 est. |
| 25 | Mali | 2.50 | 2007 est. |
| 26 | Netherlands | 2.50 | 2008 est. |
| 27 | Montserrat | 2.60 | 2002 est. |
| 28 | Portugal | 2.60 | 2008 est. |
| 29 | Dominica | 2.70 | 2007 est. |
| 30 | Palau | 2.70 | 2005 est. |
| 31 | Germany | 2.70 | 2008 est. |
| 32 | Bermuda | 2.80 | November 2005 |
| 33 | Wallis and Futuna | 2.80 | 2005 |
| 34 | Iraq | 2.80 | 2008 est. |
| 35 | France | 2.80 | 2008 est. |
| 36 | Gibraltar | 2.90 | 2005 |
| 37 | Comoros | 3.00 | 2007 est. |
| 38 | Isle of Man | 3.10 | December 2006 est. |
| 39 | Austria | 3.20 | 2008 est. |
