CIA - The World Factbook --  Central bank discount rate   

This entry provides the annualized interest rate a country's central bank charges commercial, depository banks for loans to meet temporary shortages of funds.

| Rank | country | (%) | Date of Information |
| --- | --- | --- | --- |
| 1 | Zimbabwe | 975.00 | 31 December 2007 |
| 2 | Angola | 30.00 | 31 December 2009 est. |
| 3 | Venezuela | 29.50 | 31 December 2009 |
| 4 | Sao Tome and Principe | 28.00 | 31 December 2008 |
| 5 | Costa Rica | 23.00 | 31 December 2009 est. |
| 6 | Guinea | 22.25 | 31 December 2005 |
| 7 | Congo, Democratic Republic of the | 20.00 | 31 December 2011 est. |
| 8 | Ghana | 17.00 | 31 December 2008 |
| 9 | Malawi | 15.00 | 31 December 2008 |
| 10 | Turkey | 15.00 | 22 December 2009 |
| 11 | Vietnam | 15.00 | 31 December 2011 |
| 12 | Zambia | 14.49 | 31 December 2008 |
| 13 | Pakistan | 14.00 | 31 December 2010 est. |
| 14 | Belarus | 13.50 | 31 December 2009 est. |
| 15 | Mongolia | 12.25 | 31 December 2011 est. |
| 16 | Belize | 12.00 | 31 December 2009 est. |
| 17 | Mauritania | 12.00 | 31 December 2007 |
| 18 | Burma | 12.00 | 31 December 2009 est. |
| 19 | Ukraine | 11.97 | 31 December 2010 est. |
| 20 | Rwanda | 11.25 | 31 December 2008 |
| 21 | Gambia, The | 11.00 | 31 December 2008 |
| 22 | Brazil | 11.00 | 31 December 2011 est. |
| 23 | Burundi | 10.00 | 31 December 2009 est. |
| 24 | Lesotho | 10.00 | 31 December 2010 est. |
| 25 | Botswana | 10.00 | 31 December 2009 est. |
| 26 | Lebanon | 10.00 | 31 December 2009 est. |
| 27 | Uganda | 9.65 | 31 December 2009 est. |
| 28 | Serbia | 9.50 | January 2012 |
| 29 | Uruguay | 8.75 | 31 December 2011 |
| 30 | Ecuador | 8.68 | 31 December 2010 |
| 31 | Egypt | 8.50 | 31 December 2009 est. |
| 32 | Russia | 8.00 | 31 December 2011 |
| 33 | Kazakhstan | 7.50 | 31 December 2011 est. |
| 34 | Cabo Verde | 7.50 | 31 December 2009 est. |
| 35 | Armenia | 7.25 | 2 December 2008 |
| 36 | Trinidad and Tobago | 7.25 | 31 December 2009 est. |
| 37 | Sri Lanka | 7.00 | 31 December 2011 est. |
| 38 | South Africa | 7.00 | 31 December 2009 |
| 39 | Barbados | 7.00 | 31 December 2009 est. |
| 40 | Namibia | 7.00 | 31 December 2009 est. |
| 41 | Hungary | 7.00 | 31 December 2011 |
| 42 | Croatia | 7.00 | 31 December 2011 est. |
| 43 | Maldives | 6.96 | 31 December 2011 est. |
| 44 | Papua New Guinea | 6.92 | 31 December 2009 est. |
| 45 | Swaziland | 6.50 | 31 December 2009 est. |
| 46 | Saint Vincent and the Grenadines | 6.50 | 31 December 2009 est. |
| 47 | Dominica | 6.50 | 31 December 2009 est. |
| 48 | Saint Lucia | 6.50 | 31 December 2009 est. |
| 49 | Antigua and Barbuda | 6.50 | 31 December 2009 est. |
| 50 | Grenada | 6.50 | 31 December 2008 |
| 51 | Nepal | 6.50 | 31 December 2009 est. |
| 52 | Anguilla | 6.50 | 31 December 2009 est. |
