CIA - The World Factbook --  Central bank discount rate   

Central bank discount rate compares the annualized interest rate a country's central bank charges commercial, depository banks for loans to meet temporary shortages of funds.

| Rank | country | (%) | Date of Information |
| --- | --- | --- | --- |
| 1 | Zimbabwe | 975.00 | 31 December 2007 |
| 2 | Angola | 30.00 | 31 December 2009 est. |
| 3 | Venezuela | 29.50 | 31 December 2009 |
| 4 | Sao Tome and Principe | 28.00 | 31 December 2008 |
| 5 | Costa Rica | 23.00 | 31 December 2009 est. |
| 6 | Guinea | 22.25 | 31 December 2005 |
| 7 | Congo, Democratic Republic of the | 20.00 | 31 December 2011 est. |
| 8 | Ghana | 17.00 | 31 December 2008 |
| 9 | Turkey | 15.00 | 22 December 2009 |
| 10 | Malawi | 15.00 | 31 December 2008 |
| 11 | Vietnam | 15.00 | 31 December 2011 |
| 12 | Zambia | 14.49 | 31 December 2008 |
| 13 | Pakistan | 14.00 | 31 December 2010 est. |
| 14 | Belarus | 13.50 | 31 December 2009 est. |
| 15 | Mongolia | 12.25 | 31 December 2011 est. |
| 16 | Belize | 12.00 | 31 December 2009 est. |
| 17 | Burma | 12.00 | 31 December 2009 est. |
| 18 | Mauritania | 12.00 | 31 December 2007 |
| 19 | Namibia | 12.00 | 31 December 2010 est. |
| 20 | Ukraine | 11.97 | 31 December 2010 est. |
| 21 | Serbia | 11.75 | 6 February 2013 |
| 22 | Rwanda | 11.25 | 31 December 2008 |
| 23 | Gambia, The | 11.00 | 31 December 2008 |
| 24 | Brazil | 11.00 | 31 December 2011 est. |
| 25 | Lesotho | 10.00 | 31 December 2010 est. |
| 26 | Lebanon | 10.00 | 31 December 2009 est. |
| 27 | Botswana | 10.00 | 31 December 2009 est. |
| 28 | Burundi | 10.00 | 31 December 2009 est. |
| 29 | Uganda | 9.65 | 31 December 2009 est. |
| 30 | Uruguay | 8.75 | 31 December 2011 |
| 31 | Egypt | 8.68 | 31 December 2010 est. |
| 32 | Ecuador | 8.68 | 31 December 2010 |
| 33 | Russia | 8.00 | 31 December 2011 |
| 34 | India | 8.00 | 31 December 2010 est. |
| 35 | Sri Lanka | 7.50 | 19 December 2012 est. |
| 36 | Cabo Verde | 7.50 | 31 December 2009 est. |
| 37 | Kazakhstan | 7.50 | 31 December 2011 est. |
| 38 | Trinidad and Tobago | 7.25 | 31 December 2009 est. |
| 39 | Armenia | 7.25 | 2 December 2008 |
| 40 | Barbados | 7.00 | 31 December 2009 est. |
| 41 | Hungary | 7.00 | 31 December 2011 |
| 42 | Croatia | 7.00 | 31 December 2012 est. |
| 43 | South Africa | 7.00 | 31 December 2009 |
| 44 | Maldives | 6.96 | 31 December 2011 est. |
| 45 | Papua New Guinea | 6.92 | 31 December 2009 est. |
| 46 | Saint Vincent and the Grenadines | 6.50 | 31 December 2009 est. |
| 47 | Grenada | 6.50 | 31 December 2008 |
| 48 | Montserrat | 6.50 | 31 December 2009 est. |
| 49 | Saint Lucia | 6.50 | 31 December 2009 est. |
| 50 | Tajikistan | 6.50 | 31 December 2012 est. |
| 51 | Dominica | 6.50 | 31 December 2009 est. |
| 52 | Swaziland | 6.50 | 31 December 2009 est. |
