CIA - The World Factbook --  Refined petroleum products - consumption   

This entry is the country's total consumption of refined petroleum products, in barrels per day (bbl/day). The discrepancy between the amount of refined petroleum products produced and/or imported and the amount consumed and/or exported is due to the omission of stock changes, refinery gains, and other complicating factors.

| Rank | country | (bbl/day) | Date of Information |
| --- | --- | --- | --- |
| 1 | United States | 18,840,000 | 2011 est. |
| 2 | European Union | 13,250,000 | 2011 est. |
| 3 | China | 9,790,000 | 2011 est. |
| 4 | Japan | 4,464,000 | 2011 est. |
| 5 | Russia | 3,341,000 | 2012 est. |
| 6 | India | 3,292,000 | 2011 est. |
| 7 | Saudi Arabia | 2,817,000 | 2011 est. |
| 8 | Brazil | 2,594,000 | 2011 est. |
| 9 | Germany | 2,400,000 | 2011 est. |
| 10 | Korea, South | 2,260,000 | 2012 est. |
| 11 | Canada | 2,259,000 | 2011 est. |
| 12 | Mexico | 2,133,000 | 2011 est. |
| 13 | France | 1,792,000 | 2011 est. |
| 14 | Iran | 1,694,000 | 2011 est. |
| 15 | United Kingdom | 1,608,000 | 2011 est. |
| 16 | Italy | 1,454,000 | 2011 est. |
| 17 | Spain | 1,384,000 | 2011 est. |
| 18 | Indonesia | 1,322,000 | 2011 est. |
| 19 | Singapore | 1,250,000 | 2011 est. |
| 20 | Australia | 1,023,000 | 2011 est. |
| 21 | Netherlands | 1,010,000 | 2011 est. |
| 22 | Iraq | 818,000 | 2011 est. |
| 23 | Egypt | 816,300 | 2011 est. |
| 24 | Taiwan | 786,100 | 2011 est. |
| 25 | Thailand | 721,100 | 2011 est. |
| 26 | Turkey | 706,100 | 2011 est. |
| 27 | Argentina | 678,100 | 2011 est. |
| 28 | Belgium | 644,400 | 2011 est. |
| 29 | South Africa | 590,900 | 2011 est. |
| 30 | Poland | 576,600 | 2011 est. |
| 31 | United Arab Emirates | 572,100 | 2011 est. |
| 32 | Venezuela | 571,000 | 2011 est. |
| 33 | Malaysia | 542,900 | 2011 est. |
| 34 | Pakistan | 426,700 | 2011 est. |
| 35 | Greece | 343,400 | 2011 est. |
| 36 | Kuwait | 339,000 | 2011 est. |
| 37 | Hong Kong | 337,600 | 2012 est. |
| 38 | Chile | 321,700 | 2011 est. |
| 39 | Ukraine | 320,600 | 2011 est. |
| 40 | Algeria | 316,400 | 2011 est. |
| 41 | Sweden | 316,000 | 2011 est. |
| 42 | Philippines | 315,600 | 2011 est. |
| 43 | Libya | 314,000 | 2011 est. |
| 44 | Colombia | 287,000 | 2011 est. |
| 45 | Ecuador | 280,000 | 2012 est. |
| 46 | Nigeria | 271,600 | 2011 est. |
| 47 | Vietnam | 259,900 | 2012 est. |
| 48 | Portugal | 259,700 | 2011 est. |
| 49 | Syria | 258,800 | 2011 est. |
| 50 | Switzerland | 258,200 | 2011 est. |
| 51 | Norway | 255,200 | 2011 est. |
| 52 | Kazakhstan | 244,200 | 2011 est. |
| 53 | Israel | 238,400 | 2011 est. |
| 54 | Romania | 218,200 | 2011 est. |
| 55 | Austria | 210,700 | 2011 est. |
| 56 | Peru | 206,900 | 2012 est. |
| 57 | Finland | 204,800 | 2011 est. |
| 58 | Morocco | 203,600 | 2011 est. |
| 59 | Czech Republic | 199,000 | 2011 est. |
| 60 | Belarus | 188,800 | 2011 est. |
| 61 | Yemen | 177,000 | 2011 est. |
| 62 | Qatar | 169,900 | 2011 est. |
| 63 | Azerbaijan | 168,000 | 2011 est. |
| 64 | Denmark | 160,200 | 2011 est. |
| 65 | Puerto Rico | 151,600 | 2011 est. |
| 66 | Cuba | 150,200 | 2011 est. |
| 67 | New Zealand | 148,900 | 2011 est. |
| 68 | Turkmenistan | 145,000 | 2011 est. |
| 69 | Ireland | 144,000 | 2011 est. |
| 70 | Hungary | 141,100 | 2011 est. |
| 71 | Uzbekistan | 137,100 | 2011 est. |
| 72 | Dominican Republic | 122,300 | 2011 est. |
| 73 | Bulgaria | 112,700 | 2011 est. |
| 74 | Bangladesh | 108,900 | 2011 est. |
| 75 | Jordan | 107,000 | 2011 est. |
| 76 | Lebanon | 106,700 | 2011 est. |
| 77 | Virgin Islands | 106,100 | 2011 est. |
| 78 | Panama | 98,890 | 2011 est. |
| 79 | Oman | 98,000 | 2011 est. |
| 80 | Sudan | 95,450 | 2011 est. |
