CIA - The World Factbook --  Refined petroleum products - consumption   

This entry is the country's total consumption of refined petroleum products, in barrels per day (bbl/day). The discrepancy between the amount of refined petroleum products produced and/or imported and the amount consumed and/or exported is due to the omission of stock changes, refinery gains, and other complicating factors.

| Rank | country | (bbl/day) | Date of Information |
| --- | --- | --- | --- |
| 1 | World | 88,130,000 | 2011 est. |
| 2 | United States | 18,840,000 | 2011 est. |
| 3 | European Union | 13,300,000 | 2011 est. |
| 4 | China | 9,790,000 | 2011 est. |
| 5 | Japan | 4,464,000 | 2011 est. |
| 6 | India | 3,292,000 | 2011 est. |
| 7 | Russia | 3,145,000 | 2011 est. |
| 8 | Saudi Arabia | 2,817,000 | 2011 est. |
| 9 | Brazil | 2,594,000 | 2011 est. |
| 10 | Germany | 2,400,000 | 2011 est. |
| 11 | Canada | 2,259,000 | 2011 est. |
| 12 | Korea, South | 2,230,000 | 2011 est. |
| 13 | Mexico | 2,133,000 | 2011 est. |
| 14 | France | 1,792,000 | 2011 est. |
| 15 | Iran | 1,694,000 | 2011 est. |
| 16 | United Kingdom | 1,608,000 | 2011 est. |
| 17 | Italy | 1,454,000 | 2011 est. |
| 18 | Spain | 1,384,000 | 2011 est. |
| 19 | Indonesia | 1,322,000 | 2011 est. |
| 20 | Singapore | 1,183,000 | 2011 est. |
| 21 | Taiwan | 1,036,000 | 2011 est. |
| 22 | Australia | 1,023,000 | 2011 est. |
| 23 | Netherlands | 1,010,000 | 2011 est. |
| 24 | Thailand | 985,100 | 2011 est. |
| 25 | Iraq | 818,000 | 2011 est. |
| 26 | Egypt | 816,300 | 2011 est. |
| 27 | Venezuela | 755,400 | 2011 est. |
| 28 | Turkey | 706,100 | 2011 est. |
| 29 | Argentina | 678,100 | 2011 est. |
| 30 | Belgium | 644,400 | 2011 est. |
| 31 | South Africa | 590,900 | 2011 est. |
| 32 | Poland | 576,600 | 2011 est. |
| 33 | United Arab Emirates | 572,100 | 2011 est. |
| 34 | Malaysia | 542,900 | 2011 est. |
| 35 | Pakistan | 426,700 | 2011 est. |
| 36 | Vietnam | 365,000 | 2011 est. |
| 37 | Greece | 343,400 | 2011 est. |
| 38 | Kuwait | 339,000 | 2011 est. |
| 39 | Chile | 321,700 | 2011 est. |
| 40 | Ukraine | 320,600 | 2011 est. |
| 41 | Algeria | 316,400 | 2011 est. |
| 42 | Sweden | 316,000 | 2011 est. |
| 43 | Philippines | 315,600 | 2011 est. |
| 44 | Libya | 314,000 | 2011 est. |
| 45 | Hong Kong | 291,400 | 2011 est. |
| 46 | Colombia | 287,000 | 2011 est. |
| 47 | Nigeria | 271,600 | 2011 est. |
| 48 | Austria | 262,900 | 2011 est. |
| 49 | Portugal | 259,700 | 2011 est. |
| 50 | Syria | 258,800 | 2011 est. |
| 51 | Switzerland | 258,200 | 2011 est. |
| 52 | Norway | 255,200 | 2011 est. |
| 53 | Kazakhstan | 244,200 | 2011 est. |
| 54 | Israel | 238,400 | 2011 est. |
| 55 | Romania | 218,200 | 2011 est. |
| 56 | Finland | 204,800 | 2011 est. |
| 57 | Morocco | 203,600 | 2011 est. |
| 58 | Ecuador | 201,600 | 2011 est. |
| 59 | Czech Republic | 199,000 | 2011 est. |
| 60 | Belarus | 188,800 | 2011 est. |
| 61 | Yemen | 177,000 | 2011 est. |
| 62 | Peru | 172,600 | 2011 est. |
| 63 | Cuba | 171,500 | 2011 est. |
| 64 | Qatar | 169,900 | 2011 est. |
| 65 | Azerbaijan | 168,000 | 2011 est. |
| 66 | Denmark | 160,200 | 2011 est. |
| 67 | Puerto Rico | 151,600 | 2011 est. |
| 68 | New Zealand | 148,900 | 2011 est. |
| 69 | Turkmenistan | 145,000 | 2011 est. |
| 70 | Ireland | 144,000 | 2011 est. |
| 71 | Hungary | 141,100 | 2011 est. |
| 72 | Uzbekistan | 137,100 | 2011 est. |
| 73 | Dominican Republic | 122,300 | 2011 est. |
| 74 | Bulgaria | 112,700 | 2011 est. |
| 75 | Bangladesh | 108,900 | 2011 est. |
| 76 | Jordan | 107,000 | 2011 est. |
| 77 | Lebanon | 106,700 | 2011 est. |
| 78 | Virgin Islands | 106,100 | 2011 est. |
| 79 | Panama | 98,890 | 2011 est. |
| 80 | Oman | 98,000 | 2011 est. |
| 81 | Sudan | 95,450 | 2011 est. |
| 82 | Croatia | 92,970 | 2011 est. |
| 83 | Sri Lanka | 89,620 | 2011 est. |
| 84 | Tunisia | 88,380 | 2011 est. |
| 85 | Slovakia | 83,910 | 2011 est. |
| 86 | Serbia | 81,440 | 2011 est. |
| 87 | Guatemala | 80,810 | 2011 est. |
| 88 | Angola | 79,430 | 2011 est. |
| 89 | Kenya | 79,410 | 2011 est. |
