CIA - The World Factbook --  Population growth rate   

The average annual percent change in the population, resulting from a surplus (or deficit) of births over deaths and the balance of migrants entering and leaving a country. The rate may be positive or negative. The growth rate is a factor in determining how great a burden would be imposed on a country by the changing needs of its people for infrastructure (e.g., schools, hospitals, housing, roads), resources (e.g., food, water, electricity), and jobs. Rapid population growth can be seen as threatening by neighboring countries.

| Rank | country | (%) | Date of Information |
| --- | --- | --- | --- |
| 1 | Niger | 3.66 | 2010 est. |
| 2 | Uganda | 3.56 | 2010 est. |
| 3 | Burundi | 3.56 | 2010 est. |
| 4 | United Arab Emirates | 3.56 | 2010 est. |
| 5 | Kuwait | 3.50 | 2010 est. |
| 6 | Gaza Strip | 3.29 | 2010 est. |
| 7 | Ethiopia | 3.20 | 2010 est. |
| 8 | Mayotte | 3.17 | 2010 est. |
| 9 | Western Sahara | 3.17 | 2010 est. |
| 10 | Congo, Democratic Republic of the | 3.17 | 2010 est. |
| 11 | Zambia | 3.12 | 2010 est. |
| 12 | Burkina Faso | 3.10 | 2010 est. |
| 13 | Madagascar | 2.99 | 2010 est. |
| 14 | Zimbabwe | 2.95 | 2010 est. |
| 15 | Benin | 2.94 | 2010 est. |
| 16 | Rwanda | 2.82 | 2010 est. |
| 17 | Somalia | 2.81 | 2010 est. |
| 18 | Congo, Republic of the | 2.81 | 2010 est. |
| 19 | Liberia | 2.78 | 2010 est. |
| 20 | Togo | 2.77 | 2010 est. |
| 21 | Malawi | 2.76 | 2010 est. |
| 22 | Comoros | 2.73 | 2010 est. |
| 23 | Yemen | 2.71 | 2010 est. |
| 24 | Equatorial Guinea | 2.67 | 2010 est. |
| 25 | Guinea | 2.65 | 2010 est. |
| 26 | Mali | 2.61 | 2010 est. |
| 27 | Kenya | 2.59 | 2010 est. |
| 28 | Senegal | 2.58 | 2010 est. |
| 29 | Gambia, The | 2.53 | 2010 est. |
| 30 | Eritrea | 2.52 | 2010 est. |
| 31 | Sudan | 2.50 | 2010 est. |
| 32 | Turks and Caicos Islands | 2.49 | 2010 est. |
| 33 | Afghanistan | 2.47 | 2010 est. |
| 34 | Iraq | 2.45 | 2010 est. |
| 35 | Mauritania | 2.37 | 2010 est. |
| 36 | Cayman Islands | 2.34 | 2010 est. |
| 37 | Solomon Islands | 2.27 | 2010 est. |
| 38 | Sierra Leone | 2.22 | 2010 est. |
| 39 | Anguilla | 2.22 | 2010 est. |
| 40 | Djibouti | 2.18 | 2010 est. |
| 41 | Jordan | 2.16 | 2010 est. |
| 42 | Cameroon | 2.16 | 2010 est. |
| 43 | Central African Republic | 2.15 | 2010 est. |
| 44 | West Bank | 2.13 | 2010 est. |
| 45 | Libya | 2.12 | 2010 est. |
| 46 | Sao Tome and Principe | 2.11 | 2010 est. |
| 47 | Cote d'Ivoire | 2.11 | 2010 est. |
| 48 | Belize | 2.10 | 2010 est. |
| 49 | Angola | 2.06 | 2010 est. |
| 50 | Chad | 2.04 | 2010 est. |
| 51 | Papua New Guinea | 2.03 | 2010 est. |
| 52 | Tanzania | 2.03 | 2010 est. |
| 53 | Gabon | 2.03 | 2010 est. |
| 54 | Marshall Islands | 2.02 | 2010 est. |
| 55 | Guatemala | 2.02 | 2010 est. |
