CIA - The World Factbook --  Oil - exports   

This entry is the total oil exported in barrels per day (bbl/day), including both crude oil and oil products.

| Rank | country | (bbl/day) | Date of Information |
| --- | --- | --- | --- |
| 1 | Saudi Arabia | 8,728,000 | 2007 est. |
| 2 | Russia | 6,845,000 | 2007 est. |
| 3 | Iran | 2,719,000 | 2007 est. |
| 4 | United Arab Emirates | 2,700,000 | 2007 est. |
| 5 | Canada | 2,421,000 | 2008 est. |
| 6 | Norway | 2,383,000 | 2008 est. |
| 7 | Kuwait | 2,349,000 | 2007 est. |
| 8 | Nigeria | 2,327,000 | 2007 est. |
| 9 | European Union | 2,196,000 | 2007 est. |
| 10 | Venezuela | 2,182,000 | 2007 est. |
| 11 | Mexico | 1,986,000 | 2008 est. |
| 12 | Algeria | 1,891,000 | 2007 est. |
| 13 | Iraq | 1,830,000 | 2008 est. |
| 14 | Netherlands | 1,647,000 | 2008 est. |
| 15 | United Kingdom | 1,602,000 | 2008 est. |
| 16 | Libya | 1,542,000 | 2007 est. |
| 17 | United States | 1,433,000 | 2008 est. |
| 18 | Angola | 1,407,000 | 2007 est. |
| 19 | Kazakhstan | 1,313,000 | 2007 est. |
| 20 | Singapore | 1,289,000 | 2007 est. |
| 21 | Qatar | 1,043,000 | 2007 est. |
| 22 | Korea, South | 800,000 | 2008 est. |
| 23 | India | 671,200 | 2007 est. |
| 24 | Italy | 667,100 | 2008 est. |
| 25 | Oman | 593,700 | 2008 est. |
| 26 | Germany | 582,900 | 2008 est. |
| 27 | Brazil | 570,100 | 2007 est. |
| 28 | France | 554,100 | 2008 est. |
| 29 | Azerbaijan | 528,900 | 2007 est. |
| 30 | Malaysia | 511,900 | 2007 est. |
| 31 | Belgium | 507,500 | 2008 est. |
| 32 | China | 419,200 | 2007 est. |
| 33 | Ecuador | 417,000 | 2007 est. |
| 34 | Virgin Islands | 388,000 | 2007 est. |
| 35 | Equatorial Guinea | 362,900 | 2007 est. |
| 36 | Vietnam | 347,400 | 2007 est. |
| 37 | Australia | 332,400 | 2008 est. |
| 38 | Argentina | 314,400 | 2007 est. |
| 39 | Belarus | 303,900 | 2007 est. |
| 40 | Sudan | 303,800 | 2007 est. |
| 41 | Taiwan | 303,500 | 2007 est. |
| 42 | Colombia | 294,000 | 2008 est. |
| 43 | Denmark | 287,100 | 2008 est. |
| 44 | Yemen | 274,400 | 2007 est. |
| 45 | Japan | 268,300 | 2008 est. |
| 46 | Trinidad and Tobago | 248,300 | 2007 est. |
| 47 | Congo, Republic of the | 241,100 | 2007 est. |
| 48 | Bahrain | 238,300 | 2007 est. |
| 49 | Aruba | 231,100 | 2007 est. |
| 50 | Gabon | 227,300 | 2007 est. |
