CIA - The World Factbook --  Refined petroleum products - exports   

Refined petroleum products - exports is the country's total exports of refined petroleum products, in barrels per day (bbl/day).

| Rank | country | (bbl/day) | Date of Information |
| 196 | Montserrat | 0 | 2010 est. |
| 197 | Malawi | 0 | 2010 est. |
| 198 | Mali | 0 | 2010 est. |
| 199 | Mauritius | 0 | 2010 est. |
| 200 | Mauritania | 0 | 2010 est. |
| 201 | Maldives | 0 | 2009 est. |
| 202 | Niue | 0 | 2010 est. |
| 203 | Niger | 0 | 2010 est. |
| 204 | Vanuatu | 0 | 2010 est. |
| 205 | Nepal | 0 | 2010 est. |
| 206 | Nauru | 0 | 2010 est. |
| 207 | Paraguay | 0 | 2010 est. |
| 208 | Panama | 0 | 2010 est. |
| 209 | Guinea-Bissau | 0 | 2010 est. |
| 210 | Puerto Rico | 0 | 2010 est. |
| 211 | Rwanda | 0 | 2010 est. |


