CIA - The World Factbook --  Age structure   

This entry provides the distribution of the population according to age. Information is included by sex and age group (0-14 years, 15-64 years, 65 years and over). The age structure of a population affects a nation's key socioeconomic issues. Countries with young populations (high percentage under age 15) need to invest more in schools, while countries with older populations (high percentage ages 65 and over) need to invest more in the health sector. The age structure can also be used to help predict potential political issues. For example, the rapid growth of a young adult population unable to find employment can lead to unrest.

| Rank | country | (%) | Date of Information |
| --- | --- | --- | --- |
| 1 | Qatar | 86.70 | 2012 est. |
| 2 | United Arab Emirates | 78.50 | 2012 est. |
| 3 | Singapore | 78.30 | 2012 est. |
| 4 | Bahrain | 77.20 | 2012 est. |
| 5 | Macau | 76.80 | 2012 est. |
| 6 | British Virgin Islands | 75.00 | 2012 est. |
| 7 | Hong Kong | 74.60 | 2012 est. |
| 8 | Maldives | 74.60 | 2012 est. |
| 9 | Taiwan | 74.00 | 2012 est. |
| 10 | China | 73.50 | 2012 est. |
| 11 | Cyprus | 73.40 | 2012 est. |
| 12 | Turks and Caicos Islands | 73.40 | 2012 est. |
| 13 | Sint Maarten | 73.00 | 2012 est. |
| 14 | Korea, South | 73.00 | 2012 est. |
| 15 | Bosnia and Herzegovina | 72.90 | 2012 est. |
| 16 | Armenia | 72.70 | 2012 est. |
| 17 | Palau | 72.30 | 2012 est. |
| 18 | Kuwait | 72.30 | 2012 est. |
| 19 | Moldova | 71.90 | 2012 est. |
| 20 | Trinidad and Tobago | 71.80 | 2012 est. |
| 21 | Slovakia | 71.40 | 2012 est. |
| 22 | Seychelles | 71.40 | 2012 est. |
| 23 | Brunei | 71.30 | 2012 est. |
| 24 | Poland | 71.30 | 2012 est. |
| 25 | Russia | 71.30 | 2012 est. |
| 26 | Barbados | 71.20 | 2012 est. |
| 27 | Belarus | 71.10 | 2012 est. |
| 28 | Cuba | 71.10 | 2012 est. |
| 29 | Iran | 71.10 | 2012 est. |
| 30 | Andorra | 71.10 | 2012 est. |
| 31 | Azerbaijan | 71.00 | 2012 est. |
| 32 | Thailand | 71.00 | 2012 est. |
| 33 | Montenegro | 71.00 | 2012 est. |
| 34 | Cayman Islands | 70.90 | 2012 est. |
| 35 | Ukraine | 70.70 | 2012 est. |
| 36 | Mauritius | 70.70 | 2012 est. |
| 37 | Aruba | 70.30 | 2012 est. |
| 38 | Romania | 70.30 | 2012 est. |
| 39 | Greenland | 70.20 | 2012 est. |
| 40 | Macedonia | 70.10 | 2012 est. |
| 41 | Saint Kitts and Nevis | 70.00 | 2012 est. |
| 42 | Northern Mariana Islands | 70.00 | 2012 est. |
| 43 | Saint Helena, Ascension, and Tristan da Cunha | 69.80 | 2012 est. |
| 44 | American Samoa | 69.70 | 2012 est. |
| 45 | Lithuania | 69.70 | 2012 est. |
| 46 | Vietnam | 69.60 | 2012 est. |
| 47 | Czech Republic | 69.60 | 2012 est. |
| 48 | Bahamas, The | 69.50 | 2012 est. |
| 49 | Uzbekistan | 69.50 | 2012 est. |
| 50 | Slovenia | 69.50 | 2012 est. |
| 51 | Tunisia | 69.30 | 2012 est. |
| 52 | Costa Rica | 69.30 | 2012 est. |
| 53 | Latvia | 69.30 | 2012 est. |
| 54 | Chile | 69.20 | 2012 est. |
| 55 | Liechtenstein | 69.10 | 2012 est. |
| 56 | Saint Barthelemy | 69.00 | 2012 est. |
| 57 | French Polynesia | 68.90 | 2012 est. |
| 58 | Mongolia | 68.90 | 2012 est. |
| 59 | Turkmenistan | 68.80 | 2012 est. |
| 60 | Albania | 68.80 | 2012 est. |
| 61 | Kazakhstan | 68.80 | 2012 est. |
| 62 | Korea, North | 68.70 | 2012 est. |
| 63 | Jersey | 68.60 | 2012 est. |
| 64 | Libya | 68.40 | 2012 est. |
| 65 | Serbia | 68.40 | 2012 est. |
| 66 | Georgia | 68.40 | 2012 est. |
| 67 | Lebanon | 68.30 | 2012 est. |
| 68 | Brazil | 68.20 | 2012 est. |
| 69 | Anguilla | 68.20 | 2012 est. |
| 70 | Saudi Arabia | 68.20 | 2012 est. |
| 71 | Malta | 68.10 | 2012 est. |
| 72 | Canada | 68.10 | 2012 est. |
| 73 | Croatia | 68.10 | 2012 est. |
| 74 | Hungary | 68.00 | 2012 est. |
| 75 | Saint Lucia | 67.90 | 2012 est. |
| 76 | Antigua and Barbuda | 67.80 | 2012 est. |
| 77 | Saint Vincent and the Grenadines | 67.80 | 2012 est. |
| 78 | Burma | 67.80 | 2012 est. |
| 79 | Guernsey | 67.70 | 2012 est. |
| 80 | Austria | 67.60 | 2012 est. |
| 81 | Switzerland | 67.60 | 2012 est. |
| 82 | New Caledonia | 67.50 | 2012 est. |
| 83 | Colombia | 67.50 | 2012 est. |
| 84 | Spain | 67.50 | 2012 est. |
| 85 | Australia | 67.50 | 2012 est. |
| 86 | Montserrat | 67.50 | 2012 est. |
| 87 | Turkey | 67.40 | 2012 est. |
| 88 | Bulgaria | 67.40 | 2012 est. |
| 89 | European Union | 67.23 | 2012 est. |
| 90 | Wallis and Futuna | 67.20 | 2012 est. |
| 91 | Algeria | 67.20 | 2012 est. |
| 92 | Iceland | 67.10 | 2012 est. |
| 93 | Dominica | 67.10 | 2012 est. |
| 94 | Sri Lanka | 67.00 | 2012 est. |
| 95 | Suriname | 67.00 | 2012 est. |
| 96 | Luxembourg | 66.90 | 2012 est. |
| 97 | Saint Martin | 66.90 | 2012 est. |
| 98 | Ireland | 66.90 | 2012 est. |
| 99 | Estonia | 66.80 | 2012 est. |
| 100 | Bermuda | 66.70 | 2012 est. |
| 101 | Curacao | 66.70 | 2012 est. |
| 102 | Saint Pierre and Miquelon | 66.70 | 2012 est. |
| 103 | Indonesia | 66.60 | 2012 est. |
| 104 | United States | 66.50 | 2012 est. |
| 105 | Morocco | 66.40 | 2012 est. |
| 106 | Kosovo | 66.30 | 2012 est. |
| 107 | Netherlands | 66.20 | 2012 est. |
| 108 | New Zealand | 66.20 | 2012 est. |
| 109 | Paraguay | 66.10 | 2012 est. |
| 110 | Germany | 66.10 | 2012 est. |
| 111 | Greece | 66.00 | 2012 est. |
| 112 | Fiji | 66.00 | 2012 est. |
| 113 | Oman | 66.00 | 2012 est. |
| 114 | Belgium | 65.90 | 2012 est. |
| 115 | Norway | 65.90 | 2012 est. |
| 116 | Grenada | 65.90 | 2012 est. |
| 117 | Bhutan | 65.80 | 2012 est. |
| 118 | United Kingdom | 65.80 | 2012 est. |
| 119 | South Africa | 65.70 | 2012 est. |
| 120 | Portugal | 65.70 | 2012 est. |
| 121 | Nauru | 65.70 | 2012 est. |
| 122 | Italy | 65.70 | 2012 est. |
| 123 | Cook Islands | 65.60 | 2012 est. |
| 124 | Finland | 65.60 | 2012 est. |
| 125 | Mexico | 65.50 | 2012 est. |
| 126 | Gibraltar | 65.50 | 2012 est. |
| 127 | Kyrgyzstan | 65.50 | 2012 est. |
| 128 | Malaysia | 65.50 | 2012 est. |
| 129 | Puerto Rico | 65.40 | 2012 est. |
| 130 | Guam | 65.40 | 2012 est. |
| 131 | Venezuela | 65.40 | 2012 est. |
| 132 | Peru | 65.40 | 2012 est. |
| 133 | San Marino | 65.30 | 2012 est. |
| 134 | India | 65.20 | 2012 est. |
| 135 | Denmark | 65.00 | 2012 est. |
| 136 | Isle of Man | 64.80 | 2012 est. |
| 137 | Nicaragua | 64.60 | 2012 est. |
| 138 | Panama | 64.50 | 2012 est. |
| 139 | Uruguay | 64.50 | 2012 est. |
| 140 | Tuvalu | 64.50 | 2012 est. |
| 141 | Virgin Islands | 64.50 | 2012 est. |
| 142 | Sweden | 64.40 | 2012 est. |
| 143 | Dominican Republic | 64.30 | 2012 est. |
| 144 | Cambodia | 64.30 | 2012 est. |
| 145 | Faroe Islands | 64.30 | 2012 est. |
| 146 | Guyana | 64.00 | 2012 est. |
| 147 | Micronesia, Federated States of | 63.90 | 2012 est. |
| 148 | Norfolk Island | 63.90 | 2012 est. |
| 149 | Ecuador | 63.90 | 2012 est. |
| 150 | France | 63.80 | 2012 est. |
| 151 | El Salvador | 63.70 | 2012 est. |
| 152 | Argentina | 63.60 | 2012 est. |
| 153 | Kiribati | 63.10 | 2012 est. |
| 154 | Tajikistan | 63.00 | 2012 est. |
| 155 | Cape Verde | 62.80 | 2012 est. |
| 156 | Egypt | 62.80 | 2012 est. |
| 157 | Jamaica | 62.80 | 2012 est. |
| 158 | Japan | 62.60 | 2012 est. |
| 159 | Botswana | 62.50 | 2012 est. |
| 160 | Namibia | 62.40 | 2012 est. |
| 161 | Djibouti | 62.30 | 2012 est. |
| 162 | Israel | 62.20 | 2012 est. |
| 163 | Nepal | 62.00 | 2012 est. |
| 164 | Syria | 61.60 | 2012 est. |
| 165 | Bangladesh | 61.60 | 2012 est. |
| 166 | Lesotho | 61.30 | 2012 est. |
| 167 | Philippines | 61.30 | 2012 est. |
| 168 | West Bank | 61.20 | 2012 est. |
| 169 | Bolivia | 61.00 | 2012 est. |
| 170 | Pakistan | 61.00 | 2012 est. |
| 171 | Haiti | 60.70 | 2012 est. |
| 172 | Papua New Guinea | 60.30 | 2012 est. |
| 173 | Jordan | 60.20 | 2012 est. |
| 174 | Laos | 60.10 | 2012 est. |
| 175 | Monaco | 60.10 | 2012 est. |
| 176 | Belize | 60.10 | 2012 est. |
| 177 | Samoa | 60.00 | 2012 est. |
| 178 | Honduras | 60.00 | 2012 est. |
| 179 | Iraq | 59.30 | 2012 est. |
| 180 | Marshall Islands | 59.10 | 2012 est. |
| 181 | Swaziland | 59.00 | 2012 est. |
| 182 | Solomon Islands | 58.80 | 2012 est. |
| 183 | Guatemala | 58.60 | 2012 est. |
| 184 | Vanuatu | 58.10 | 2012 est. |
| 185 | Western Sahara | 57.70 | 2012 est. |
| 186 | Cote d'Ivoire | 57.60 | 2012 est. |
| 187 | Gambia, The | 57.30 | 2012 est. |
| 188 | Tonga | 57.10 | 2012 est. |
| 189 | Ghana | 57.10 | 2012 est. |
| 190 | Guinea-Bissau | 56.60 | 2012 est. |
| 191 | Mauritania | 56.40 | 2012 est. |
| 192 | Cameroon | 56.30 | 2012 est. |
| 193 | Togo | 56.00 | 2012 est. |
| 194 | Zimbabwe | 55.70 | 2012 est. |
| 195 | Central African Republic | 55.50 | 2012 est. |
| 196 | Madagascar | 55.50 | 2012 est. |
| 197 | Rwanda | 55.00 | 2012 est. |
| 198 | Yemen | 54.90 | 2012 est. |
| 199 | Kenya | 54.80 | 2012 est. |
| 200 | Sudan | 54.70 | 2012 est. |
| 201 | Equatorial Guinea | 54.60 | 2012 est. |
| 202 | Eritrea | 54.60 | 2012 est. |
| 203 | Sierra Leone | 54.50 | 2012 est. |
| 204 | Afghanistan | 54.40 | 2012 est. |
| 205 | Senegal | 54.10 | 2012 est. |
| 206 | Comoros | 54.10 | 2012 est. |
| 207 | Guinea | 54.10 | 2012 est. |
