CIA - The World Factbook --  REFINED PETROLEUM PRODUCTS - PRODUCTION

Refined petroleum products - production is the country's total output of refined petroleum products, in barrels per day (bbl/day).

| Rank | Country | (BBL/DAY) | Date of Information |
| --- | --- | --- | --- |
| 1 | United States | 19,110,000 | 2013 est. |
| 2 | European Union | 11,120,000 | 2014 est. |
| 3 | China | 9,879,000 | 2012 est. |
| 4 | Russia | 6,053,000 | 2014 est. |
| 5 | India | 4,433,000 | 2013 |
| 6 | Japan | 3,294,000 | 2014 est. |
| 7 | Korea, South | 2,697,000 | 2013 est. |
| 8 | Brazil | 2,554,000 | 2012 est. |
| 9 | Germany | 2,150,000 | 2013 est. |
| 10 | Saudi Arabia | 1,971,000 | 2012 est. |
| 11 | Canada | 1,894,000 | 2013 est. |
| 12 | Iran | 1,823,000 | 2012 est. |
| 13 | Italy | 1,506,000 | 2013 est. |
| 14 | Mexico | 1,438,000 | 2013 est. |
| 15 | United Kingdom | 1,409,000 | 2013 est. |
| 16 | Philippines | 1,373,000 | 2014 est. |
| 17 | Taiwan | 1,299,000 | 2015 est. |
| 18 | France | 1,270,000 | 2013 est. |
| 19 | Spain | 1,250,000 | 2013 est. |
| 20 | Thailand | 1,197,000 | 2012 est. |
| 21 | Netherlands | 1,186,000 | 2013 est. |
| 22 | Singapore | 1,099,000 | 2012 est. |
| 23 | Venezuela | 1,036,000 | 2012 est. |
| 24 | Indonesia | 946,500 | 2012 est. |
| 25 | Kuwait | 772,300 | 2012 est. |
| 26 | Argentina | 678,700 | 2012 est. |
| 27 | Belgium | 666,900 | 2013 est. |
| 28 | Australia | 630,600 | 2013 est. |
| 29 | Iraq | 590,400 | 2012 est. |
| 30 | Malaysia | 560,700 | 2012 est. |
| 31 | Poland | 539,200 | 2013 est. |
| 32 | Greece | 518,000 | 2013 est. |
| 33 | United Arab Emirates | 487,000 | 2012 est. |
| 34 | Algeria | 484,500 | 2012 est. |
| 35 | Turkey | 483,100 | 2013 est. |
| 36 | South Africa | 456,500 | 2012 est. |
| 37 | Egypt | 445,000 | 2013 est. |
| 38 | Belarus | 440,000 | 2012 est. |
| 39 | Sweden | 355,700 | 2013 est. |
| 40 | Norway | 349,600 | 2013 est. |
| 41 | Colombia | 340,400 | 2012 est. |
| 42 | Qatar | 310,900 | 2012 est. |
| 43 | Finland | 300,200 | 2013 est. |
| 44 | Kazakhstan | 294,800 | 2012 est. |
| 45 | Portugal | 285,300 | 2013 est. |
| 46 | Bahrain | 278,500 | 2012 est. |
| 47 | Israel | 276,300 | 2013 est. |
| 48 | Aruba | 234,600 | 2012 est. |
| 49 | Pakistan | 228,000 | 2012 est. |
