CIA - The World Factbook --  Refined petroleum products - production   

This entry is the country's total output of refined petroleum products, in barrels per day (bbl/day). The discrepancy between the amount of refined petroleum products produced and/or imported and the amount consumed and/or exported is due to the omission of stock changes, refinery gains, and other complicating factors.

| Rank | country | (bbl/day) | Date of Information |
| --- | --- | --- | --- |
| 1 | United States | 18,450,000 | 2010 est. |
| 2 | European Union | 12,190,000 | 2011 est. |
| 3 | China | 8,992,000 | 2011 est. |
| 4 | Russia | 4,812,000 | 2010 est. |
| 5 | India | 4,216,000 | 2010 est. |
| 6 | Japan | 3,862,000 | 2010 est. |
| 7 | Korea, South | 2,830,000 | 2012 est. |
| 8 | Germany | 2,198,000 | 2010 est. |
| 9 | Brazil | 2,108,000 | 2010 est. |
| 10 | Canada | 2,016,000 | 2010 est. |
| 11 | Saudi Arabia | 1,935,000 | 2010 est. |
| 12 | Italy | 1,887,000 | 2010 est. |
| 13 | Iran | 1,712,000 | 2010 est. |
| 14 | France | 1,550,000 | 2010 est. |
| 15 | United Kingdom | 1,549,000 | 2010 est. |
| 16 | Mexico | 1,364,000 | 2010 est. |
| 17 | Singapore | 1,357,000 | 2011 est. |
| 18 | Netherlands | 1,248,000 | 2010 est. |
| 19 | Spain | 1,189,000 | 2010 est. |
| 20 | Venezuela | 1,110,000 | 2010 est. |
| 21 | Indonesia | 935,300 | 2011 est. |
| 22 | Taiwan | 920,200 | 2011 est. |
| 23 | Kuwait | 915,900 | 2010 est. |
| 24 | Thailand | 913,600 | 2011 est. |
| 25 | Belgium | 720,000 | 2010 est. |
| 26 | Australia | 675,200 | 2010 est. |
| 27 | Poland | 636,000 | 2012 est. |
| 28 | Argentina | 622,200 | 2010 est. |
| 29 | Egypt | 602,600 | 2010 est. |
| 30 | Algeria | 571,400 | 2010 est. |
| 31 | Malaysia | 568,800 | 2010 est. |
| 32 | Iraq | 492,800 | 2010 est. |
| 33 | Greece | 462,000 | 2010 est. |
| 34 | South Africa | 437,600 | 2010 est. |
| 35 | Virgin Islands | 423,900 | 2010 est. |
| 36 | Sweden | 419,400 | 2010 est. |
| 37 | Turkey | 418,200 | 2010 est. |
| 38 | Libya | 388,300 | 2010 est. |
| 39 | United Arab Emirates | 371,500 | 2010 est. |
| 40 | Belarus | 346,000 | 2010 est. |
| 41 | Bolivia | 314,700 | 2012 est. |
| 42 | Colombia | 313,100 | 2010 est. |
| 43 | Norway | 307,700 | 2010 est. |
| 44 | Kazakhstan | 288,600 | 2010 est. |
| 45 | Qatar | 287,500 | 2010 est. |
| 46 | Finland | 282,300 | 2010 est. |
| 47 | Israel | 278,400 | 2010 est. |
| 48 | Bahrain | 270,800 | 2012 est. |
| 49 | Ukraine | 262,300 | 2010 est. |
| 50 | Syria | 253,600 | 2010 est. |
| 51 | Portugal | 252,200 | 2010 est. |
| 52 | Aruba | 234,200 | 2010 est. |
| 53 | Romania | 218,700 | 2010 est. |
| 54 | Pakistan | 210,100 | 2010 est. |
| 55 | Ecuador | 198,700 | 2012 est. |
| 56 | Lithuania | 197,400 | 2010 est. |
| 57 | Chile | 187,200 | 2010 est. |
| 58 | Philippines | 181,300 | 2010 est. |
| 59 | Czech Republic | 178,900 | 2010 est. |
| 60 | Hungary | 177,500 | 2010 est. |
| 61 | Oman | 164,600 | 2010 est. |
| 62 | Peru | 159,500 | 2012 est. |
| 63 | Austria | 159,200 | 2011 est. |
| 64 | Denmark | 145,300 | 2010 est. |
| 65 | Turkmenistan | 143,200 | 2010 est. |
| 66 | Azerbaijan | 133,500 | 2010 est. |
| 67 | Trinidad and Tobago | 132,300 | 2010 est. |
| 68 | Morocco | 131,500 | 2010 est. |
| 69 | Slovakia | 129,600 | 2010 est. |
| 70 | Bulgaria | 128,500 | 2010 est. |
| 71 | Sudan | 124,900 | 2010 est. |
| 72 | Vietnam | 112,000 | 2012 est. |
| 73 | New Zealand | 109,700 | 2010 est. |
| 74 | Nigeria | 101,300 | 2010 est. |
| 75 | Cuba | 100,600 | 2010 est. |
| 76 | Switzerland | 96,710 | 2010 est. |
| 77 | Uzbekistan | 92,300 | 2010 est. |
| 78 | Yemen | 86,330 | 2010 est. |
| 79 | Croatia | 77,020 | 2012 est. |
| 80 | Jordan | 72,190 | 2010 est. |
| 81 | Serbia | 62,940 | 2010 est. |
| 82 | Ireland | 59,630 | 2010 est. |
| 83 | Cote d'Ivoire | 55,890 | 2010 est. |
| 84 | Cameroon | 43,500 | 2010 est. |
| 85 | Uruguay | 43,440 | 2010 est. |
| 86 | Angola | 38,760 | 2010 est. |
| 87 | Sri Lanka | 35,440 | 2010 est. |
| 88 | Kenya | 32,240 | 2010 est. |
| 89 | Dominican Republic | 28,050 | 2010 est. |
| 90 | Jamaica | 23,120 | 2010 est. |
| 91 | Bangladesh | 22,710 | 2010 est. |
| 92 | Bosnia and Herzegovina | 22,430 | 2010 est. |
| 93 | Ghana | 22,130 | 2010 est. |
| 94 | Gabon | 19,280 | 2010 est. |
| 95 | Burma | 18,920 | 2010 est. |
| 96 | Papua New Guinea | 17,330 | 2010 est. |
| 97 | Macedonia | 17,030 | 2010 est. |
| 98 | El Salvador | 16,620 | 2010 est. |
| 99 | Nicaragua | 15,870 | 2010 est. |
| 100 | Senegal | 15,100 | 2010 est. |
| 101 | Congo, Republic of the | 13,820 | 2010 est. |
| 102 | Brunei | 13,500 | 2010 est. |
| 103 | Zambia | 12,900 | 2010 est. |
| 104 | Tunisia | 11,170 | 2010 est. |
| 105 | Costa Rica | 10,630 | 2010 est. |
| 106 | Suriname | 7,462 | 2010 est. |
| 107 | Korea, North | 6,965 | 2010 est. |
| 108 | Albania | 3,121 | 2010 est. |
| 109 | Equatorial Guinea | 3,074 | 2010 est. |
| 110 | Guatemala | 1,253 | 2010 est. |
| 111 | Mozambique | 992 | 2010 est. |
| 112 | Curacao | 531 | 2010 est. |
| 113 | Moldova | 413 | 2010 est. |
| 114 | Barbados | 31 | 2010 est. |
| 115 | Niger | 0 | 2010 est. |
| 116 | Vanuatu | 0 | 2010 est. |
| 117 | Nepal | 0 | 2010 est. |
| 118 | Nauru | 0 | 2010 est. |
| 119 | Paraguay | 0 | 2010 est. |
| 120 | Panama | 0 | 2010 est. |
| 121 | Guinea-Bissau | 0 | 2010 est. |
| 122 | Puerto Rico | 0 | 2010 est. |
| 123 | Rwanda | 0 | 2010 est. |
| 124 | Saint Pierre and Miquelon | 0 | 2010 est. |
| 125 | Saint Kitts and Nevis | 0 | 2010 est. |
| 126 | Seychelles | 0 | 2010 est. |
| 127 | Saint Helena, Ascension, and Tristan da Cunha | 0 | 2010 est. |
| 128 | Slovenia | 0 | 2010 est. |
| 129 | Sierra Leone | 0 | 2010 est. |
| 130 | Somalia | 0 | 2010 est. |
