CIA - The World Factbook --  Electricity - consumption   

This entry consists of total electricity generated annually plus imports and minus exports, expressed in kilowatt-hours. The discrepancy between the amount of electricity generated and/or imported and the amount consumed and/or exported is accounted for as loss in transmission and distribution.

| Rank | country | (kWh) | Date of Information |
| --- | --- | --- | --- |
| 1 | China | 4,693,000,000,000 | 2011 |
| 2 | United States | 3,886,000,000,000 | 2010 est. |
| 3 | European Union | 3,037,000,000,000 | 2009 est. |
| 4 | Russia | 1,038,000,000,000 | 2012 est. |
| 5 | Japan | 859,700,000,000 | 2012 est. |
| 6 | India | 698,800,000,000 | 2010 est. |
| 7 | Germany | 549,100,000,000 | 2010 est. |
| 8 | Canada | 499,900,000,000 | 2010 est. |
| 9 | France | 471,000,000,000 | 2010 est. |
| 10 | Brazil | 455,800,000,000 | 2010 est. |
| 11 | Korea, South | 455,100,000,000 | 2011 est. |
| 12 | United Kingdom | 329,300,000,000 | 2010 est. |
| 13 | Italy | 313,800,000,000 | 2011 est. |
| 14 | Spain | 249,700,000,000 | 2011 est. |
| 15 | Taiwan | 242,200,000,000 | 2011 est. |
| 16 | South Africa | 234,200,000,000 | 2012 est. |
| 17 | Australia | 213,500,000,000 | 2010 est. |
| 18 | Mexico | 212,300,000,000 | 2010 est. |
| 19 | Saudi Arabia | 190,900,000,000 | 2010 est. |
| 20 | Iran | 182,700,000,000 | 2010 est. |
| 21 | Ukraine | 175,300,000,000 | 2012 est. |
| 22 | Turkey | 170,400,000,000 | 2010 est. |
| 23 | Thailand | 169,400,000,000 | 2012 est. |
| 24 | Indonesia | 158,000,000,000 | 2011 est. |
| 25 | Poland | 155,000,000,000 | 2010 est. |
| 26 | Sweden | 136,000,000,000 | 2010 est. |
| 27 | Egypt | 122,400,000,000 | 2010 est. |
| 28 | Norway | 120,900,000,000 | 2010 est. |
| 29 | Malaysia | 112,000,000,000 | 2012 est. |
| 30 | Argentina | 111,100,000,000 | 2010 est. |
| 31 | Netherlands | 110,000,000,000 | 2010 est. |
| 32 | Vietnam | 104,000,000,000 | 2012 est. |
| 33 | Kazakhstan | 88,110,000,000 | 2011 est. |
| 34 | United Arab Emirates | 85,170,000,000 | 2010 est. |
| 35 | Venezuela | 85,050,000,000 | 2011 est. |
| 36 | Finland | 84,830,000,000 | 2010 est. |
| 37 | Belgium | 84,680,000,000 | 2010 est. |
| 38 | Pakistan | 70,100,000,000 | 2011 est. |
| 39 | Austria | 63,800,000,000 | 2012 |
| 40 | Czech Republic | 61,190,000,000 | 2010 est. |
| 41 | Switzerland | 60,420,000,000 | 2011 est. |
| 42 | Philippines | 56,840,000,000 | 2010 est. |
| 43 | Greece | 56,400,000,000 | 2010 est. |
| 44 | Chile | 53,930,000,000 | 2010 est. |
| 45 | Romania | 53,740,000,000 | 2011 est. |
| 46 | Portugal | 50,260,000,000 | 2010 est. |
| 47 | Israel | 48,730,000,000 | 2010 est. |
| 48 | Kuwait | 46,710,000,000 | 2010 est. |
| 49 | Colombia | 45,350,000,000 | 2010 est. |
| 50 | Hong Kong | 45,070,000,000 | 2012 est. |
| 51 | Uzbekistan | 44,510,000,000 | 2010 est. |
| 52 | New Zealand | 40,760,000,000 | 2010 est. |
| 53 | Singapore | 40,620,000,000 | 2010 est. |
| 54 | Bangladesh | 38,890,000,000 | 2010 est. |
| 55 | Serbia | 37,370,000,000 | 2012 |
| 56 | Hungary | 36,130,000,000 | 2012 est. |
| 57 | Syria | 35,610,000,000 | 2010 est. |
| 58 | Iraq | 35,120,000,000 | 2010 est. |
| 59 | Peru | 34,250,000,000 | 2011 est. |
| 60 | Algeria | 33,680,000,000 | 2010 est. |
| 61 | Denmark | 33,560,000,000 | 2010 est. |
| 62 | Belarus | 31,740,000,000 | 2010 est. |
| 63 | Bulgaria | 30,460,000,000 | 2010 est. |
| 64 | Slovakia | 26,270,000,000 | 2010 est. |
| 65 | Ireland | 26,100,000,000 | 2011 est. |
| 66 | Libya | 25,240,000,000 | 2010 est. |
| 67 | Morocco | 23,610,000,000 | 2010 est. |
| 68 | Qatar | 20,510,000,000 | 2010 est. |
| 69 | Nigeria | 20,380,000,000 | 2010 est. |
| 70 | Puerto Rico | 19,430,000,000 | 2010 est. |
| 71 | Korea, North | 17,620,000,000 | 2010 est. |
| 72 | Croatia | 16,700,000,000 | 2012 est. |
| 73 | Iceland | 16,230,000,000 | 2010 est. |
| 74 | Tajikistan | 15,900,000,000 | 2012 est. |
| 75 | Oman | 15,320,000,000 | 2010 est. |
| 76 | Ecuador | 14,920,000,000 | 2010 est. |
| 77 | Lebanon | 14,190,000,000 | 2010 est. |
| 78 | Cuba | 13,640,000,000 | 2010 est. |
| 79 | Azerbaijan | 13,570,000,000 | 2010 est. |
| 80 | Jordan | 13,540,000,000 | 2011 est. |
| 81 | Tunisia | 13,290,000,000 | 2010 est. |
| 82 | Dominican Republic | 13,110,000,000 | 2010 est. |
| 83 | Bahrain | 12,970,000,000 | 2011 est. |
| 84 | Slovenia | 12,600,000,000 | 2010 est. |
| 85 | Zimbabwe | 12,570,000,000 | 2010 est. |
| 86 | Turkmenistan | 11,120,000,000 | 2010 est. |
