CIA - The World Factbook --  BUDGET SURPLUS (+) OR DEFICIT (-)

Budget surplus or deficit records the difference between national government revenues and expenditures, expressed as a percent of GDP. A positive (+) number indicates that revenues exceeded expenditures (a budget surplus), while a negative (-) number indicates the reverse (a budget deficit).

| Rank | Country | (% OF GDP) | Date of Information |
| --- | --- | --- | --- |
| 1 | Anguilla | 5025.40 | 2015 est. |
| 2 | Tuvalu | 31.00 | 2013 est. |
| 3 | Macau | 14.20 | 2015 est. |
| 4 | Kiribati | 11.10 | 2013 est. |
| 5 | Palau | 9.10 | 2012 est. |
| 6 | Saint Kitts and Nevis | 8.30 | 2015 est. |
| 7 | Micronesia, Federated States of | 6.80 | FY12/13 est. |
| 8 | Norway | 5.90 | 2015 est. |
| 9 | Saint Pierre and Miquelon | 4.60 | 1996 est. |
| 10 | Cayman Islands | 4.40 | 2015 est. |
| 11 | Cook Islands | 3.70 | 2010 est. |
| 12 | Hong Kong | 3.10 | 2015 est. |
| 13 | Seychelles | 2.40 | 2015 est. |
| 14 | Liechtenstein | 2.10 | 2012 est. |
| 15 | Greenland | 1.90 | 2010 |
| 16 | Marshall Islands | 1.50 | 2013 est. |
| 17 | Belarus | 1.50 | 2015 est. |
| 18 | Gibraltar | 1.30 | 2008 est. |
| 19 | Luxembourg | 1.30 | 2015 est. |
| 20 | Guernsey | 1.20 | 2005 |
| 21 | Nepal | 1.00 | 2015 est. |
| 22 | French Polynesia | 0.80 | 2012 |
| 23 | Tajikistan | 0.80 | 2015 est. |
| 24 | Dominican Republic | 0.70 | 2015 est. |
| 25 | Germany | 0.70 | 2015 est. |
| 26 | Singapore | 0.60 | 2015 est. |
| 27 | Vanuatu | 0.60 | 2015 est. |
| 28 | Isle of Man | 0.50 | FY05/06 est. |
| 29 | Qatar | 0.50 | 2015 est. |
| 30 | Estonia | 0.40 | 2015 est. |
| 31 | Uzbekistan | 0.40 | 2015 est. |
| 32 | New Zealand | 0.30 | 2015 est. |
| 33 | Switzerland | 0.20 | 2015 est. |
| 34 | Taiwan | 0.10 | 2015 est. |
| 35 | Dominica | 0.00 | 2015 est. |
| 36 | Korea, South | 0.00 | 2015 est. |
| 37 | British Virgin Islands | 0.00 | 2015 est. |
| 38 | Tonga | 0.00 | 2015 est. |
| 39 | Turkmenistan | 0.00 | 2015 est. |
| 40 | Sweden | 0.00 | 2015 est. |
| 41 | Somalia | -0.10 | 2014 est. |
| 42 | Lithuania | -0.20 | 2015 est. |
| 43 | Jamaica | -0.30 | 2015 est. |
| 44 | Andorra | -0.30 | 2012 |
| 45 | American Samoa | -0.30 | 2013 est. |
| 46 | Northern Mariana Islands | -0.30 | 2013 est. |
| 47 | Czechia | -0.40 | 2015 est. |
| 48 | Korea, North | -0.40 | 2007 est. |
| 49 | Jersey | -0.40 | 2005 |
| 50 | Curacao | -0.40 | 2012 est. |
| 51 | Iceland | -0.50 | 2015 est. |
| 52 | Congo, Democratic Republic of the | -0.50 | 2015 est. |
| 53 | Puerto Rico | -0.50 | 2015 est. |
| 54 | Philippines | -0.90 | 2015 est. |
| 55 | Brunei | -0.90 | 2015 est. |
| 56 | Guam | -0.90 | 2013 est. |
| 57 | Cyprus | -1.00 | 2015 est. |
| 58 | Azerbaijan | -1.10 | 2015 est. |
| 59 | Turkey | -1.10 | 2015 est. |
| 60 | Nigeria | -1.10 | 2015 est. |
| 61 | Monaco | -1.10 | 2011 est. |
| 62 | Austria | -1.10 | 2015 est. |
| 63 | Antigua and Barbuda | -1.20 | 2015 est. |
| 64 | Cambodia | -1.20 | 2015 est. |
| 65 | Nicaragua | -1.20 | 2015 est. |
| 66 | Latvia | -1.30 | 2015 est. |
| 67 | Georgia | -1.30 | 2015 est. |
| 68 | Guatemala | -1.40 | 2015 est. |
| 69 | Guyana | -1.40 | 2015 est. |
| 70 | Ukraine | -1.40 | 2015 est. |
| 71 | Kyrgyzstan | -1.50 | 2015 est. |
| 72 | Malta | -1.50 | 2015 est. |
| 73 | Romania | -1.50 | 2015 est. |
| 74 | Kazakhstan | -1.50 | 2015 est. |
| 75 | Montenegro | -1.70 | 2014 est. |
| 76 | Iran | -1.70 | 2015 est. |
| 77 | Denmark | -1.70 | 2015 est. |
| 78 | Canada | -1.70 | 2015 est. |
| 79 | Australia | -1.70 | 2015 est. |
| 80 | Paraguay | -1.80 | 2015 est. |
| 81 | Bulgaria | -1.80 | 2015 est. |
| 82 | Mali | -1.80 | 2015 est. |
| 83 | Thailand | -1.90 | 2015 est. |
| 84 | Netherlands | -1.90 | 2015 est. |
| 85 | Solomon Islands | -1.90 | 2015 est. |
| 86 | Hungary | -2.00 | 2015 est. |
| 87 | Greece | -2.00 | 2015 est. |
| 88 | Brazil | -2.00 | 2015 est. |
| 89 | Bosnia and Herzegovina | -2.10 | 2015 est. |
| 90 | Israel | -2.10 | 2015 est. |
| 91 | Moldova | -2.10 | 2015 est. |
| 92 | Peru | -2.10 | 2015 est. |
| 93 | Burkina Faso | -2.10 | 2015 est. |
| 94 | Zimbabwe | -2.10 | 2015 est. |
| 95 | Chile | -2.20 | 2015 est. |
| 96 | Ethiopia | -2.30 | 2015 est. |
| 97 | Panama | -2.30 | 2015 est. |
| 98 | Poland | -2.40 | 2015 est. |
| 99 | Ireland | -2.40 | 2015 est. |
| 100 | United States | -2.40 | 2015 est. |
| 101 | Russia | -2.40 | 2015 est. |
| 102 | Indonesia | -2.50 | 2015 est. |
| 103 | Italy | -2.60 | 2015 est. |
| 104 | Saint Lucia | -2.60 | 2011 est. |
| 105 | Belgium | -2.60 | 2015 est. |
| 106 | Gabon | -2.60 | 2015 est. |
| 107 | Haiti | -2.80 | 2015 est. |
| 108 | Finland | -2.80 | 2015 est. |
| 109 | Comoros | -2.80 | 2015 est. |
| 110 | Burma | -2.80 | 2015 est. |
| 111 | Slovenia | -2.90 | 2015 est. |
| 112 | Tanzania | -2.90 | 2015 est. |
| 113 | San Marino | -2.90 | 2011 est. |
| 114 | Slovakia | -3.00 | 2015 est. |
| 115 | Cote d'Ivoire | -3.00 | 2015 est. |
| 116 | European Union | -3.00 | |
| 117 | Fiji | -3.00 | 2015 est. |
| 118 | Honduras | -3.10 | 2015 est. |
| 119 | Mongolia | -3.10 | 2015 est. |
| 120 | Botswana | -3.20 | 2015 est. |
| 121 | Croatia | -3.20 | 2015 est. |
| 122 | Malaysia | -3.20 | 2015 est. |
| 123 | El Salvador | -3.30 | 2015 est. |
| 124 | South Africa | -3.30 | 2015 est. |
| 125 | Guinea-Bissau | -3.30 | 2015 est. |
| 126 | Colombia | -3.40 | 2015 est. |
| 127 | China | -3.40 | 2015 est. |
| 128 | Kosovo | -3.40 | 2014 est. |
| 129 | Mexico | -3.50 | 2015 est. |
| 130 | Uruguay | -3.50 | 2015 est. |
| 131 | Samoa | -3.50 | 2015 est. |
| 132 | Macedonia | -3.50 | 2015 est. |
| 133 | Lesotho | -3.50 | 2015 est. |
| 134 | Mauritius | -3.60 | 2015 est. |
| 135 | France | -3.60 | 2015 est. |
| 136 | Bhutan | -3.80 | 2015 est. |
| 137 | Serbia | -3.80 | 2015 est. |
| 138 | Albania | -3.90 | 2015 est. |
| 139 | Sudan | -3.90 | 2015 est. |
| 140 | Grenada | -3.90 | 2015 est. |
| 141 | Malawi | -3.90 | 2015 est. |
| 142 | United Arab Emirates | -4.00 | 2015 est. |
| 143 | Trinidad and Tobago | -4.00 | 2014 est. |
| 144 | India | -4.00 | 2015 est. |
| 145 | Uganda | -4.20 | 2015 est. |
| 146 | Aruba | -4.30 | 2015 est. |
| 147 | Cabo Verde | -4.30 | 2015 est. |
| 148 | Tunisia | -4.40 | 2015 est. |
| 149 | Portugal | -4.40 | 2015 est. |
| 150 | United Kingdom | -4.40 | 2015 est. |
| 151 | Bahamas, The | -4.60 | 2015 est. |
| 152 | Vietnam | -4.60 | 2015 est. |
| 153 | Armenia | -4.60 | 2015 est. |
| 154 | Bermuda | -4.70 | 2015 est. |
| 155 | Chad | -4.70 | 2015 est. |
| 156 | Senegal | -4.80 | 2015 est. |
| 157 | Bangladesh | -4.80 | 2015 est. |
| 158 | Morocco | -4.80 | 2015 est. |
| 159 | Saint Vincent and the Grenadines | -4.90 | 2015 est. |
| 160 | Central African Republic | -4.90 | 2015 est. |
| 161 | Falkland Islands (Islas Malvinas) | -5.00 | FY09/10 |
| 162 | Rwanda | -5.10 | 2015 est. |
| 163 | Sierra Leone | -5.10 | 2015 est. |
| 164 | Spain | -5.10 | 2015 est. |
| 165 | Madagascar | -5.20 | 2015 est. |
| 166 | Angola | -5.20 | 2015 est. |
| 167 | Ecuador | -5.20 | 2015 est. |
| 168 | Mauritania | -5.20 | 2015 est. |
| 169 | Laos | -5.20 | 2015 est. |
| 170 | Argentina | -5.20 | 2015 est. |
| 171 | Cameroon | -5.30 | 2015 est. |
| 172 | Pakistan | -5.30 | 2015 est. |
| 173 | Cuba | -5.40 | 2015 est. |
| 174 | Japan | -5.40 | 2015 est. |
| 175 | Namibia | -5.50 | 2015 est. |
| 176 | Burundi | -5.60 | 2015 est. |
| 177 | Barbados | -5.70 | 2015 est. |
| 178 | Togo | -5.70 | 2015 est. |
| 179 | Costa Rica | -5.90 | 2015 est. |
| 180 | Maldives | -6.00 | 2014 est. |
| 181 | Mozambique | -6.00 | 2015 est. |
| 182 | Liberia | -6.10 | 2015 est. |
| 183 | Sao Tome and Principe | -6.30 | 2015 est. |
| 184 | Benin | -6.40 | 2015 est. |
| 185 | Kenya | -6.50 | 2015 est. |
| 186 | Virgin Islands | -6.50 | 2013 |
| 187 | Swaziland | -6.60 | 2015 est. |
| 188 | Papua New Guinea | -6.80 | 2015 est. |
| 189 | Jordan | -6.80 | 2015 est. |
| 190 | Bolivia | -6.80 | 2015 est. |
| 191 | Ghana | -7.10 | 2015 est. |
| 192 | Equatorial Guinea | -7.30 | 2015 est. |
| 193 | Syria | -7.30 | 2016 est. |
| 194 | Suriname | -7.30 | 2015 est. |
| 195 | Sri Lanka | -7.50 | 2015 est. |
