CIA - The World Factbook --  BUDGET SURPLUS (+) OR DEFICIT (-)

Budget surplus or deficit records the difference between national government revenues and expenditures, expressed as a percent of GDP. A positive (+) number indicates that revenues exceeded expenditures (a budget surplus), while a negative (-) number indicates the reverse (a budget deficit).

| Rank | Country | (% OF GDP) | Date of Information |
| --- | --- | --- | --- |
| 1 | Tuvalu | 30.10 | 2013 est. |
| 2 | Iceland | 17.20 | 2016 est. |
| 3 | Kiribati | 10.80 | 2013 est. |
| 4 | Palau | 8.80 | 2016 est. |
| 5 | Micronesia, Federated States of | 6.70 | FY12/13 est. |
| 6 | Macau | 6.10 | 2016 est. |
| 7 | Cayman Islands | 5.30 | 2016 est. |
| 8 | Saint Pierre and Miquelon | 4.60 | 1996 est. |
| 9 | Saint Kitts and Nevis | 4.10 | 2016 est. |
| 10 | Cook Islands | 3.70 | 2010 est. |
| 11 | Norway | 3.00 | 2016 est. |
| 12 | Hong Kong | 2.60 | 2016 est. |
| 13 | Bulgaria | 2.50 | 2016 est. |
| 14 | Liechtenstein | 1.60 | 2012 est. |
| 15 | Luxembourg | 1.60 | 2016 est. |
| 16 | Marshall Islands | 1.50 | 2013 est. |
| 17 | Nepal | 1.40 | FY 2016 est. |
| 18 | Belarus | 1.30 | 2016 est. |
| 19 | Central African Republic | 1.30 | 2016 est. |
| 20 | Guernsey | 1.20 | 2005 |
| 21 | French Polynesia | 1.20 | 2012 |
| 22 | West Bank | 1.10 | 2014 est. |
| 23 | Gibraltar | 1.10 | 2008 est. |
| 24 | Seychelles | 1.10 | 2016 est. |
| 25 | Anguilla | 1.00 | 2016 est. |
| 26 | Korea, South | 1.00 | 2016 est. |
| 27 | Sweden | 0.90 | 2016 est. |
| 28 | New Zealand | 0.90 | 2016 est. |
| 29 | Germany | 0.80 | 2016 est. |
| 30 | Switzerland | 0.70 | 2016 est. |
| 31 | Greece | 0.70 | 2016 est. |
| 32 | Czechia | 0.60 | 2016 est. |
| 33 | Vanuatu | 0.60 | 2016 est. |
| 34 | Jamaica | 0.50 | 2016 est. |
| 35 | Netherlands | 0.40 | 2016 est. |
| 36 | Cyprus | 0.40 | 2016 est. |
| 37 | Isle of Man | 0.30 | FY05/06 est. |
| 38 | Lithuania | 0.30 | 2016 est. |
| 39 | Estonia | 0.30 | 2016 est. |
| 40 | Uzbekistan | 0.10 | 2016 est. |
| 41 | Dominica | 0.00 | 2016 est. |
| 42 | Latvia | 0.00 | 2016 est. |
| 43 | Saint Vincent and the Grenadines | 0.00 | 2016 est. |
| 44 | Tonga | 0.00 | 2016 est. |
| 45 | New Caledonia | 0.00 | 2015 est. |
| 46 | Somalia | -0.10 | 2014 est. |
| 47 | Congo, Democratic Republic of the | -0.20 | 2016 est. |
| 48 | American Samoa | -0.30 | 2013 est. |
| 49 | Northern Mariana Islands | -0.30 | 2013 est. |
| 50 | Taiwan | -0.30 | 2016 est. |
| 51 | Samoa | -0.30 | 2016 est. |
| 52 | Kazakhstan | -0.30 | 2016 est. |
| 53 | Azerbaijan | -0.40 | 2016 est. |
| 54 | Curacao | -0.40 | 2012 est. |
| 55 | Korea, North | -0.40 | 2007 est. |
| 56 | Jersey | -0.50 | 2005 |
| 57 | Puerto Rico | -0.60 | 2016 est. |
| 58 | Denmark | -0.60 | 2016 est. |
| 59 | Malta | -0.60 | 2016 est. |
| 60 | Ireland | -0.60 | 2016 est. |
| 61 | Botswana | -0.70 | 2016 est. |
| 62 | Grenada | -0.80 | 2016 est. |
| 63 | Bosnia and Herzegovina | -0.80 | 2016 est. |
| 64 | Croatia | -0.80 | 2016 est. |
| 65 | Guam | -0.90 | 2013 est. |
| 66 | Cambodia | -0.90 | 2016 est. |
| 67 | Brazil | -1.00 | 2016 est. |
| 68 | Monaco | -1.00 | 2011 est. |
| 69 | Turkey | -1.10 | 2016 est. |
| 70 | Guatemala | -1.10 | 2016 est. |
| 71 | Singapore | -1.20 | 2016 est. |
| 72 | Turkmenistan | -1.30 | 2016 est. |
| 73 | Serbia | -1.40 | 2016 est. |
| 74 | Mauritania | -1.50 | 2016 est. |
| 75 | Paraguay | -1.50 | 2016 est. |
| 76 | Antigua and Barbuda | -1.60 | 2016 est. |
| 77 | Nicaragua | -1.60 | 2016 est. |
| 78 | Austria | -1.60 | 2016 est. |
| 79 | Faroe Islands | -1.70 | 2014 est. |
| 80 | Slovakia | -1.70 | 2016 est. |
| 81 | Tajikistan | -1.70 | 2016 est. |
| 82 | Hungary | -1.80 | 2016 est. |
| 83 | Slovenia | -1.80 | 2016 est. |
| 84 | Moldova | -1.80 | 2016 est. |
| 85 | Albania | -1.80 | 2016 est. |
| 86 | Panama | -1.90 | 2016 est. |
| 87 | Canada | -1.90 | 2016 est. |
| 88 | Finland | -1.90 | 2016 est. |
| 89 | Australia | -2.00 | 2016 est. |
| 90 | Saint Lucia | -2.00 | 2011 est. |
| 91 | Portugal | -2.00 | 2016 est. |
| 92 | Solomon Islands | -2.10 | 2016 est. |
| 93 | Equatorial Guinea | -2.10 | 2016 est. |
| 94 | Ukraine | -2.20 | 2016 est. |
| 95 | Israel | -2.20 | 2016 est. |
| 96 | Philippines | -2.40 | 2016 est. |
| 97 | Cabo Verde | -2.40 | 2016 est. |
| 98 | Romania | -2.40 | 2016 est. |
| 99 | Colombia | -2.40 | 2016 est. |
| 100 | Italy | -2.40 | 2016 est. |
| 101 | Poland | -2.50 | 2016 est. |
| 102 | Iran | -2.50 | 2016 est. |
| 103 | Indonesia | -2.50 | 2016 est. |
| 104 | Macedonia | -2.60 | 2016 est. |
| 105 | Mexico | -2.60 | 2016 est. |
| 106 | Peru | -2.60 | 2016 est. |
| 107 | Belgium | -2.60 | 2016 est. |
| 108 | Mauritius | -2.60 | 2016 est. |
| 109 | Chile | -2.70 | 2016 est. |
| 110 | Nigeria | -2.70 | 2016 est. |
| 111 | Thailand | -2.70 | 2016 est. |
| 112 | El Salvador | -2.80 | 2016 est. |
| 113 | Dominican Republic | -2.80 | 2016 est. |
| 114 | Honduras | -2.80 | 2016 est. |
| 115 | San Marino | -2.90 | 2011 est. |
| 116 | United Kingdom | -2.90 | 2016 est. |
| 117 | Belize | -2.90 | 2016 est. |
| 118 | Bhutan | -3.00 | 2016 est. |
| 119 | European Union | -3.00 | 2014 |
| 120 | Burma | -3.10 | 2016 est. |
| 121 | Fiji | -3.10 | 2016 est. |
| 122 | Malaysia | -3.10 | 2016 est. |
| 123 | United States | -3.20 | 2016 est. |
| 124 | Kosovo | -3.20 | 2014 est. |
| 125 | Burkina Faso | -3.20 | 2016 est. |
| 126 | Ethiopia | -3.30 | 2016 est. |
| 127 | Tanzania | -3.30 | 2016 est. |
| 128 | Bermuda | -3.30 | 2016 est. |
| 129 | France | -3.40 | 2016 est. |
| 130 | Russia | -3.40 | 2016 est. |
| 131 | India | -3.50 | FY 2016 est. |
| 132 | South Africa | -3.50 | 2016 est. |
| 133 | Rwanda | -3.70 | 2016 est. |
| 134 | China | -3.80 | 2016 est. |
| 135 | Cote d'Ivoire | -3.90 | 2016 est. |
| 136 | Liberia | -3.90 | 2016 est. |
| 137 | Georgia | -3.90 | 2016 est. |
| 138 | Uruguay | -3.90 | 2016 est. |
| 139 | Aruba | -4.00 | 2016 est. |
| 140 | Guinea | -4.00 | 2016 est. |
| 141 | Mali | -4.00 | 2016 est. |
| 142 | Sao Tome and Principe | -4.10 | 2016 est. |
| 143 | Madagascar | -4.20 | 2016 est. |
| 144 | Senegal | -4.30 | 2016 est. |
| 145 | Guyana | -4.50 | 2016 est. |
| 146 | Uganda | -4.50 | 2016 est. |
| 147 | Burundi | -4.50 | 2016 est. |
| 148 | Spain | -4.50 | 2016 est. |
| 149 | Pakistan | -4.50 | 2016 est. |
| 150 | Morocco | -4.50 | 2016 est. |
| 151 | Chad | -4.60 | 2016 est. |
| 152 | Japan | -4.60 | 2016 est. |
| 153 | Kyrgyzstan | -4.60 | 2016 est. |
| 154 | Sudan | -4.70 | 2016 est. |
| 155 | Papua New Guinea | -4.90 | 2016 est. |
| 156 | Bangladesh | -4.90 | 2016 est. |
| 157 | Falkland Islands (Islas Malvinas) | -5.00 | FY09/10 |
| 158 | Costa Rica | -5.20 | 2016 est. |
| 159 | Trinidad and Tobago | -5.20 | 2016 est. |
| 160 | Sri Lanka | -5.30 | 2016 est. |
| 161 | Tunisia | -5.40 | 2016 est. |
| 162 | Armenia | -5.40 | 2016 est. |
| 163 | Malawi | -5.50 | 2016 est. |
| 164 | Bahamas, The | -5.60 | 2016 est. |
| 165 | Vietnam | -5.60 | 2016 est. |
| 166 | Togo | -5.70 | 2016 est. |
| 167 | Argentina | -5.90 | 2016 est. |
| 168 | Comoros | -5.90 | 2016 est. |
| 169 | Benin | -6.00 | 2016 est. |
| 170 | Guinea-Bissau | -6.10 | 2016 est. |
| 171 | Angola | -6.20 | 2016 est. |
| 172 | Barbados | -6.20 | 2016 est. |
| 173 | Jordan | -6.20 | 2016 est. |
| 174 | Haiti | -6.30 | 2016 est. |
| 175 | Bolivia | -6.40 | 2016 est. |
| 176 | Virgin Islands | -6.50 | 2013 |
| 177 | Namibia | -6.50 | 2016 est. |
| 178 | Maldives | -6.50 | 2016, est. |
| 179 | Laos | -6.60 | 2016 est. |
| 180 | Niger | -6.60 | 2016 est. |
| 181 | Cameroon | -6.60 | 2016 est. |
| 182 | Gabon | -6.60 | 2016 est. |
| 183 | Cuba | -6.90 | 2015 est. |
| 184 | Andorra | -6.90 | 2016 |
| 185 | Kenya | -7.10 | 2016 est. |
| 186 | Lesotho | -7.20 | 2016 est. |
| 187 | United Arab Emirates | -7.30 | 2016 est. |
