CIA - The World Factbook --  Budget surplus (+) or deficit (-)   

This entry records the difference between national government revenues and expenditures, expressed as a percent of GDP. A positive (+) number indicates that revenues exceeded expenditures (a budget surplus), while a negative (-) number indicates the reverse (a budget deficit). Normalizing the data, by dividing the budget balance by GDP, enables easy comparisons across countries and indicates whether a national government saves or borrows money. Countries with high budget deficits (relative to their GDPs) generally have more difficulty raising funds to finance expenditures, than those with lower deficits.

| Rank | country | (% of GDP) | Date of Information |
| --- | --- | --- | --- |
| 1 | Macau | 23.20 | 2010 est. |
| 2 | Qatar | 16.40 | 2010 est. |
| 3 | Kuwait | 14.00 | 2010 est. |
| 4 | Norway | 11.80 | 2010 est. |
| 5 | Saint Lucia | 10.00 | 2010 est. |
| 6 | Dominica | 9.90 | 2010 est. |
| 7 | Palau | 9.30 | 2008 est. |
| 8 | Congo, Republic of the | 7.70 | 2010 est. |
| 9 | Angola | 7.10 | 2010 est. |
| 10 | Saudi Arabia | 6.80 | 2010 est. |
| 11 | Iran | 6.00 | 2010 est. |
| 12 | Micronesia, Federated States of | 5.60 | FY07 est. |
| 13 | Iraq | 5.40 | 2010 est. |
| 14 | Gabon | 4.60 | 2010 est. |
| 15 | Libya | 4.40 | 2010 est. |
| 16 | French Polynesia | 3.60 | 1999 |
| 17 | Solomon Islands | 3.50 | 2010 est. |
| 18 | Hong Kong | 2.90 | 2010 est. |
| 19 | Brazil | 2.90 | 2010 est. |
| 20 | Seychelles | 2.70 | 2010 est. |
| 21 | Liechtenstein | 2.40 | 2008 est. |
| 22 | Congo, Democratic Republic of the | 2.40 | 2006 est. |
| 23 | Gibraltar | 2.10 | 2008 est. |
| 24 | Bolivia | 2.00 | 2010 est. |
| 25 | Mongolia | 1.90 | 2010 est. |
| 26 | Korea, South | 1.30 | 2010 est. |
| 27 | Yemen | 1.20 | 2010 est. |
| 28 | Guernsey | 1.20 | 2005 |
| 29 | Malawi | 1.00 | 2010 est. |
| 30 | Cook Islands | 1.00 | FY05/06 |
| 31 | Faroe Islands | 1.00 | 2006 |
| 32 | Paraguay | 0.90 | 2010 est. |
| 33 | Vanuatu | 0.90 | 2005 est. |
| 34 | Isle of Man | 0.80 | FY05/06 est. |
| 35 | Papua New Guinea | 0.70 | 2010 est. |
| 36 | Switzerland | 0.70 | 2010 est. |
| 37 | Tajikistan | 0.40 | 2010 est. |
| 38 | Uzbekistan | 0.30 | 2010 est. |
| 39 | Argentina | 0.20 | 2010 est. |
| 40 | Singapore | 0.20 | 2010 est. |
| 41 | Anguilla | 0.20 | 2009 est. |
| 42 | Estonia | 0.10 | 2010 est. |
| 43 | Saint Kitts and Nevis | 0.00 | 2010 est. |
| 44 | British Virgin Islands | 0.00 | 2010 est. |
| 45 | Tonga | 0.00 | 2010 est. |
| 46 | Oman | -0.20 | 2010 est. |
| 47 | Sweden | -0.30 | 2010 est. |
| 48 | Chile | -0.30 | 2010 est. |
| 49 | Rwanda | -0.40 | 2010 est. |
