CIA - The World Factbook --  CRUDE OIL - EXPORTS

Crude oil - exports is the total amount of crude oil exported, in barrels per day (bbl/day).

| Rank | Country | (BBL/DAY) | Date of Information |
| --- | --- | --- | --- |
| 1 | Saudi Arabia | 6,880,000 | 2011 est. |
| 2 | Russia | 4,625,000 | 2013 est. |
| 3 | United Arab Emirates | 2,500,000 | 2010 est. |
| 4 | Iraq | 2,390,000 | 2013 est. |
| 5 | Nigeria | 2,341,000 | 2010 est. |
| 6 | Angola | 1,928,000 | 2010 est. |
| 7 | Canada | 1,756,000 | 2012 est. |
| 8 | Venezuela | 1,645,000 | 2010 est. |
| 9 | Kazakhstan | 1,406,000 | 2010 est. |
| 10 | Kuwait | 1,395,000 | 2010 est. |
| 11 | Qatar | 1,389,000 | 2012 est. |
| 12 | Mexico | 1,333,000 | 2012 est. |
| 13 | Iran | 1,322,000 | 2011 est. |
| 14 | Norway | 1,303,000 | 2012 est. |
| 15 | Algeria | 1,097,000 | 2010 est. |
| 16 | Oman | 833,400 | 2010 est. |
| 17 | Azerbaijan | 821,000 | 2011 est. |
| 18 | Colombia | 777,900 | 2009 |
| 19 | Libya | 735,000 | 2014 est, |
| 20 | United Kingdom | 637,800 | 2013 est. |
| 21 | Brazil | 619,100 | 2010 est. |
| 22 | Ecuador | 413,000 | 2013 est. |
| 23 | Indonesia | 338,100 | 2010 est. |
| 24 | Equatorial Guinea | 319,100 | 2010 est. |
| 25 | South Sudan | 291,800 | 2010 est. |
| 26 | Congo, Republic of the | 290,000 | 2011 est. |
| 27 | Malaysia | 269,000 | 2012 est. |
| 28 | Australia | 261,300 | 2012 est. |
| 29 | Gabon | 225,300 | 2010 est. |
| 30 | Egypt | 189,000 | 2010 est. |
| 31 | Vietnam | 188,000 | 2012 est. |
| 32 | Bahrain | 152,600 | 2012 est. |
| 33 | Syria | 152,400 | 2010 est. |
| 34 | Brunei | 147,900 | 2010 est. |
| 35 | Denmark | 128,400 | 2012 est. |
| 36 | Chad | 125,700 | 2010 est. |
| 37 | Sudan | 97,270 | 2010 est. |
| 38 | Argentina | 90,920 | 2010 est. |
| 39 | Timor-Leste | 87,000 | 2010 est. |
| 40 | Cuba | 83,000 | 2012 est. |
| 41 | Tunisia | 77,980 | 2010 est. |
| 42 | Trinidad and Tobago | 75,340 | 2010 est. |
| 43 | United States | 67,470 | 2012 est. |
| 44 | Turkmenistan | 67,000 | 2012 est. |
| 45 | Cameroon | 55,680 | 2010 est. |
| 46 | Yemen | 43,000 | 2010 est. |
| 47 | New Zealand | 35,520 | 2012 est. |
