CIA - The World Factbook --  Crude oil - exports   

Crude oil - exports is the total amount of crude oil exported, in barrels per day (bbl/day).

| Rank | country | (bbl/day) | Date of Information |
| 48 | Netherlands | 35,500 | 2013 est. |
| 49 | China | 33,000 | 2013 est. |
| 50 | Thailand | 32,200 | 2011 est. |
| 51 | Cote d'Ivoire | 32,190 | 2010 est. |
| 52 | Papua New Guinea | 28,400 | 2010 est. |
| 53 | Albania | 23,320 | 2013 est. |
| 54 | Congo, Democratic Republic of the | 22,240 | 2010 est. |
| 55 | Philippines | 20,090 | 2010 est. |
| 56 | Greece | 17,020 | 2010 est. |
| 57 | Peru | 15,610 | 2012 est. |
| 58 | Germany | 14,260 | 2010 est. |
| 59 | Guatemala | 10,960 | 2010 est. |
| 60 | Estonia | 7,624 | 2010 est. |
| 61 | Suriname | 7,621 | 2010 est. |
| 62 | Mauritania | 7,337 | 2010 est. |
| 63 | Italy | 6,300 | 2010 est. |
| 64 | Mongolia | 5,680 | 2010 est. |
| 65 | Belize | 4,345 | 2010 est. |
| 66 | Poland | 3,615 | 2011 est. |
| 67 | Lithuania | 2,181 | 2010 est. |
| 68 | Ireland | 1,858 | 2010 est. |
| 69 | Romania | 1,604 | 2010 est. |
| 70 | Barbados | 765 | 2010 est. |
| 71 | Georgia | 531 | 2012 est. |
| 72 | Czech Republic | 404 | 2010 est. |
| 73 | Slovakia | 263 | 2010 est. |
| 74 | Bolivia | 61 | 2013 est. |
| 75 | Aruba | 0 | 2010 est. |
| 76 | Antigua and Barbuda | 0 | 2010 est. |
| 77 | Afghanistan | 0 | 2010 est. |
| 78 | Armenia | 0 | 2013 est. |
| 79 | American Samoa | 0 | 2010 est. |
| 80 | Austria | 0 | 2011 est. |
| 81 | Botswana | 0 | 2010 est. |
| 82 | Bermuda | 0 | 2010 est. |
| 83 | Belgium | 0 | 2010 est. |
| 84 | Bahamas, The | 0 | 2010 est. |
| 85 | Bangladesh | 0 | 2010 est. |
| 86 | Bosnia and Herzegovina | 0 | 2012 est. |
| 87 | Burma | 0 | 2010 est. |
| 88 | Benin | 0 | 2010 est. |
| 89 | Belarus | 0 | 2010 est. |
| 90 | Solomon Islands | 0 | 2010 est. |
| 91 | Bhutan | 0 | 2010 est. |
| 92 | Bulgaria | 0 | 2012 est. |
| 93 | Burundi | 0 | 2010 est. |
| 94 | Cambodia | 0 | 2010 est. |
| 95 | Sri Lanka | 0 | 2010 est. |
| 96 | Chile | 0 | 2010 est. |
| 97 | Cayman Islands | 0 | 2010 est. |
| 98 | Comoros | 0 | 2010 est. |
| 99 | Costa Rica | 0 | 2010 est. |
| 100 | Central African Republic | 0 | 2010 est. |
| 101 | Cabo Verde | 0 | 2010 est. |
| 102 | Cook Islands | 0 | 2010 est. |
| 103 | Cyprus | 0 | 2010 est. |
| 104 | Djibouti | 0 | 2010 est. |
| 105 | Dominica | 0 | 2010 est. |
| 106 | Dominican Republic | 0 | 2010 est. |
| 107 | Eritrea | 0 | 2010 est. |
| 108 | El Salvador | 0 | 2010 est. |
| 109 | Ethiopia | 0 | 2010 est. |
| 110 | Finland | 0 | 2010 est. |
| 111 | Fiji | 0 | 2010 est. |
| 112 | Falkland Islands (Islas Malvinas) | 0 | 2010 est. |
| 113 | Faroe Islands | 0 | 2010 est. |
| 114 | French Polynesia | 0 | 2010 est. |
| 115 | France | 0 | 2010 est. |
| 116 | Gambia, The | 0 | 2010 est. |
| 117 | Ghana | 0 | 2010 est. |
| 118 | Gibraltar | 0 | 2010 est. |
| 119 | Grenada | 0 | 2010 est. |
| 120 | Greenland | 0 | 2010 est. |
| 121 | Guam | 0 | 2010 est. |
| 122 | Guinea | 0 | 2010 est. |
| 123 | Guyana | 0 | 2010 est. |
| 124 | Haiti | 0 | 2010 est. |
| 125 | Hong Kong | 0 | 2013 est. |
| 126 | Honduras | 0 | 2010 est. |
| 127 | Croatia | 0 | 2013 est. |
| 128 | Hungary | 0 | 2010 est. |
| 129 | Iceland | 0 | 2010 est. |
| 130 | India | 0 | 2010 est. |
| 131 | Israel | 0 | 2010 est. |
| 132 | Japan | 0 | 2010 est. |
| 133 | Jamaica | 0 | 2010 est. |
| 134 | Jordan | 0 | 2010 est. |
| 135 | Kenya | 0 | 2010 est. |
| 136 | Kyrgyzstan | 0 | 2010 est. |
| 137 | Korea, North | 0 | 2010 est. |
| 138 | Kiribati | 0 | 2010 est. |
| 139 | Korea, South | 0 | 2010 est. |
| 140 | Laos | 0 | 2010 est. |
| 141 | Lebanon | 0 | 2010 est. |
| 142 | Latvia | 0 | 2010 est. |
| 143 | Liberia | 0 | 2010 est. |
| 144 | Lesotho | 0 | 2010 est. |
| 145 | Luxembourg | 0 | 2010 est. |
| 146 | Madagascar | 0 | 2010 est. |
| 147 | Macau | 0 | 2013 est. |
| 148 | Moldova | 0 | 2012 est. |
| 149 | Montserrat | 0 | 2010 est. |
| 150 | Malawi | 0 | 2010 est. |
| 151 | Montenegro | 0 | 2010 est. |
| 152 | Macedonia | 0 | 2013 |
| 153 | Mali | 0 | 2010 est. |
| 154 | Morocco | 0 | 2010 est. |
| 155 | Mauritius | 0 | 2010 est. |
| 156 | Malta | 0 | 2013 est. |
| 157 | Maldives | 0 | 2012 est. |
| 158 | Mozambique | 0 | 2010 est. |
| 159 | New Caledonia | 0 | 2010 est. |
| 160 | Niue | 0 | 2010 est. |
| 161 | Niger | 0 | 2010 est. |
| 162 | Vanuatu | 0 | 2010 est. |
| 163 | Nepal | 0 | 2010 est. |
| 164 | Nauru | 0 | 2010 est. |
| 165 | Nicaragua | 0 | 2011 est. |
| 166 | Paraguay | 0 | 2010 est. |
| 167 | Pakistan | 0 | 2010 est. |
| 168 | Panama | 0 | 2010 est. |
| 169 | Portugal | 0 | 2010 est. |
| 170 | Guinea-Bissau | 0 | 2010 est. |
| 171 | Serbia | 0 | 2013 est. |
| 172 | Puerto Rico | 0 | 2010 est. |
| 173 | Rwanda | 0 | 2010 est. |
| 174 | Saint Pierre and Miquelon | 0 | 2010 est. |
| 175 | Saint Kitts and Nevis | 0 | 2010 est. |
| 176 | Seychelles | 0 | 2010 est. |
| 177 | South Africa | 0 | 2010 est. |
| 178 | Senegal | 0 | 2010 est. |
| 179 | Saint Helena, Ascension, and Tristan da Cunha | 0 | 2010 est. |
| 180 | Slovenia | 0 | 2010 est. |
| 181 | Sierra Leone | 0 | 2010 est. |
| 182 | Singapore | 0 | 2011 est. |
| 183 | Somalia | 0 | 2010 est. |
| 184 | Spain | 0 | 2010 est. |
| 185 | Saint Lucia | 0 | 2010 est. |
| 186 | Sweden | 0 | 2010 est. |
| 187 | Switzerland | 0 | 2011 est. |
| 188 | Tajikistan | 0 | 2013 est. |
| 189 | Turks and Caicos Islands | 0 | 2010 est. |
| 190 | Tonga | 0 | 2010 est. |
| 191 | Togo | 0 | 2010 est. |
| 192 | Sao Tome and Principe | 0 | 2010 est. |
| 193 | Turkey | 0 | 2010 est. |
| 194 | Taiwan | 0 | 2011 est. |
| 195 | Tanzania | 0 | 2010 est. |
| 196 | Uganda | 0 | 2010 est. |
| 197 | Ukraine | 0 | 2010 est. |
| 198 | Burkina Faso | 0 | 2010 est. |
| 199 | Uruguay | 0 | 2010 est. |
| 200 | Uzbekistan | 0 | 2010 est. |
| 201 | Saint Vincent and the Grenadines | 0 | 2010 est. |
| 202 | British Virgin Islands | 0 | 2010 est. |
| 203 | Virgin Islands | 0 | 2010 est. |
| 204 | Namibia | 0 | 2010 est. |
| 205 | West Bank | 0 | 2010 est. |
| 206 | Western Sahara | 0 | 2010 est. |
| 207 | Samoa | 0 | 2010 est. |
| 208 | Swaziland | 0 | 2010 est. |
| 209 | Zambia | 0 | 2010 est. |
| 210 | Zimbabwe | 0 | 2010 est. |


