CIA - The World Factbook --  Electricity - from fossil fuels   

This entry measures the capacity of plants that generate electricity by burning fossil fuels (such as coal, petroleum products, and natural gas), expressed as a share of the country's total generating capacity.

| Rank | country | (% of total installed capacity) | Date of Information |
| 71 | Malaysia | 91.7 | 2010 est. |
| 72 | South Africa | 90.8 | 2010 est. |
| 73 | Dominican Republic | 90.6 | 2010 est. |
| 74 | Falkland Islands (Islas Malvinas) | 90.0 | 2010 est. |
| 75 | Vanuatu | 89.3 | 2010 est. |
| 76 | Syria | 89.2 | 2010 est. |
| 77 | Poland | 89.2 | 2010 est. |
| 78 | Thailand | 89.0 | 2012 est. |
| 79 | Aruba | 88.7 | 2010 est. |
| 80 | Moldova | 88.4 | 2010 est. |
| 81 | Kazakhstan | 88.2 | 2010 est. |
| 82 | Lebanon | 87.9 | 2010 est. |
| 83 | Egypt | 87.6 | 2010 est. |
| 84 | Burkina Faso | 87.3 | 2010 est. |
| 85 | Indonesia | 87.0 | 2011 est. |
| 86 | Iran | 86.2 | 2010 est. |
| 87 | Saint Vincent and the Grenadines | 85.1 | 2010 est. |
| 88 | Uzbekistan | 85.1 | 2010 est. |
| 89 | Azerbaijan | 84.5 | 2010 est. |
| 90 | Netherlands | 83.6 | 2010 est. |
| 91 | Comoros | 83.3 | 2010 est. |
| 92 | Haiti | 79.0 | 2011 est. |
| 93 | Australia | 78.7 | 2010 est. |
| 94 | Taiwan | 77.2 | 2011 est. |
| 95 | New Caledonia | 76.8 | 2010 est. |
| 96 | Ireland | 76.2 | 2010 est. |
| 97 | Mexico | 76.2 | 2010 est. |
| 98 | Mauritius | 75.7 | 2010 est. |
| 99 | United Kingdom | 75.4 | 2010 est. |
| 100 | United States | 75.3 | 2010 est. |
| 101 | French Polynesia | 74.7 | 2010 est. |
| 102 | Hungary | 72.0 | 2011 est. |
| 103 | Korea, South | 71.1 | 2010 est. |
| 104 | India | 70.8 | 2010 est. |
| 105 | Samoa | 70.6 | 2010 est. |
| 106 | Lithuania | 70.6 | 2010 est. |
| 107 | Greece | 69.5 | 2010 est. |
| 108 | China | 69.5 | 2012 est. |
| 109 | Morocco | 69.3 | 2010 est. |
| 110 | Iraq | 69.0 | 2012 est. |
| 111 | Guinea | 68.4 | 2010 est. |
| 112 | Pakistan | 68.3 | 2010 est. |
| 113 | Russia | 67.7 | 2012 est. |
| 114 | Nigeria | 67.1 | 2010 est. |
| 115 | Philippines | 66.9 | 2010 est. |
| 116 | Zimbabwe | 66.6 | 2010 est. |
| 117 | Argentina | 66.2 | 2010 est. |
| 118 | Serbia | 66.1 | 2010 est. |
| 119 | Nicaragua | 66.0 | 2011 est. |
| 120 | Madagascar | 65.6 | 2010 est. |
| 121 | Italy | 65.0 | 2011 est. |
| 122 | Faroe Islands | 64.9 | 2010 est. |
| 123 | Turkey | 64.9 | 2010 est. |
| 124 | Ukraine | 64.1 | 2010 est. |
| 125 | Macedonia | 64.1 | 2010 est. |
| 126 | Honduras | 63.7 | 2010 est. |
| 127 | Japan | 63.5 | 2010 est. |
| 128 | Mauritania | 63.1 | 2010 est. |
| 129 | Denmark | 63.0 | 2010 est. |
| 130 | Czech Republic | 62.1 | 2010 est. |
| 131 | Chile | 62.0 | 2010 est. |
| 132 | Romania | 61.7 | 2011 est. |
| 133 | Papua New Guinea | 61.1 | 2010 est. |
| 134 | Peru | 60.1 | 2010 est. |
| 135 | Swaziland | 59.7 | 2010 est. |
| 136 | Gabon | 59.0 | 2010 est. |
| 137 | Bolivia | 58.9 | 2012 est. |
| 138 | Sao Tome and Principe | 57.1 | 2010 est. |
| 139 | Angola | 56.9 | 2010 est. |
| 140 | Guatemala | 56.5 | 2010 est. |
| 141 | Armenia | 55.6 | 2010 est. |
| 142 | Ecuador | 55.3 | 2010 est. |
| 143 | Germany | 55.0 | 2011 est. |
| 144 | Vietnam | 55.0 | 2012 est. |
| 145 | Suriname | 53.9 | 2010 est. |
| 146 | Sri Lanka | 53.8 | 2011 est. |
| 147 | Burma | 53.3 | 2010 est. |
| 148 | Panama | 52.6 | 2010 est. |
| 149 | El Salvador | 52.6 | 2010 est. |
| 150 | Rwanda | 52.4 | 2010 est. |
| 151 | Finland | 52.3 | 2010 est. |
| 152 | Congo, Republic of the | 51.2 | 2012 est. |
| 153 | Belize | 51.1 | 2010 est. |
| 154 | Bosnia and Herzegovina | 50.8 | 2010 est. |
| 155 | Cote d'Ivoire | 50.6 | 2010 est. |
| 156 | Fiji | 49.0 | 2010 est. |
| 157 | Portugal | 49.0 | 2010 est. |
| 158 | Spain | 48.7 | 2010 est. |
| 159 | Mali | 48.4 | 2010 est. |
| 160 | Korea, North | 47.4 | 2010 est. |
| 161 | Sierra Leone | 47.1 | 2010 est. |
| 162 | Croatia | 45.9 | 2010 est. |
| 163 | Bulgaria | 45.7 | 2010 est. |
| 164 | Belgium | 43.6 | 2010 est. |
| 165 | Central African Republic | 43.2 | 2010 est. |
| 166 | Slovakia | 42.2 | 2010 est. |
| 167 | Kenya | 41.9 | 2010 est. |
| 168 | Ghana | 40.6 | 2010 est. |
| 169 | Uruguay | 39.8 | 2010 est. |
| 170 | Slovenia | 38.0 | 2010 est. |
| 171 | Georgia | 37.2 | 2010 est. |
| 172 | Venezuela | 35.7 | 2012 est. |
| 173 | Namibia | 33.3 | 2012 est. |
| 174 | Tanzania | 33.2 | 2010 est. |
| 175 | Colombia | 32.9 | 2010 est. |
| 176 | Costa Rica | 32.4 | 2010 est. |
| 177 | Canada | 31.7 | 2010 est. |
| 178 | New Zealand | 31.7 | 2010 est. |
| 179 | Uganda | 31.5 | 2010 est. |
| 180 | South Sudan | 30.7 | 2010 est. |
| 181 | Sudan | 30.7 | 2010 est. |
| 182 | Luxembourg | 28.3 | 2010 est. |
| 183 | Cameroon | 27.8 | 2010 est. |
| 184 | Austria | 27.5 | 2010 est. |
| 185 | Latvia | 27.2 | 2010 est. |
| 186 | Montenegro | 24.2 | 2010 est. |
| 187 | Afghanistan | 23.5 | 2010 est. |
| 188 | France | 22.1 | 2010 est. |
| 189 | Togo | 21.2 | 2010 est. |
| 190 | Kyrgyzstan | 20.1 | 2010 est. |
| 191 | Dominica | 19.6 | 2010 est. |
| 192 | Brazil | 19.6 | 2010 est. |
| 193 | Sweden | 13.0 | 2010 est. |
| 194 | Albania | 9.9 | 2010 est. |
| 195 | Ethiopia | 9.9 | 2010 est. |
| 196 | Tajikistan | 9.0 | 2012 est. |
| 197 | Nepal | 7.9 | 2010 est. |
| 198 | Iceland | 4.7 | 2010 est. |
| 199 | Switzerland | 3.1 | 2010 est. |
| 200 | Laos | 2.6 | 2010 est. |
| 201 | Norway | 2.0 | 2010 est. |
| 202 | Burundi | 1.9 | 2010 est. |
| 203 | Congo, Democratic Republic of the | 1.4 | 2010 est. |
| 204 | Bhutan | 1.1 | 2010 est. |
| 205 | Zambia | 0.4 | 2010 est. |
| 206 | Malawi | 0.3 | 2010 est. |
| 207 | Paraguay | 0.1 | 2010 est. |
| 208 | Mozambique | 0.1 | 2012 est. |
| 209 | Lesotho | 0.0 | 2010 est. |


