CIA - The World Factbook --  Oil - consumption   

This entry is the total oil consumed in barrels per day (bbl/day). The discrepancy between the amount of oil produced and/or imported and the amount consumed and/or exported is due to the omission of stock changes, refinery gains, and other complicating factors.

| Rank | country | (bbl/day) | Date of Information |
| --- | --- | --- | --- |
| 1 | United States | 19,150,000 | 2010 est. |
| 2 | European Union | 13,680,000 | 2010 est. |
| 3 | China | 9,400,000 | 2011 est. |
| 4 | Japan | 4,452,000 | 2010 est. |
| 5 | India | 3,182,000 | 2010 est. |
| 6 | Saudi Arabia | 2,643,000 | 2010 est. |
| 7 | Germany | 2,495,000 | 2010 est. |
| 8 | Canada | 2,209,000 | 2010 est. |
| 9 | Russia | 2,199,000 | 2010 |
| 10 | Korea, South | 2,195,000 | 2011 est. |
| 11 | Mexico | 2,073,000 | 2010 est. |
| 12 | Brazil | 2,029,000 | December 2011 est. |
| 13 | France | 1,861,000 | 2010 est. |
| 14 | Iran | 1,845,000 | 2010 est. |
| 15 | United Kingdom | 1,622,000 | 2010 est. |
| 16 | Italy | 1,528,000 | 2010 est. |
| 17 | Spain | 1,441,000 | 2010 est. |
| 18 | Indonesia | 1,292,000 | 2010 est. |
| 19 | Singapore | 1,080,000 | 2010 est. |
| 20 | Netherlands | 1,009,000 | 2010 est. |
| 21 | Taiwan | 1,002,000 | 2010 est. |
| 22 | Thailand | 988,000 | 2010 est. |
| 23 | Australia | 960,800 | 2010 est. |
| 24 | Venezuela | 746,000 | 2010 est. |
| 25 | Egypt | 740,000 | 2010 est. |
| 26 | Iraq | 694,000 | 2010 est. |
| 27 | Turkey | 646,300 | 2010 est. |
| 28 | Belgium | 622,600 | 2010 est. |
| 29 | Argentina | 618,000 | 2010 est. |
| 30 | Poland | 564,500 | 2010 est. |
| 31 | Malaysia | 556,000 | 2010 est. |
| 32 | South Africa | 553,000 | 2010 est. |
| 33 | United Arab Emirates | 545,000 | 2010 est. |
| 34 | Pakistan | 410,000 | 2010 est. |
| 35 | Greece | 371,300 | 2010 est. |
| 36 | Kuwait | 354,000 | 2010 est. |
| 37 | Sweden | 351,100 | 2010 est. |
| 38 | Vietnam | 321,500 | 2011 est. |
| 39 | Algeria | 312,000 | 2010 est. |
| 40 | Philippines | 310,000 | 2010 est. |
| 41 | Hong Kong | 303,800 | 2011 est. |
| 42 | Chile | 302,700 | 2010 est. |
| 43 | Ukraine | 296,000 | 2010 est. |
| 44 | Colombia | 296,000 | 2010 est. |
| 45 | Syria | 292,000 | 2010 est. |
| 46 | Libya | 289,000 | 2010 est. |
| 47 | Nigeria | 279,000 | 2010 est. |
| 48 | Austria | 277,900 | 2010 est. |
| 49 | Portugal | 277,400 | 2010 est. |
| 50 | Switzerland | 242,700 | 2010 est. |
| 51 | Israel | 238,000 | 2010 est. |
| 52 | Norway | 221,300 | 2010 est. |
| 53 | Kazakhstan | 218,000 | 2011 est. |
| 54 | Finland | 217,400 | 2010 est. |
| 55 | Morocco | 209,000 | 2010 est. |
| 56 | Romania | 196,000 | 2010 est. |
| 57 | Czech Republic | 195,700 | 2010 est. |
| 58 | Peru | 189,000 | 2010 est. |
| 59 | Cuba | 176,000 | 2010 est. |
| 60 | Ecuador | 166,300 | 2011 est. |
| 61 | Qatar | 166,000 | 2010 est. |
| 62 | Belarus | 163,000 | 2010 est. |
| 63 | Yemen | 157,000 | 2010 est. |
| 64 | Puerto Rico | 150,000 | 2010 est. |
| 65 | New Zealand | 149,700 | 2010 est. |
| 66 | Hungary | 146,600 | 2010 est. |
| 67 | Ireland | 143,100 | 2010 est. |
| 68 | Oman | 142,000 | 2010 est. |
| 69 | Denmark | 140,900 | 2010 est. |
| 70 | Turkmenistan | 125,000 | 2010 est. |
| 71 | Dominican Republic | 119,000 | 2010 est. |
| 72 | Lebanon | 106,000 | 2010 est. |
| 73 | Azerbaijan | 104,000 | 2010 est. |
| 74 | Uzbekistan | 104,000 | 2010 est. |
| 75 | Sudan | 98,000 | 2010 est. |
| 76 | Bangladesh | 98,000 | 2010 est. |
| 77 | Jordan | 98,000 | 2010 est. |
| 78 | Panama | 97,000 | 2010 est. |
| 79 | Sri Lanka | 92,000 | 2010 est. |
| 80 | Bulgaria | 91,000 | 2010 est. |
| 81 | Virgin Islands | 85,000 | 2010 est. |
| 82 | Tunisia | 84,000 | 2010 est. |
| 83 | Slovakia | 83,810 | 2010 est. |
| 84 | Kenya | 78,000 | 2010 est. |
| 85 | Angola | 74,000 | 2010 est. |
| 86 | Guatemala | 71,000 | 2010 est. |
| 87 | Croatia | 68,510 | 2010 est. |
| 88 | Lithuania | 67,000 | 2010 est. |
