CIA - The World Factbook --  Natural gas - consumption   

This entry is the total natural gas consumed in cubic meters (cu m). The discrepancy between the amount of natural gas produced and/or imported and the amount consumed and/or exported is due to the omission of stock changes and other complicating factors.

| Rank | country | (cu m) | Date of Information |
| --- | --- | --- | --- |
| 1 | World | 3,319,000,000,000 | 2010 est. |
| 2 | United States | 689,900,000,000 | 2011 est. |
| 3 | Russia | 506,700,000,000 | 2011 est. |
| 4 | European Union | 461,500,000,000 | 2011 est. |
| 5 | Iran | 144,600,000,000 | 2010 est. |
| 6 | China | 130,900,000,000 | 2011 est. |
| 7 | Japan | 112,600,000,000 | 2011 est. |
| 8 | Canada | 103,300,000,000 | 2011 est. |
| 9 | Saudi Arabia | 99,230,000,000 | 2011 est. |
| 10 | United Kingdom | 82,210,000,000 | 2011 est. |
| 11 | Germany | 78,990,000,000 | 2011 est. |
| 12 | Italy | 77,830,000,000 | 2011 est. |
| 13 | India | 61,100,000,000 | 2011 est. |
| 14 | United Arab Emirates | 60,540,000,000 | 2010 est. |
| 15 | Mexico | 59,150,000,000 | 2011 est. |
| 16 | Ukraine | 53,160,000,000 | 2010 est. |
| 17 | Netherlands | 49,050,000,000 | 2011 est. |
| 18 | Egypt | 46,160,000,000 | 2010 est. |
| 19 | Korea, South | 45,900,000,000 | 2011 est. |
| 20 | Uzbekistan | 45,710,000,000 | 2010 est. |
| 21 | Thailand | 45,080,000,000 | 2010 est. |
| 22 | Turkey | 44,710,000,000 | 2011 est. |
| 23 | Argentina | 43,290,000,000 | 2010 est. |
| 24 | Pakistan | 42,900,000,000 | 2011 est. |
| 25 | France | 41,520,000,000 | 2011 est. |
| 26 | Indonesia | 41,350,000,000 | 2010 est. |
| 27 | Malaysia | 35,700,000,000 | 2010 est. |
| 28 | Spain | 33,550,000,000 | 2011 est. |
| 29 | Venezuela | 33,100,000,000 | 2011 est. |
| 30 | Algeria | 28,820,000,000 | 2010 est. |
| 31 | Australia | 27,560,000,000 | 2011 est. |
| 32 | Brazil | 26,700,000,000 | 2011 est. |
| 33 | Turkmenistan | 25,000,000,000 | 2011 est. |
| 34 | Trinidad and Tobago | 22,080,000,000 | 2010 est. |
| 35 | Belarus | 21,820,000,000 | 2010 est. |
| 36 | Qatar | 21,800,000,000 | 2010 est. |
| 37 | Bangladesh | 20,130,000,000 | 2010 est. |
| 38 | Oman | 17,520,000,000 | 2010 est. |
| 39 | Poland | 17,170,000,000 | 2011 est. |
| 40 | Taiwan | 15,160,000,000 | 2010 est. |
| 41 | Belgium | 13,460,000,000 | 2011 est. |
| 42 | Romania | 12,870,000,000 | 2010 est. |
| 43 | Kuwait | 12,620,000,000 | 2010 est. |
| 44 | Bahrain | 12,250,000,000 | 2010 est. |
| 45 | Hungary | 11,240,000,000 | 2011 est. |
| 46 | Kazakhstan | 10,200,000,000 | 2011 est. |
| 47 | Azerbaijan | 9,921,000,000 | 2010 est. |
| 48 | Syria | 9,630,000,000 | 2010 est. |
| 49 | Vietnam | 9,500,000,000 | 2011 est. |
| 50 | Colombia | 9,080,000,000 | 2010 est. |
| 51 | Austria | 9,015,000,000 | 2011 est. |
| 52 | Czech Republic | 8,944,000,000 | 2011 est. |
| 53 | Singapore | 8,400,000,000 | 2010 est. |
| 54 | Libya | 6,844,000,000 | 2010 est. |
| 55 | Slovakia | 6,468,000,000 | 2011 est. |
| 56 | Peru | 5,410,000,000 | 2010 est. |
| 57 | Chile | 5,318,000,000 | 2010 est. |
| 58 | Portugal | 5,212,000,000 | 2011 est. |
| 59 | Ireland | 4,981,000,000 | 2011 est. |
| 60 | Nigeria | 4,970,000,000 | 2010 est. |
| 61 | Norway | 4,809,000,000 | 2011 est. |
| 62 | Greece | 4,737,000,000 | 2011 est. |
| 63 | New Zealand | 4,278,000,000 | 2011 est. |
| 64 | Denmark | 4,179,000,000 | 2011 est. |
| 65 | Finland | 4,101,000,000 | 2011 est. |
| 66 | South Africa | 4,010,000,000 | 2010 est. |
| 67 | Switzerland | 3,681,000,000 | 2011 est. |
| 68 | Israel | 3,650,000,000 | 2010 est. |
| 69 | Hong Kong | 3,460,000,000 | 2011 est. |
| 70 | Burma | 3,290,000,000 | 2010 est. |
| 71 | Tunisia | 3,280,000,000 | 2010 est. |
| 72 | Lithuania | 3,100,000,000 | 2010 est. |
| 73 | Croatia | 2,974,000,000 | 2010 est. |
| 74 | Brunei | 2,970,000,000 | 2010 est. |
| 75 | Philippines | 2,860,000,000 | 2010 est. |
| 76 | Jordan | 2,740,000,000 | 2010 est. |
