CIA - The World Factbook --  Natural gas - consumption   

This entry is the total natural gas consumed in cubic meters (cu m). The discrepancy between the amount of natural gas produced and/or imported and the amount consumed and/or exported is due to the omission of stock changes and other complicating factors.

| Rank | country | (cu m) | Date of Information |
| --- | --- | --- | --- |
| 1 | United States | 689,900,000,000 | 2011 est. |
| 2 | European Union | 492,500,000,000 | 2010 est. |
| 3 | Russia | 460,000,000,000 | 2012 est. |
| 4 | China | 147,100,000,000 | 2011 est. |
| 5 | Iran | 144,600,000,000 | 2010 est. |
| 6 | Japan | 112,600,000,000 | 2011 est. |
| 7 | Saudi Arabia | 99,230,000,000 | 2011 est. |
| 8 | Germany | 90,070,000,000 | 2010 est. |
| 9 | Italy | 83,090,000,000 | 2010 est. |
| 10 | Canada | 82,480,000,000 | 2010 est. |
| 11 | United Kingdom | 82,210,000,000 | 2011 est. |
| 12 | India | 64,490,000,000 | 2010 est. |
| 13 | United Arab Emirates | 60,540,000,000 | 2010 est. |
| 14 | Mexico | 59,150,000,000 | 2011 est. |
| 15 | Ukraine | 56,200,000,000 | 2010 est. |
| 16 | Netherlands | 54,850,000,000 | 2010 est. |
| 17 | France | 47,990,000,000 | 2010 est. |
| 18 | Uzbekistan | 46,800,000,000 | 2012 est. |
| 19 | Egypt | 46,170,000,000 | 2010 est. |
| 20 | Korea, South | 45,900,000,000 | 2011 est. |
| 21 | Thailand | 45,080,000,000 | 2010 est. |
| 22 | Argentina | 43,290,000,000 | 2010 est. |
| 23 | Pakistan | 42,900,000,000 | 2011 est. |
| 24 | Indonesia | 39,560,000,000 | 2010 est. |
| 25 | Turkey | 38,130,000,000 | 2010 est. |
| 26 | Spain | 35,820,000,000 | 2010 est. |
| 27 | Australia | 33,390,000,000 | 2010 est. |
| 28 | Malaysia | 32,620,000,000 | 2010 est. |
| 29 | Algeria | 28,820,000,000 | 2010 est. |
| 30 | Venezuela | 27,110,000,000 | 2010 est. |
| 31 | Brazil | 25,200,000,000 | 2010 est. |
| 32 | Turkmenistan | 25,000,000,000 | 2011 est. |
| 33 | Trinidad and Tobago | 23,320,000,000 | 2010 est. |
| 34 | Belarus | 21,820,000,000 | 2010 est. |
| 35 | Qatar | 21,800,000,000 | 2010 est. |
| 36 | Bangladesh | 19,910,000,000 | 2010 est. |
| 37 | Oman | 17,530,000,000 | 2011 est. |
| 38 | Taiwan | 16,370,000,000 | 2011 est. |
| 39 | Poland | 14,380,000,000 | 2011 est. |
| 40 | Romania | 14,200,000,000 | 2011 est. |
| 41 | Belgium | 13,460,000,000 | 2011 est. |
| 42 | Bahrain | 12,770,000,000 | 2010 est. |
| 43 | Kuwait | 12,620,000,000 | 2010 est. |
| 44 | Hungary | 11,900,000,000 | 2012 est. |
| 45 | Kazakhstan | 10,200,000,000 | 2011 est. |
| 46 | Vietnam | 10,200,000,000 | 2012 est. |
| 47 | Azerbaijan | 9,921,000,000 | 2010 est. |
| 48 | Syria | 9,630,000,000 | 2010 est. |
| 49 | Czech Republic | 9,280,000,000 | 2010 est. |
| 50 | Austria | 9,270,000,000 | 2011 est. |
| 51 | Colombia | 9,080,000,000 | 2010 est. |
| 52 | Singapore | 8,778,000,000 | 2011 est. |
| 53 | Bolivia | 8,590,000,000 | 2012 est. |
| 54 | Libya | 6,844,000,000 | 2010 est. |
| 55 | Slovakia | 6,468,000,000 | 2011 est. |
| 56 | Ireland | 5,506,000,000 | 2010 est. |
| 57 | Norway | 5,506,000,000 | 2010 est. |
| 58 | Peru | 5,490,000,000 | 2010 est. |
| 59 | Chile | 5,296,000,000 | 2010 est. |
| 60 | Portugal | 5,143,000,000 | 2010 est. |
| 61 | Nigeria | 5,030,000,000 | 2010 est. |
| 62 | Denmark | 4,994,000,000 | 2010 est. |
| 63 | Finland | 4,700,000,000 | 2010 est. |
