CIA - The World Factbook --  NATURAL GAS - CONSUMPTION

Natural gas - consumption compares the total natural gas consumed in cubic meters (cu m).

| Rank | Country | (CU M) | Date of Information |
| --- | --- | --- | --- |
| 1 | United States | 773,200,000,000 | 2015 est. |
| 2 | Germany | 773,200,000,000 | 2015 est. |
| 3 | Russia | 418,900,000,000 | 2015 est. |
| 4 | Mexico | 418,900,000,000 | 2015 est. |
| 5 | European Union | 402,100,000,000 | 2015 est. |
| 6 | China | 210,300,000,000 | 2016 est. |
| 7 | United Kingdom | 186,200,000,000 | 2015 est. |
| 8 | United Arab Emirates | 186,000,000,000 | 2015 est. |
| 9 | Iran | 186,000,000,000 | 2015 est. |
| 10 | Japan | 123,600,000,000 | 2015 est. |
| 11 | Thailand | 114,800,000,000 | 2015 est. |
| 12 | Canada | 114,800,000,000 | 2015 est. |
| 13 | Saudi Arabia | 102,300,000,000 | 2015 est. |
| 14 | India | 102,300,000,000 | 2015 est. |
| 15 | Turkey | 81,350,000,000 | 2015 est. |
| 16 | Egypt | 77,930,000,000 | 2015 est. |
| 17 | Argentina | 72,030,000,000 | 2015 est. |
| 18 | Italy | 70,910,000,000 | 2016 est. |
| 19 | Korea, South | 69,630,000,000 | 2015 est. |
| 20 | Turkmenistan | 67,520,000,000 | 2015 est. |
| 21 | Indonesia | 53,150,000,000 | 2015 est. |
| 22 | Qatar | 49,640,000,000 | 2015 est. |
| 23 | Pakistan | 48,060,000,000 | 2015 est. |
| 24 | Australia | 46,990,000,000 | 2015 est. |
| 25 | Algeria | 44,320,000,000 | 2015 est. |
| 26 | Brazil | 43,400,000,000 | 2015 est. |
| 27 | France | 42,510,000,000 | 2015 est. |
| 28 | Ukraine | 41,100,000,000 | 2015 est. |
| 29 | Malaysia | 40,670,000,000 | 2015 est. |
| 30 | Netherlands | 39,960,000,000 | 2016 est. |
| 31 | Bangladesh | 39,880,000,000 | 2015 est. |
| 32 | Spain | 39,840,000,000 | 2015 est. |
| 33 | Venezuela | 39,620,000,000 | 2015 est. |
| 34 | Trinidad and Tobago | 39,390,000,000 | 2015 est. |
| 35 | Oman | 38,030,000,000 | 2015 est. |
| 36 | Kuwait | 33,180,000,000 | 2015 est. |
| 37 | Taiwan | 31,710,000,000 | 2015 est. |
| 38 | Nigeria | 26,860,000,000 | 2015 est. |
| 39 | Poland | 26,780,000,000 | 2015 est. |
| 40 | Belarus | 26,500,000,000 | 2015 est. |
| 41 | Belgium | 23,010,000,000 | 2015 est. |
| 42 | Bahrain | 21,920,000,000 | 2015 est. |
| 43 | Singapore | 19,730,000,000 | 2015 est. |
| 44 | Colombia | 18,820,000,000 | 2015 est. |
| 45 | Azerbaijan | 18,200,000,000 | 2015 est. |
| 46 | Romania | 17,330,000,000 | 2015 est. |
| 47 | Hungary | 17,140,000,000 | 2015 est. |
| 48 | Vietnam | 15,500,000,000 | 2015 est. |
| 49 | Israel | 13,610,000,000 | 2015 est. |
| 50 | Kazakhstan | 13,100,000,000 | 2016 est. |
| 51 | Austria | 12,120,000,000 | 2015 est. |
| 52 | Czechia | 11,510,000,000 | 2015 est. |
| 53 | Peru | 10,880,000,000 | 2015 est. |
| 54 | Uzbekistan | 10,440,000,000 | 2015 est. |
| 55 | Norway | 9,428,000,000 | 2015 est. |
| 56 | New Zealand | 9,080,000,000 | 2015 est. |
| 57 | South Africa | 8,660,000,000 | 2015 est. |
| 58 | Portugal | 8,371,000,000 | 2015 est. |
| 59 | Slovakia | 7,868,000,000 | 2015 est. |
| 60 | Tunisia | 7,670,000,000 | 2015 est. |
| 61 | Libya | 7,550,000,000 | 2015 est. |
| 62 | Bolivia | 5,366,000,000 | 2016 est. |
| 63 | Chile | 5,230,000,000 | 2015 est. |
| 64 | Ireland | 5,060,000,000 | 2015 est. |
| 65 | Syria | 4,900,000,000 | 2015 est. |
| 66 | Burma | 4,766,000,000 | 2015 est. |
| 67 | Switzerland | 4,639,000,000 | 2015 est. |
| 68 | Brunei | 4,545,000,000 | 2015 est. |
| 69 | Hong Kong | 4,490,000,000 | 2015 est. |
