CIA - The World Factbook --  Imports - partners   

This entry provides a rank ordering of trading partners starting with the most important; it sometimes includes the percent of total dollar value.

| Rank | country | (%) | Date of Information |
| --- | --- | --- | --- |
| 1 | Laos | 68.50 | 2008 |
| 2 | Saint Lucia | 68.00 | 2008 |
| 3 | Zimbabwe | 60.10 | 2008 |
| 4 | Belarus | 59.80 | 2008 |
| 5 | Bhutan | 59.50 | 2008 |
| 6 | Greenland | 59.10 | 2008 |
| 7 | Netherlands Antilles | 58.80 | 2008 |
| 8 | Sao Tome and Principe | 55.80 | 2008 |
| 9 | Nepal | 55.40 | 2008 |
| 10 | Aruba | 53.30 | 2008 |
| 11 | Canada | 52.40 | 2008 |
| 12 | Zambia | 51.70 | 2008 |
| 13 | Faroe Islands | 50.40 | 2008 |
| 14 | Honduras | 50.00 | 2008 |
| 15 | Mexico | 49.00 | 2008 |
| 16 | Saint Kitts and Nevis | 46.80 | 2008 |
| 17 | Hong Kong | 46.60 | 2008 |
| 18 | Korea, North | 46.00 | 2007 |
| 19 | Austria | 44.50 | 2008 |
| 20 | Dominica | 43.20 | 2008 |
| 21 | Costa Rica | 42.90 | 2008 |
| 22 | Papua New Guinea | 42.60 | 2008 |
| 23 | Malawi | 41.50 | 2008 |
| 24 | Cape Verde | 40.30 | 2008 |
| 25 | Grenada | 39.60 | 2008 |
| 26 | Jamaica | 39.40 | 2008 |
| 27 | Macau | 39.30 | 2008 |
| 28 | Dominican Republic | 39.20 | 2008 |
| 29 | Ireland | 37.70 | 2008 |
| 30 | Belize | 37.40 | 2008 |
| 31 | Afghanistan | 36.90 | 2008 |
| 32 | Tonga | 36.80 | 2008 |
| 33 | Guatemala | 36.70 | 2008 |
| 34 | Kyrgyzstan | 36.60 | 2008 |
| 35 | New Caledonia | 36.60 | 2008 |
| 36 | Brunei | 36.50 | 2008 |
| 37 | Benin | 35.90 | 2008 |
| 38 | Kazakhstan | 35.90 | 2008 |
| 39 | Lesotho | 35.50 | 2008 |
| 40 | Togo | 34.20 | 2008 |
| 41 | Mongolia | 34.10 | 2008 |
