CIA - The World Factbook --  UNEMPLOYMENT, YOUTH AGES 15-24

Unemployment, youth ages 15-24 gives the percent of the total labor force ages 15-24 unemployed during a specified year.

| Rank | Country | (%) | Date of Information |
| --- | --- | --- | --- |
| 1 | Bosnia and Herzegovina | 62.8 | 2012 est. |
| 2 | Kosovo | 55.3 | 2012 est. |
| 3 | Greece | 55.3 | 2012 est. |
| 4 | Macedonia | 53.9 | 2012 est. |
| 5 | Spain | 53.2 | 2012 est. |
| 6 | South Africa | 51.5 | 2012 est. |
| 7 | Serbia | 51.1 | 2012 est. |
| 8 | Guyana | 46.1 | 2011 est. |
| 9 | Croatia | 43.1 | 2012 est. |
| 10 | Tunisia | 42.3 | 2011 est. |
| 11 | Montenegro | 41.1 | 2012 est. |
| 12 | Saint Lucia | 40.8 | 2004 est. |
| 13 | Armenia | 39.2 | 2011 est. |
| 14 | Gaza Strip | 38.8 | 2012 est. |
| 15 | West Bank | 38.8 | 2012 est. |
| 16 | Portugal | 37.6 | 2012 est. |
| 17 | Italy | 35.3 | 2012 est. |
| 18 | Lesotho | 34.4 | 2008 est. |
| 19 | Namibia | 34.3 | 2012 est. |
| 20 | Jamaica | 34.0 | 2012 est. |
| 21 | Slovakia | 34.0 | 2012 est. |
| 22 | Yemen | 33.7 | 2010 est. |
| 23 | Georgia | 33.3 | 2012 est. |
| 24 | Bahamas, The | 30.8 | 2012 est. |
| 25 | Guam | 29.4 | 2011 est. |
| 26 | Dominican Republic | 29.4 | 2011 est. |
| 27 | Jordan | 29.3 | 2012 est. |
| 28 | Latvia | 28.4 | 2012 est. |
| 29 | Saudi Arabia | 28.3 | 2012 est. |
| 30 | Bulgaria | 28.1 | 2012 est. |
| 31 | Hungary | 28.1 | 2012 est. |
| 32 | Cyprus | 27.8 | 2012 est. |
| 33 | Puerto Rico | 26.6 | 2012 est. |
| 34 | Poland | 26.5 | 2012 est. |
| 35 | Lithuania | 26.4 | 2012 est. |
| 36 | Ethiopia | 24.9 | 2006 est. |
| 37 | Egypt | 24.8 | 2010 est. |
| 38 | Ireland | 24.0 | 2012 est. |
| 39 | France | 23.8 | 2012 est. |
| 40 | Sweden | 23.7 | 2012 est. |
| 41 | Mauritius | 23.7 | 2012 est. |
| 42 | Zambia | 23.4 | 2005 est. |
| 43 | Aruba | 23.2 | 2007 est. |
| 44 | Iran | 23.0 | 2008 est. |
| 45 | Romania | 22.7 | 2012 est. |
| 46 | Albania | 22.5 | 2010 est. |
| 47 | Algeria | 22.4 | 2011 est. |
