CIA - The World Factbook --  Unemployment, youth ages 15-24   

Unemployment, youth ages 15-24 gives the percent of the total labor force ages 15-24 unemployed during a specified year.

| Rank | country | (%) | Date of Information |
| --- | --- | --- | --- |
| 1 | Bosnia and Herzegovina | 62.8 | 2012 |
| 2 | Kosovo | 55.3 | 2012 |
| 3 | Greece | 55.3 | 2012 |
| 4 | Macedonia | 53.9 | 2012 |
| 5 | Spain | 53.2 | 2012 |
| 6 | South Africa | 51.5 | 2012 |
| 7 | Serbia | 51.1 | 2012 |
| 8 | Guyana | 46.1 | 2011 |
| 9 | Croatia | 43.1 | 2012 |
| 10 | Tunisia | 42.3 | 2011 |
| 11 | Montenegro | 41.1 | 2012 |
| 12 | Saint Lucia | 40.8 | 2004 |
| 13 | Namibia | 40.1 | 2012 |
| 14 | Armenia | 39.2 | 2011 |
| 15 | West Bank | 38.8 | 2012 |
| 16 | Gaza Strip | 38.8 | 2012 |
| 17 | Portugal | 37.6 | 2012 |
| 18 | Italy | 35.3 | 2012 |
| 19 | Lesotho | 34.4 | 2008 |
| 20 | Jamaica | 34.0 | 2012 |
| 21 | Slovakia | 34.0 | 2012 |
| 22 | Yemen | 33.7 | 2010 |
| 23 | Georgia | 33.3 | 2012 |
| 24 | French Polynesia | 33.2 | 2002 |
| 25 | Bahamas, The | 30.8 | 2012 |
| 26 | Dominican Republic | 29.4 | 2011 |
| 27 | Guam | 29.4 | 2011 |
| 28 | Jordan | 29.3 | 2012 |
| 29 | Latvia | 28.4 | 2012 |
| 30 | Algeria | 28.4 | 2011 |
| 31 | Saudi Arabia | 28.3 | 2012 |
| 32 | Bulgaria | 28.1 | 2012 |
| 33 | Hungary | 28.1 | 2012 |
| 34 | Cyprus | 27.8 | 2012 |
| 35 | Puerto Rico | 26.6 | 2012 |
| 36 | Poland | 26.5 | 2012 |
| 37 | Lithuania | 26.4 | 2012 |
| 38 | Barbados | 26.2 | 2003 |
| 39 | Dominica | 26.0 | 2001 |
| 40 | Ethiopia | 24.9 | 2006 |
| 41 | Egypt | 24.8 | 2010 |
| 42 | Ireland | 24.0 | 2012 |
| 43 | France | 23.8 | 2012 |
| 44 | Mauritius | 23.7 | 2012 |
| 45 | Sweden | 23.7 | 2012 |
| 46 | Zambia | 23.4 | 2005 |
| 47 | Aruba | 23.2 | 2007 |
| 48 | Iran | 23.0 | 2008 |
| 49 | Romania | 22.7 | 2012 |
