CIA - The World Factbook --  Unemployment, youth ages 15-24   

This entry gives the percent of the total labor force ages 15-24 unemployed during a specified year.

| Rank | country | (%) | Date of Information |
| --- | --- | --- | --- |
| 1 | Armenia | 57.6 | 2007 |
| 2 | Macedonia | 54.9 | 2009 |
| 3 | South Africa | 48.2 | 2009 |
| 4 | Bosnia and Herzegovina | 47.3 | 2008 |
| 5 | West Bank | 46.9 | 2008 |
| 6 | Serbia | 42.5 | 2009 |
| 7 | Namibia | 41.7 | 2004 |
| 8 | Saint Lucia | 40.8 | 2004 |
| 9 | Spain | 37.9 | 2009 |
| 10 | Albania | 35.5 | 2001 |
| 11 | Georgia | 35.5 | 2008 |
| 12 | Latvia | 33.8 | 2009 |
| 13 | French Polynesia | 33.2 | 2002 |
| 14 | Tunisia | 30.7 | 2005 |
| 15 | Dominican Republic | 30.3 | 2007 |
| 16 | Lithuania | 29.4 | 2009 |
| 17 | Saudi Arabia | 28.2 | 2008 |
| 18 | Estonia | 27.3 | 2009 |
| 19 | Slovakia | 27.3 | 2009 |
| 20 | Jamaica | 27.1 | 2009 |
| 21 | Jordan | 27.0 | 2009 |
| 22 | Hungary | 26.5 | 2009 |
| 23 | Barbados | 26.2 | 2003 |
| 24 | Dominica | 26.0 | 2001 |
| 25 | Greece | 25.8 | 2009 |
| 26 | Puerto Rico | 25.5 | 2009 |
| 27 | Italy | 25.4 | 2009 |
| 28 | Turkey | 25.3 | 2009 |
| 29 | Sweden | 25.0 | 2009 |
| 30 | Ethiopia | 24.9 | 2006 |
| 31 | Zimbabwe | 24.9 | 2002 |
| 32 | Egypt | 24.8 | 2007 |
| 33 | Ireland | 24.3 | 2009 |
| 34 | Algeria | 24.3 | 2006 |
| 35 | Guyana | 24.1 | 2002 |
| 36 | Aruba | 23.2 | 2007 |
| 37 | Colombia | 23.0 | 2008 |
| 38 | Iran | 23.0 | 2008 |
| 39 | Chile | 22.6 | 2009 |
| 40 | France | 22.6 | 2009 |
| 41 | Indonesia | 22.2 | 2009 |
| 42 | Maldives | 22.2 | 2006 |
| 43 | Lebanon | 22.1 | 2007 |
| 44 | Belgium | 21.9 | 2009 |
| 45 | Morocco | 21.9 | 2009 |
| 46 | Croatia | 21.9 | 2008 |
| 47 | Suriname | 21.5 | 2004 |
| 48 | Mauritius | 21.4 | 2009 |
| 49 | Sri Lanka | 21.3 | 2009 |
| 50 | Argentina | 21.2 | 2009 |
| 51 | Romania | 20.8 | 2009 |
| 52 | Poland | 20.7 | 2009 |
| 53 | Finland | 20.5 | 2009 |
| 54 | Seychelles | 20.3 | 2002 |
| 55 | Bahrain | 20.1 | 2001 |
| 56 | Uruguay | 20.0 | 2009 |
| 57 | Portugal | 20.0 | 2009 |
| 58 | Mongolia | 20.0 | 2003 |
| 59 | Antigua and Barbuda | 19.9 | 2001 |
| 60 | Belize | 19.5 | 2005 |
| 61 | Syria | 19.1 | 2007 |
| 62 | Bahamas, The | 18.9 | 2007 |
| 63 | United Kingdom | 18.9 | 2009 |
| 64 | Russia | 18.3 | 2009 |
| 65 | Brazil | 17.8 | 2009 |
| 66 | United States | 17.6 | 2009 |
| 67 | Philippines | 17.4 | 2009 |
| 68 | Luxembourg | 17.2 | 2009 |
| 69 | New Zealand | 16.6 | 2009 |
| 70 | Czech Republic | 16.6 | 2009 |
| 71 | Bulgaria | 16.1 | 2009 |
| 72 | Iceland | 16.0 | 2009 |
| 73 | Moldova | 15.4 | 2009 |
| 74 | Canada | 15.3 | 2009 |
| 75 | Panama | 14.9 | 2008 |
| 76 | Ukraine | 14.9 | 2005 |
| 77 | Senegal | 14.8 | 2006 |
| 78 | Israel | 14.7 | 2009 |
| 79 | Kyrgyzstan | 14.6 | 2006 |
| 80 | Azerbaijan | 14.4 | 2008 |
| 81 | Ecuador | 14.1 | 2009 |
| 82 | Peru | 14.0 | 2008 |
| 83 | Venezuela | 13.6 | 2008 |
| 84 | Slovenia | 13.6 | 2009 |
| 85 | Cayman Islands | 13.5 | 2008 |
| 86 | Malta | 13.3 | 2009 |
| 87 | Singapore | 12.9 | 2009 |
| 88 | Hong Kong | 12.6 | 2009 |
| 89 | Samoa | 12.2 | 2001 |
| 90 | United Arab Emirates | 12.1 | 2008 |
| 91 | Tonga | 11.9 | 2003 |
| 92 | Paraguay | 11.8 | 2008 |
| 93 | Australia | 11.6 | 2009 |
| 94 | El Salvador | 11.4 | 2007 |
| 95 | Kiribati | 11.3 | 2005 |
| 96 | Denmark | 11.2 | 2009 |
| 97 | Costa Rica | 11.0 | 2008 |
| 98 | Germany | 11.0 | 2009 |
| 99 | Malaysia | 10.9 | 2008 |
| 100 | India | 10.5 | 2004 |
| 101 | Trinidad and Tobago | 10.5 | 2008 |
| 102 | Mexico | 10.0 | 2009 |
| 103 | Austria | 10.0 | 2009 |
| 104 | Korea, South | 9.8 | 2009 |
| 105 | Faroe Islands | 9.4 | 2005 |
| 106 | Bangladesh | 9.3 | 2006 |
| 107 | Norway | 9.2 | 2009 |
| 108 | Bolivia | 9.2 | 2002 |
| 109 | Japan | 9.1 | 2009 |
| 110 | Cyprus | 9.0 | 2008 |
| 111 | Tanzania | 8.8 | 2005 |
| 112 | Nicaragua | 8.6 | 2006 |
| 113 | Switzerland | 8.2 | 2009 |
| 114 | Pakistan | 7.7 | 2008 |
| 115 | Macau | 7.5 | 2009 |
| 116 | Isle of Man | 7.2 | 2006 |
| 117 | Honduras | 7.0 | 2005 |
| 118 | Kazakhstan | 6.7 | 2008 |
| 119 | Netherlands | 6.6 | 2009 |
| 120 | Bhutan | 6.3 | 2005 |
| 121 | Northern Mariana Islands | 5.9 | 2003 |
| 122 | Sierra Leone | 5.2 | 2004 |
| 123 | Liberia | 4.7 | 2007 |
| 124 | Vietnam | 4.6 | 2004 |
| 125 | Thailand | 4.3 | 2009 |
| 126 | Niger | 3.2 | 2001 |
| 127 | Cuba | 3.1 | 2008 |
| 128 | Madagascar | 2.3 | 2005 |
