CIA - The World Factbook --  Labor force - by occupation   

This entry lists the percentage distribution of the labor force by occupation. The distribution will total less than 100 percent if the data are incomplete.

| Rank | country | (%) | Date of Information |
| --- | --- | --- | --- |
| 1 | Falkland Islands (Islas Malvinas) | 95.00 | 1996 |
| 2 | Burundi | 93.60 | 2002 est. |
| 3 | Malawi | 90.00 | 2003 est. |
| 4 | Rwanda | 90.00 | 2000 |
| 5 | Norfolk Island | 90.00 | NA |
| 6 | Niger | 90.00 | 1995 |
| 7 | Timor-Leste | 90.00 | 2006 est. |
| 8 | Burkina Faso | 90.00 | 2000 est. |
| 9 | Cayman Islands | 86.00 | 1995 |
| 10 | Lesotho | 86.00 | 2002 est. |
| 11 | Angola | 85.00 | 2003 est. |
| 12 | Zambia | 85.00 | 2004 |
| 13 | Saint Martin | 85.00 | NA |
| 14 | Papua New Guinea | 85.00 | 2005 est. |
| 15 | Gaza Strip | 83.00 | June 2008 |
| 16 | Antigua and Barbuda | 82.00 | 1983 |
| 17 | Israel | 82.00 | 30 September 2008 |
| 18 | Uganda | 82.00 | 1999 est. |
| 19 | Guinea-Bissau | 82.00 | 2000 est. |
| 20 | Mozambique | 81.00 | 1997 est. |
| 21 | Luxembourg | 80.60 | 2007 est. |
| 22 | United Kingdom | 80.40 | 2006 est. |
| 23 | Ethiopia | 80.20 | 2005 |
| 24 | Afghanistan | 80.00 | 2004 est. |
| 25 | Chad | 80.00 | 2006 est. |
| 26 | Comoros | 80.00 | 1996 est. |
| 27 | Wallis and Futuna | 80.00 | 2001 est. |
| 28 | Virgin Islands | 80.00 | 2003 est. |
| 29 | Tanzania | 80.00 | 2002 est. |
| 30 | Sudan | 80.00 | 1998 est. |
| 31 | Netherlands | 80.00 | 2005 est. |
| 32 | Mali | 80.00 | 2005 est. |
| 33 | Laos | 80.00 | 2005 est. |
| 34 | Eritrea | 80.00 | 2004 est. |
| 35 | Andorra | 79.00 | 2007 |
| 36 | Bahrain | 79.00 | 1997 est. |
| 37 | Netherlands Antilles | 79.00 | 2005 est. |
| 38 | Puerto Rico | 79.00 | 2005 |
| 39 | United Arab Emirates | 78.00 | 2000 est. |
| 40 | Iceland | 78.00 | 2007 |
| 41 | Suriname | 78.00 | 2004 |
| 42 | Senegal | 77.50 | 2007 est. |
| 43 | Jordan | 77.40 | 2001 est. |
| 44 | Singapore | 77.40 | 2007 |
| 45 | Argentina | 76.00 | 2008 est. |
| 46 | Canada | 76.00 | 2006 |
| 47 | Uruguay | 76.00 | 2007 est. |
| 48 | Nepal | 76.00 | 2004 est. |
| 49 | Norway | 76.00 | 2008 |
| 50 | Guinea | 76.00 | 2006 est. |
| 51 | Peru | 75.50 | 2005 |
| 52 | Australia | 75.00 | 2005 est. |
| 53 | Barbados | 75.00 | 1996 est. |
| 54 | Kenya | 75.00 | 2003 est. |
| 55 | Gambia, The | 75.00 | 1996 |
| 56 | Cambodia | 75.00 | 2004 est. |
| 57 | Solomon Islands | 75.00 | 2000 est. |
| 58 | New Zealand | 74.00 | 2006 est. |
| 59 | Seychelles | 74.00 | 2006 |
| 60 | Switzerland | 73.20 | 2005 |
| 61 | Belgium | 73.00 | 2007 est. |
| 62 | Denmark | 72.70 | 2005 est. |
| 63 | Saudi Arabia | 71.90 | 2005 est. |
| 64 | France | 71.80 | 2005 |
| 65 | Belize | 71.70 | 2007 |
| 66 | Cyprus | 71.00 | 2006 est. |
| 67 | Somalia | 71.00 | 1975 |
| 68 | Sweden | 70.70 | 2008 est. |
| 69 | Ecuador | 70.40 | 2005 |
| 70 | Burma | 70.00 | 2001 |
| 71 | Nigeria | 70.00 | 1999 est. |
| 72 | Liberia | 70.00 | 2000 est. |
| 73 | Fiji | 70.00 | 2001 est. |
| 74 | Cameroon | 70.00 | 2001 est. |
| 75 | Spain | 69.50 | 2008 est. |
| 76 | French Polynesia | 68.00 | 2002 |
| 77 | Cote d'Ivoire | 68.00 | 2007 est. |
| 78 | Malta | 68.00 | 2005 est. |
| 79 | Montenegro | 68.00 | 2004 est. |
| 80 | West Bank | 68.00 | June 2008 |
| 81 | Germany | 67.80 | 2005 |
| 82 | Korea, South | 67.70 | 2007 |
| 83 | Tajikistan | 67.20 | 2000 est. |
| 84 | Austria | 67.00 | 2005 est. |
| 85 | Ireland | 67.00 | 2006 est. |
| 86 | Panama | 67.00 | 2006 |
| 87 | Faroe Islands | 66.90 | 2007 |
| 88 | European Union | 66.70 | 2007 est. |
| 89 | Japan | 66.40 | 2005 |
| 90 | Syria | 66.30 | 2006 est. |
| 91 | Brazil | 66.00 | 2003 est. |
| 92 | Zimbabwe | 66.00 | 1996 |
| 93 | Haiti | 66.00 | 1995 |
| 94 | Kiribati | 65.30 | 2000 |
| 95 | Greece | 65.10 | 2005 est. |
| 96 | Italy | 65.10 | 2005 |
| 97 | Vanuatu | 65.00 | 2000 est. |
| 98 | Togo | 65.00 | 1998 est. |
| 99 | South Africa | 65.00 | 2007 est. |
| 100 | Micronesia, Federated States of | 64.70 | FY05 est. |
| 101 | Costa Rica | 64.00 | 2006 est. |
| 102 | Venezuela | 64.00 | 1997 est. |
| 103 | Jamaica | 64.00 | 2006 |
| 104 | Chile | 63.90 | 2005 |
| 105 | Croatia | 63.60 | 2008 |
| 106 | Brunei | 63.10 | 2003 est. |
| 107 | Dominican Republic | 63.10 | 2005 |
| 108 | Bangladesh | 63.00 | FY95/96 |
| 109 | Bhutan | 63.00 | 2004 est. |
