CIA - The World Factbook --  Labor force - by occupation   

This entry lists the percentage distribution of the labor force by occupation. The distribution will total less than 100 percent if the data are incomplete and may range from 99-101 percent due to rounding.

| Rank | country | (%) | Date of Information |
| --- | --- | --- | --- |
| 1 | Tonga | 2,003.00 | 2003 est. |
| 2 | Falkland Islands (Islas Malvinas) | 95.00 | 1996 |
| 3 | Burundi | 93.60 | 2002 est. |
| 4 | Burkina Faso | 90.00 | 2000 est. |
| 5 | Norfolk Island | 90.00 | NA |
| 6 | Timor-Leste | 90.00 | 2006 est. |
| 7 | Rwanda | 90.00 | 2000 |
| 8 | Niger | 90.00 | 1995 |
| 9 | Malawi | 90.00 | 2003 est. |
| 10 | Lesotho | 86.00 | 2002 est. |
| 11 | Angola | 85.00 | 2003 est. |
| 12 | Ethiopia | 85.00 | 2009 est. |
| 13 | Papua New Guinea | 85.00 | 2005 est. |
| 14 | Saint Martin | 85.00 | NA |
| 15 | Zambia | 85.00 | 2004 |
| 16 | Sint Maarten | 83.70 | 2008 |
| 17 | Gaza Strip | 83.00 | June 2008 |
| 18 | Antigua and Barbuda | 82.00 | 1983 |
| 19 | Israel | 82.00 | September 2008 |
| 20 | Uganda | 82.00 | 1999 est. |
| 21 | Guinea-Bissau | 82.00 | 2000 est. |
| 22 | Curacao | 81.80 | NA |
| 23 | Andorra | 81.00 | 2008 |
| 24 | Mozambique | 81.00 | 1997 est. |
| 25 | Luxembourg | 80.60 | 2007 est. |
| 26 | United Kingdom | 80.40 | 2006 est. |
| 27 | Chad | 80.00 | 2006 est. |
| 28 | Wallis and Futuna | 80.00 | 2001 est. |
| 29 | Virgin Islands | 80.00 | 2003 est. |
| 30 | Tanzania | 80.00 | 2002 est. |
| 31 | Sudan | 80.00 | 1998 est. |
| 32 | Laos | 80.00 | 2009 est. |
| 33 | Eritrea | 80.00 | 2004 est. |
| 34 | Netherlands | 80.00 | 2005 est. |
| 35 | Mali | 80.00 | 2005 est. |
| 36 | Comoros | 80.00 | 1996 est. |
| 37 | Bahrain | 79.00 | 1997 est. |
| 38 | Puerto Rico | 79.00 | 2005 est. |
| 39 | Cayman Islands | 79.00 | 2008 est. |
| 40 | Afghanistan | 78.60 | FY08/09 est. |
| 41 | Suriname | 78.00 | 2004 |
| 42 | United Arab Emirates | 78.00 | 2000 est. |
| 43 | Senegal | 77.50 | 2007 est. |
| 44 | Jordan | 77.40 | 2007 est. |
| 45 | Denmark | 77.30 | 2005 est. |
| 46 | Singapore | 76.20 | 2008 |
| 47 | Canada | 76.00 | 2006 est. |
| 48 | Guinea | 76.00 | 2006 est. |
| 49 | Norway | 76.00 | 2008 |
| 50 | Uruguay | 76.00 | 2007 est. |
| 51 | Panama | 76.00 | 2009 est. |
| 52 | Malta | 75.60 | 2009 est. |
| 53 | Peru | 75.50 | 2005 |
| 54 | Australia | 75.00 | 2009 est. |
