CIA - The World Factbook --  Labor force - by occupation   

This entry lists the percentage distribution of the labor force by sector of occupation. Agriculture includes farming, fishing, and forestry. Industry includes mining, manufacturing, energy production, and construction. Services cover government activities, communications, transportation, finance, and all other economic activities that do not produce material goods. The distribution will total less than 100 percent if the data are incomplete and may range from 99-101 percent due to rounding.

| Rank | country | (%) | Date of Information |
| --- | --- | --- | --- |
| 1 | Tonga | 2,003.00 | 2003 est. |
| 2 | Falkland Islands (Islas Malvinas) | 95.00 | 1996 |
| 3 | Andorra | 94.90 | 2010 |
| 4 | Burundi | 93.60 | 2002 est. |
| 5 | Timor-Leste | 90.00 | 2006 est. |
| 6 | Burkina Faso | 90.00 | 2000 est. |
| 7 | Niger | 90.00 | 1995 |
| 8 | Malawi | 90.00 | 2003 est. |
| 9 | Norfolk Island | 90.00 | 2000 est. |
| 10 | Rwanda | 90.00 | 2000 |
| 11 | Lesotho | 86.00 | 2002 est. |
| 12 | Zambia | 85.00 | 2004 |
| 13 | Papua New Guinea | 85.00 | 2005 est. |
| 14 | Angola | 85.00 | 2003 est. |
| 15 | Ethiopia | 85.00 | 2009 est. |
| 16 | Saint Martin | 85.00 | NA |
| 17 | Sint Maarten | 83.70 | 2008 est. |
| 18 | Gaza Strip | 83.00 | June 2008 |
| 19 | Uganda | 82.00 | 1999 est. |
| 20 | Antigua and Barbuda | 82.00 | 1983 |
| 21 | Israel | 82.00 | September 2008 |
| 22 | Guinea-Bissau | 82.00 | 2000 est. |
| 23 | Curacao | 81.80 | 2008 est. |
| 24 | Mozambique | 81.00 | 1997 est. |
| 25 | Luxembourg | 80.60 | 2007 est. |
| 26 | United Kingdom | 80.40 | 2006 est. |
| 27 | Wallis and Futuna | 80.00 | 2001 est. |
| 28 | Netherlands | 80.00 | 2005 est. |
| 29 | Comoros | 80.00 | 1996 est. |
| 30 | Mali | 80.00 | 2005 est. |
| 31 | Eritrea | 80.00 | 2004 est. |
| 32 | Chad | 80.00 | 2006 est. |
| 33 | Virgin Islands | 80.00 | 2003 est. |
| 34 | Tanzania | 80.00 | 2002 est. |
| 35 | Sudan | 80.00 | 1998 est. |
| 36 | Puerto Rico | 79.00 | 2005 |
| 37 | Cayman Islands | 79.00 | 2008 est. |
| 38 | Bahrain | 79.00 | 1997 est. |
| 39 | Afghanistan | 78.60 | FY08/09 est. |
| 40 | Suriname | 78.00 | 2004 |
| 41 | United Arab Emirates | 78.00 | 2000 est. |
| 42 | Senegal | 77.50 | 2007 est. |
| 43 | Jordan | 77.40 | 2007 est. |
| 44 | Denmark | 77.30 | 2005 est. |
| 45 | Norway | 76.00 | 2008 |
| 46 | Canada | 76.00 | 2006 est. |
| 47 | Guinea | 76.00 | 2006 est. |
| 48 | Ireland | 76.00 | 2010 est. |
| 49 | Peru | 75.50 | 2005 |
| 50 | Laos | 75.10 | 2010 est. |
