CIA - The World Factbook --  Electricity - production   

This entry is the annual electricity generated expressed in kilowatt-hours. The discrepancy between the amount of electricity generated and/or imported and the amount consumed and/or exported is accounted for as loss in transmission and distribution.

| Rank | country | (kWh) | Date of Information |
| --- | --- | --- | --- |
| 1 | China | 4,940,000,000,000 | 2012 |
| 2 | United States | 4,099,000,000,000 | 2011 est. |
| 3 | European Union | 3,255,000,000,000 | 2011 est. |
| 4 | Russia | 1,064,000,000,000 | 2012 est. |
| 5 | India | 985,400,000,000 | 2011 est. |
| 6 | Japan | 936,200,000,000 | 2012 est. |
| 7 | Canada | 618,900,000,000 | 2011 est. |
| 8 | Germany | 575,600,000,000 | 2011 est. |
| 9 | Brazil | 530,700,000,000 | 2011 est. |
| 10 | France | 530,600,000,000 | 2011 est. |
| 11 | Korea, South | 459,500,000,000 | 2011 est. |
| 12 | United Kingdom | 342,100,000,000 | 2011 est. |
| 13 | Italy | 283,500,000,000 | 2011 est. |
| 14 | Spain | 276,800,000,000 | 2011 est. |
| 15 | South Africa | 257,900,000,000 | 2012 est. |
| 16 | Mexico | 257,900,000,000 | 2011 est. |
| 17 | Taiwan | 252,200,000,000 | 2011 est. |
| 18 | Saudi Arabia | 239,200,000,000 | 2011 est. |
| 19 | Australia | 225,500,000,000 | 2011 est. |
| 20 | Iran | 220,300,000,000 | 2011 est. |
| 21 | Turkey | 217,700,000,000 | 2011 est. |
| 22 | Ukraine | 198,100,000,000 | 2012 est. |
| 23 | Indonesia | 173,800,000,000 | 2011 est. |
| 24 | Thailand | 173,300,000,000 | 2012 est. |
| 25 | Poland | 153,400,000,000 | 2011 est. |
| 26 | Sweden | 148,700,000,000 | 2011 est. |
| 27 | Egypt | 138,700,000,000 | 2011 est. |
| 28 | Venezuela | 127,600,000,000 | 2012 est. |
| 29 | Norway | 125,200,000,000 | 2011 est. |
| 30 | Argentina | 119,300,000,000 | 2010 est. |
| 31 | Malaysia | 118,000,000,000 | 2012 est. |
| 32 | Vietnam | 117,000,000,000 | 2012 est. |
| 33 | Netherlands | 106,700,000,000 | 2011 est. |
| 34 | United Arab Emirates | 102,700,000,000 | 2011 est. |
