CIA - The World Factbook --  Electricity - production   

This entry is the annual electricity generated expressed in kilowatt-hours. The discrepancy between the amount of electricity generated and/or imported and the amount consumed and/or exported is accounted for as loss in transmission and distribution.

| Rank | country | (kWh) | Date of Information |
| --- | --- | --- | --- |
| 1 | United States | 3,953,000,000,000 | 2009 est. |
| 2 | China | 3,446,000,000,000 | 2009 est. |
| 3 | European Union | 2,897,000,000,000 | 2009 est. |
| 4 | Japan | 982,300,000,000 | 2009 est. |
| 5 | Russia | 925,900,000,000 | 2009 est. |
| 6 | India | 835,300,000,000 | 2009 est. |
| 7 | Canada | 604,400,000,000 | 2009 est. |
| 8 | Germany | 556,400,000,000 | 2009 est. |
| 9 | France | 510,000,000,000 | 2009 est. |
| 10 | Brazil | 461,100,000,000 | 2009 est. |
| 11 | Korea, South | 417,300,000,000 | 2009 est. |
| 12 | United Kingdom | 346,000,000,000 | 2009 est. |
| 13 | Spain | 275,100,000,000 | 2009 est. |
| 14 | Italy | 269,600,000,000 | 2009 est. |
| 15 | Mexico | 239,100,000,000 | 2009 est. |
| 16 | South Africa | 238,300,000,000 | 2008 est. |
| 17 | Australia | 232,000,000,000 | 2009 est. |
| 18 | Taiwan | 229,100,000,000 | 2009 |
| 19 | Iran | 212,800,000,000 | 2009 est. |
| 20 | Saudi Arabia | 194,400,000,000 | 2009 est. |
| 21 | Turkey | 185,200,000,000 | 2009 est. |
| 22 | Ukraine | 172,900,000,000 | 2009 est. |
| 23 | Poland | 141,800,000,000 | 2009 est. |
| 24 | Indonesia | 141,200,000,000 | 2008 est. |
| 25 | Thailand | 139,000,000,000 | 2008 est. |
| 26 | Norway | 129,900,000,000 | 2009 est. |
| 27 | Sweden | 129,400,000,000 | 2009 est. |
| 28 | Egypt | 123,900,000,000 | 2008 est. |
| 29 | Venezuela | 123,400,000,000 | 2009 est. |
| 30 | Argentina | 115,400,000,000 | 2008 est. |
| 31 | Netherlands | 105,700,000,000 | 2009 est. |
| 32 | Malaysia | 101,100,000,000 | 2009 est. |
| 33 | Vietnam | 97,300,000,000 | 2010 est. |
| 34 | Pakistan | 89,230,000,000 | 2009 est. |
| 35 | Belgium | 84,200,000,000 | 2009 est. |
| 36 | United Arab Emirates | 80,940,000,000 | 2009 est. |
| 37 | Czech Republic | 77,020,000,000 | 2009 est. |
| 38 | Kazakhstan | 75,610,000,000 | 2009 est. |
| 39 | Finland | 67,940,000,000 | 2009 est. |
| 40 | Switzerland | 64,080,000,000 | 2009 est. |
| 41 | Austria | 62,980,000,000 | 2009 est. |
| 42 | Romania | 62,030,000,000 | 2008 est. |
| 43 | Chile | 60,280,000,000 | 2008 est. |
| 44 | Philippines | 59,190,000,000 | 2009 est. |
| 45 | Paraguay | 54,910,000,000 | 2008 est. |
| 46 | Israel | 53,040,000,000 | 2008 est. |
| 47 | Greece | 51,500,000,000 | 2009 est. |
| 48 | Colombia | 51,010,000,000 | 2008 est. |
| 49 | Kuwait | 49,820,000,000 | 2009 est. |
| 50 | Uzbekistan | 47,420,000,000 | 2009 est. |
| 51 | Portugal | 46,530,000,000 | 2009 est. |
| 52 | Iraq | 46,390,000,000 | 2009 est. |
| 53 | New Zealand | 42,000,000,000 | 2009 est. |
| 54 | Algeria | 40,110,000,000 | 2009 est. |
| 55 | Singapore | 39,210,000,000 | 2008 est. |
| 56 | Syria | 38,710,000,000 | 2008 est. |
| 57 | Hong Kong | 38,230,000,000 | 2010 est. |
| 58 | Hungary | 37,550,000,000 | 2010 est. |
| 59 | Serbia | 35,900,000,000 | 2010 |
| 60 | Peru | 35,790,000,000 | 2010 est. |
| 61 | Denmark | 34,150,000,000 | 2009 est. |
| 62 | Belarus | 32,950,000,000 | 2008 est. |
| 63 | Ireland | 27,280,000,000 | 2010 est. |
| 64 | Libya | 26,950,000,000 | 2008 est. |
| 65 | Bangladesh | 25,620,000,000 | 2009 est. |
| 66 | Slovakia | 24,700,000,000 | 2009 est. |
| 67 | Azerbaijan | 22,550,000,000 | 2008 est. |
| 68 | Korea, North | 22,520,000,000 | 2008 est. |
| 69 | Puerto Rico | 20,920,000,000 | 2008 est. |
| 70 | Nigeria | 20,130,000,000 | 2008 est. |
| 71 | Morocco | 19,490,000,000 | 2008 est. |
| 72 | Qatar | 19,180,000,000 | 2009 est. |
| 73 | Ecuador | 18,060,000,000 | 2008 est. |
| 74 | Oman | 17,630,000,000 | 2009 est. |
| 75 | Cuba | 16,990,000,000 | 2008 est. |
| 76 | Iceland | 16,480,000,000 | 2009 est. |
| 77 | Tajikistan | 16,100,000,000 | 2009 est. |
| 78 | Turkmenistan | 15,500,000,000 | 2009 est. |
| 79 | Mozambique | 14,980,000,000 | 2008 est. |
| 80 | Dominican Republic | 14,580,000,000 | 2008 est. |
| 81 | Bosnia and Herzegovina | 14,580,000,000 | 2009 est. |
| 82 | Tunisia | 14,400,000,000 | 2008 est. |
| 83 | Jordan | 13,010,000,000 | 2008 est. |
| 84 | Slovenia | 13,000,000,000 | 2009 est. |
| 85 | Lithuania | 12,270,000,000 | 2008 est. |
| 86 | Kyrgyzstan | 11,700,000,000 | 2008 est. |
| 87 | Croatia | 11,660,000,000 | 2008 est. |
| 88 | Bahrain | 11,220,000,000 | 2008 est. |
| 89 | Lebanon | 10,410,000,000 | 2009 |
| 90 | Uruguay | 9,890,000,000 | 2010 est. |
| 91 | Zambia | 9,597,000,000 | 2008 est. |
| 92 | Costa Rica | 9,290,000,000 | 2008 est. |
| 93 | Sri Lanka | 8,893,000,000 | 2008 est. |
| 94 | Estonia | 8,779,000,000 | 2009 est. |
| 95 | Guatemala | 8,395,000,000 | 2008 est. |
| 96 | Georgia | 8,292,000,000 | 2008 est. |
| 97 | Ghana | 8,167,000,000 | 2008 est. |
| 98 | Zimbabwe | 7,723,000,000 | 2008 est. |
| 99 | Congo, Democratic Republic of the | 7,452,000,000 | 2008 est. |
| 100 | Trinidad and Tobago | 7,419,000,000 | 2008 est. |
| 101 | Jamaica | 7,323,000,000 | 2008 est. |
| 102 | Macedonia | 6,819,000,000 | 2010 est. |
| 103 | Kenya | 6,790,000,000 | 2008 est. |
| 104 | Honduras | 6,580,000,000 | 2009 est. |
| 105 | Panama | 6,546,000,000 | 2010 est. |
| 106 | Burma | 6,426,000,000 | 2008 est. |
| 107 | Yemen | 6,153,000,000 | 2008 est. |
| 108 | Bolivia | 6,085,000,000 | 2010 est. |
| 109 | Armenia | 5,863,000,000 | 2008 est. |
| 110 | Cote d'Ivoire | 5,548,000,000 | 2008 est. |
| 111 | El Salvador | 5,445,000,000 | 2009 est. |
| 112 | Cameroon | 5,421,000,000 | 2008 est. |
| 113 | Albania | 5,201,000,000 | 2009 est. |
| 114 | Latvia | 5,114,000,000 | 2008 est. |
| 115 | Kosovo | 4,777,000,000 | 2009 |
| 116 | Cyprus | 4,709,000,000 | 2008 est. |
| 117 | Sudan | 4,323,000,000 | 2008 est. |
| 118 | Bulgaria | 4,309,000,000 | 2009 |
| 119 | Tanzania | 4,281,000,000 | 2008 est. |
| 120 | Angola | 3,944,000,000 | 2008 est. |
| 121 | Mongolia | 3,896,000,000 | 2008 est. |
| 122 | Ethiopia | 3,715,000,000 | 2008 est. |
| 123 | Nicaragua | 3,419,000,000 | 2008 est. |
| 124 | Moldova | 3,412,000,000 | 2008 est. |
| 125 | Brunei | 3,218,000,000 | 2008 est. |
| 126 | Papua New Guinea | 2,965,000,000 | 2008 est. |
| 127 | Luxembourg | 2,667,000,000 | 2009 est. |
| 128 | Montenegro | 2,660,000,000 | 2008 est. |
| 129 | Nepal | 2,600,000,000 | 2009 est. |
| 130 | Mauritius | 2,402,000,000 | 2008 est. |
| 131 | Senegal | 2,232,000,000 | 2008 est. |
| 132 | Namibia | 2,197,000,000 | 2008 est. |
| 133 | Uganda | 2,176,000,000 | 2008 est. |
| 134 | Malta | 2,113,000,000 | 2010 |
| 135 | Gabon | 1,963,000,000 | 2008 est. |
| 136 | Bahamas, The | 1,945,000,000 | 2009 est. |
| 137 | New Caledonia | 1,800,000,000 | 2008 est. |
| 138 | Malawi | 1,676,000,000 | 2008 est. |
| 139 | Suriname | 1,580,000,000 | 2008 est. |
| 140 | Laos | 1,553,000,000 | 2010 est. |
| 141 | Bhutan | 1,480,000,000 | 2009 est. |
| 142 | Cambodia | 1,377,000,000 | 2008 est. |
| 143 | Curacao | 1,167,000,000 | 2008 est. |
| 144 | Madagascar | 1,110,000,000 | 2008 est. |
| 145 | Macau | 1,100,000,000 | 2010 est. |
| 146 | Barbados | 1,011,000,000 | 2008 est. |
| 147 | Fiji | 970,000,000 | 2009 est. |
| 148 | Guinea | 920,000,000 | 2008 est. |
| 149 | Aruba | 910,000,000 | 2008 est. |
| 150 | Virgin Islands | 843,600,000 | 2008 est. |
| 151 | Guyana | 820,000,000 | 2008 est. |
| 152 | Bermuda | 693,700,000 | 2009 est. |
| 153 | French Polynesia | 670,000,000 | 2008 est. |
| 154 | Burkina Faso | 664,400,000 | 2009 est. |
| 155 | Haiti | 650,000,000 | 2010 est. |
| 156 | Cayman Islands | 597,400,000 | 2009 est. |
| 157 | Botswana | 593,000,000 | 2008 est. |
| 158 | Mauritania | 547,000,000 | 2008 est. |
| 159 | Maldives | 542,000,000 | 2009 est. |
| 160 | Mali | 490,000,000 | 2008 est. |
| 161 | Swaziland | 470,000,000 | 2008 est. |
| 162 | Congo, Republic of the | 452,000,000 | 2008 est. |
| 163 | West Bank | 400,000,000 | 2008 est. |
| 164 | Saint Lucia | 341,200,000 | 2009 est. |
| 165 | Liberia | 335,000,000 | 2008 est. |
| 166 | Somalia | 315,000,000 | 2008 est. |
| 167 | Greenland | 310,300,000 | 2008 est. |
| 168 | Sint Maarten | 304,300,000 | 2008 est. |
| 169 | Afghanistan | 285,500,000 | 2009 est. |
| 170 | Djibouti | 280,000,000 | 2008 est. |
| 171 | Eritrea | 269,900,000 | 2008 est. |
| 172 | Seychelles | 260,000,000 | 2008 est. |
| 173 | Cape Verde | 256,500,000 | 2008 est. |
| 174 | Faroe Islands | 251,900,000 | 2008 est. |
| 175 | Gambia, The | 220,000,000 | 2008 est. |
| 176 | Belize | 215,500,000 | 2008 est. |
| 177 | Burundi | 208,000,000 | 2008 est. |
| 178 | Niger | 200,000,000 | 2008 est. |
| 179 | Lesotho | 200,000,000 | 2008 est. |
| 180 | Grenada | 195,400,000 | 2009 est. |
| 181 | Micronesia, Federated States of | 192,000,000 | 2002 |
| 182 | American Samoa | 190,000,000 | 2008 est. |
| 183 | Turks and Caicos Islands | 175,000,000 | 2008 est. |
| 184 | Central African Republic | 160,000,000 | 2008 est. |
| 185 | Rwanda | 160,000,000 | 2008 est. |
| 186 | Togo | 156,900,000 | 2008 est. |
| 187 | Gibraltar | 156,000,000 | 2008 est. |
| 188 | Saint Vincent and the Grenadines | 132,000,000 | 2008 est. |
| 189 | Saint Kitts and Nevis | 130,000,000 | 2008 est. |
| 190 | Benin | 128,000,000 | 2008 est. |
| 191 | Antigua and Barbuda | 115,000,000 | 2008 est. |
| 192 | Samoa | 108,000,000 | 2009 est. |
| 193 | Andorra | 101,000,000 | 2009 |
| 194 | Chad | 100,000,000 | 2008 est. |
| 195 | Equatorial Guinea | 92,000,000 | 2008 est. |
| 196 | Western Sahara | 90,000,000 | 2008 est. |
| 197 | Dominica | 87,000,000 | 2008 est. |
| 198 | Solomon Islands | 78,000,000 | 2008 est. |
| 199 | Guinea-Bissau | 70,000,000 | 2008 est. |
| 200 | Sierra Leone | 58,000,000 | 2008 est. |
| 201 | Saint Pierre and Miquelon | 53,000,000 | 2008 est. |
| 202 | Comoros | 52,000,000 | 2008 est. |
| 203 | British Virgin Islands | 45,000,000 | 2008 est. |
| 204 | Vanuatu | 43,000,000 | 2008 est. |
| 205 | Sao Tome and Principe | 41,000,000 | 2008 est. |
| 206 | Tonga | 40,000,000 | 2008 est. |
| 207 | Nauru | 32,000,000 | 2008 est. |
| 208 | Cook Islands | 31,000,000 | 2009 est. |
| 209 | Montserrat | 22,000,000 | 2008 est. |
| 210 | Kiribati | 22,000,000 | 2008 est. |
| 211 | Falkland Islands (Islas Malvinas) | 17,000,000 | 2008 est. |
| 212 | Saint Helena, Ascension, and Tristan da Cunha | 8,000,000 | 2008 est. |
| 213 | Niue | 3,000,000 | 2008 est. |
| 214 | Gaza Strip | 65,000 | 2009 |
| 215 | Northern Mariana Islands | 60,600 | January 2009 |
