CIA - The World Factbook --  ELECTRICITY - PRODUCTION

Electricity - production compares the annual electricity generated expressed in kilowatt-hours.

| Rank | Country | (KWH) | Date of Information |
| --- | --- | --- | --- |
| 1 | China | 5,169,000,000,000 | 2013 |
| 2 | United States | 4,048,000,000,000 | 2012 est. |
| 3 | European Union | 3,260,000,000,000 | 2013 est. |
| 4 | Russia | 1,054,000,000,000 | 2013 est. |
| 5 | India | 974,900,000,000 | 2011 est. |
| 6 | Japan | 963,000,000,000 | 2012 est. |
| 7 | Canada | 644,100,000,000 | 2012 est. |
| 8 | Germany | 575,900,000,000 | 2012 est. |
| 9 | France | 532,000,000,000 | 2012 est. |
| 10 | Brazil | 530,400,000,000 | 2011 est. |
| 11 | Korea, South | 494,700,000,000 | 2012 est. |
| 12 | United Kingdom | 365,700,000,000 | 2013 est. |
| 13 | Italy | 286,200,000,000 | 2012 est. |
| 14 | Mexico | 277,600,000,000 | 2012 est. |
| 15 | Spain | 276,500,000,000 | 2012 est. |
| 16 | South Africa | 257,900,000,000 | 2012 est. |
| 17 | Australia | 239,700,000,000 | 2012 est. |
| 18 | Saudi Arabia | 235,100,000,000 | 2011 est. |
| 19 | Taiwan | 235,000,000,000 | 2011 est. |
| 20 | Turkey | 228,100,000,000 | 2012 est. |
| 21 | Iran | 225,800,000,000 | 2011 est. |
| 22 | Ukraine | 198,100,000,000 | 2012 est. |
| 23 | Thailand | 173,300,000,000 | 2012 est. |
| 24 | Indonesia | 172,700,000,000 | 2011 est. |
| 25 | Sweden | 162,900,000,000 | 2012 est. |
| 26 | Egypt | 152,000,000,000 | 2012 est. |
| 27 | Poland | 150,900,000,000 | 2012 est. |
| 28 | Norway | 144,700,000,000 | 2012 est. |
| 29 | Venezuela | 127,600,000,000 | 2012 est. |
| 30 | Argentina | 123,200,000,000 | 2011 est. |
| 31 | Malaysia | 118,000,000,000 | 2012 est. |
| 32 | Vietnam | 117,000,000,000 | 2012 est. |
| 33 | Netherlands | 98,570,000,000 | 2013 est. |
| 34 | United Arab Emirates | 97,910,000,000 | 2011 est. |
| 35 | Kazakhstan | 90,530,000,000 | 2012 est. |
| 36 | Pakistan | 89,880,000,000 | 2011 est. |
| 37 | Czech Republic | 81,710,000,000 | 2012 est. |
| 38 | Belgium | 74,130,000,000 | 2012 est. |
| 39 | Austria | 69,000,000,000 | 2012 est. |
| 40 | Finland | 67,690,000,000 | 2012 est. |
| 41 | Philippines | 66,010,000,000 | 2011 est. |
| 42 | Switzerland | 65,540,000,000 | 2012 est. |
| 43 | Israel | 64,440,000,000 | 2014 est. |
| 44 | Iraq | 62,300,000,000 | 2013 est. |
| 45 | Chile | 61,850,000,000 | 2011 est. |
| 46 | Colombia | 59,220,000,000 | 2011 est. |
| 47 | Paraguay | 57,050,000,000 | 2011 est. |
| 48 | Romania | 56,710,000,000 | 2012 est. |
| 49 | Greece | 54,980,000,000 | 2012 est. |
| 50 | Kuwait | 54,010,000,000 | 2011 est. |
| 51 | Uzbekistan | 52,530,000,000 | 2012 est. |
| 52 | Algeria | 48,050,000,000 | 2011 est. |
| 53 | Singapore | 47,950,000,000 | 2013 est. |
| 54 | Bulgaria | 46,650,000,000 | 2011 est. |
| 55 | Portugal | 44,270,000,000 | 2012 est. |
| 56 | New Zealand | 42,910,000,000 | 2012 est. |
| 57 | Bangladesh | 42,410,000,000 | 2011 est. |
| 58 | Hong Kong | 39,970,000,000 | 2013 est. |
| 59 | Syria | 38,780,000,000 | 2011 est. |
| 60 | Peru | 38,400,000,000 | 2012 est. |
| 61 | Serbia | 37,650,000,000 | 2013 est. |
| 62 | Hungary | 34,280,000,000 | 2012 est. |
| 63 | Belarus | 30,330,000,000 | 2011 est. |
| 64 | Denmark | 29,850,000,000 | 2012 est. |
| 65 | Qatar | 28,870,000,000 | 2011 est. |
| 66 | Slovakia | 26,420,000,000 | 2012 est. |
| 67 | Ireland | 26,090,000,000 | 2012 est. |
| 68 | Libya | 25,960,000,000 | 2011 est. |
| 69 | Nigeria | 25,700,000,000 | 2011 est. |
| 70 | Morocco | 23,650,000,000 | 2011 est. |
| 71 | Azerbaijan | 22,990,000,000 | 2012 est. |
| 72 | Ecuador | 22,850,000,000 | 2012 est. |
| 73 | Korea, North | 20,990,000,000 | 2011 est. |
| 74 | Oman | 20,070,000,000 | 2011 est. |
| 75 | Puerto Rico | 20,020,000,000 | 2011 est. |
| 76 | Turkmenistan | 19,970,000,000 | 2013 est. |
| 77 | Jordan | 17,260,000,000 | 2013 est. |
| 78 | Iceland | 17,190,000,000 | 2012 est. |
| 79 | Tajikistan | 17,090,000,000 | 2013 est. |
| 80 | Cuba | 16,750,000,000 | 2011 est. |
| 81 | Lebanon | 15,420,000,000 | 2011 est. |
| 82 | Tunisia | 15,230,000,000 | 2011 est. |
| 83 | Kyrgyzstan | 14,960,000,000 | 2011 est. |
| 84 | Mozambique | 14,830,000,000 | 2012 est. |
| 85 | Slovenia | 14,760,000,000 | 2012 est. |
| 86 | Croatia | 14,240,000,000 | 2013 est. |
| 87 | Dominican Republic | 13,090,000,000 | 2011 est. |
| 88 | Bahrain | 13,000,000,000 | 2011 est. |
| 89 | Bosnia and Herzegovina | 12,930,000,000 | 2012 est. |
| 90 | Lithuania | 12,270,000,000 | 2012 est. |
| 91 | Laos | 12,240,000,000 | 2011 est. |
| 92 | Sri Lanka | 11,800,000,000 | 2012 est. |
| 93 | Estonia | 11,660,000,000 | 2012 est. |
| 94 | Zambia | 11,340,000,000 | 2011 est. |
| 95 | Ghana | 10,910,000,000 | 2011 est. |
| 96 | Uruguay | 10,160,000,000 | 2011 est. |
| 97 | Costa Rica | 9,889,000,000 | 2011 est. |
| 98 | Georgia | 9,694,000,000 | 2012 est. |
| 99 | Guatemala | 8,361,000,000 | 2011 est. |
