CIA - The World Factbook --  ELECTRICITY - PRODUCTION

Electricity - production compares the annual electricity generated expressed in kilowatt-hours.

| Rank | Country | (KWH) | Date of Information |
| --- | --- | --- | --- |
| 1 | China | 5,650,000,000,000 | 2014 |
| 2 | United States | 4,048,000,000,000 | 2012 est. |
| 3 | European Union | 3,166,000,000,000 | 2014 est. |
| 4 | Russia | 1,064,000,000,000 | 2014 est. |
| 5 | India | 1,052,000,000,000 | 2012 est. |
| 6 | Japan | 966,400,000,000 | 2012 est. |
| 7 | Canada | 616,200,000,000 | 2014 est. |
| 8 | Germany | 585,200,000,000 | 2012 est. |
| 9 | France | 568,000,000,000 | 2013 est. |
| 10 | Brazil | 537,600,000,000 | 2012 est. |
| 11 | Korea, South | 522,000,000,000 | 2014 est. |
| 12 | United Kingdom | 335,000,000,000 | 2014 est. |
| 13 | Italy | 281,000,000,000 | 2012 est. |
| 14 | Spain | 280,000,000,000 | 2012 est. |
| 15 | Mexico | 278,700,000,000 | 2012 est. |
| 16 | Taiwan | 258,000,000,000 | 2015 est. |
| 17 | Saudi Arabia | 255,400,000,000 | 2012 est. |
| 18 | Iran | 239,200,000,000 | 2012 est. |
| 19 | South Africa | 239,000,000,000 | 2012 est. |
| 20 | Australia | 235,200,000,000 | 2012 est. |
| 21 | Turkey | 228,300,000,000 | 2012 est. |
| 22 | Ukraine | 187,100,000,000 | 2012 est. |
| 23 | Indonesia | 185,300,000,000 | 2012 est. |
| 24 | Sweden | 161,000,000,000 | 2012 est. |
| 25 | Thailand | 156,400,000,000 | 2012 est. |
| 26 | Egypt | 155,300,000,000 | 2012 est. |
| 27 | Poland | 152,700,000,000 | 2012 est. |
| 28 | Norway | 142,000,000,000 | 2014 est. |
| 29 | Argentina | 127,900,000,000 | 2012 est. |
| 30 | Malaysia | 126,800,000,000 | 2012 est. |
| 31 | Venezuela | 123,000,000,000 | 2012 est. |
| 32 | Vietnam | 118,200,000,000 | 2012 est. |
| 33 | United Arab Emirates | 100,500,000,000 | 2012 est. |
| 34 | Netherlands | 98,570,000,000 | 2013 est. |
| 35 | Pakistan | 97,800,000,000 | 2013 est. |
| 36 | Kazakhstan | 90,530,000,000 | 2012 est. |
| 37 | Czechia | 81,860,000,000 | 2012 est. |
| 38 | Belgium | 76,090,000,000 | 2012 est. |
| 39 | Philippines | 75,270,000,000 | 2013 est. |
| 40 | Finland | 67,510,000,000 | 2012 est. |
| 41 | Chile | 66,890,000,000 | 2012 est. |
| 42 | Switzerland | 64,810,000,000 | 2012 est. |
| 43 | Austria | 64,740,000,000 | 2015 est. |
| 44 | Israel | 64,440,000,000 | 2014 est. |
| 45 | Iraq | 62,300,000,000 | 2013 est. |
| 46 | Romania | 62,040,000,000 | 2014 est. |
| 47 | Paraguay | 59,630,000,000 | 2012 est. |
| 48 | Kuwait | 58,900,000,000 | 2012 est. |
| 49 | Colombia | 57,810,000,000 | 2012 est. |
| 50 | Greece | 57,550,000,000 | 2012 est. |
| 51 | Algeria | 53,990,000,000 | 2012 est. |
| 52 | Portugal | 51,670,000,000 | 2013 est. |
| 53 | Uzbekistan | 49,910,000,000 | 2012 est. |
| 54 | Singapore | 49,310,000,000 | 2014 est. |
| 55 | Bulgaria | 48,440,000,000 | 2015 est. |
| 56 | Bangladesh | 47,310,000,000 | 2012 est. |
| 57 | New Zealand | 43,280,000,000 | 2012 est. |
| 58 | Hong Kong | 39,970,000,000 | 2013 est. |
| 59 | Peru | 39,070,000,000 | 2012 est. |
| 60 | Serbia | 34,400,000,000 | 2014 est. |
| 61 | Qatar | 32,700,000,000 | 2012 est. |
| 62 | Libya | 31,940,000,000 | 2012 est. |
| 63 | Belarus | 31,500,000,000 | 2013 est. |
| 64 | Syria | 29,480,000,000 | 2012 est. |
| 65 | Denmark | 28,930,000,000 | 2012 est. |
| 66 | Nigeria | 27,270,000,000 | 2012 est. |
| 67 | Slovakia | 27,250,000,000 | 2014 est. |
| 68 | Ireland | 25,850,000,000 | 2012 est. |
| 69 | Morocco | 25,350,000,000 | 2012 est. |
| 70 | Oman | 23,770,000,000 | 2012 est. |
| 71 | Hungary | 23,460,000,000 | 2015 est. |
| 72 | Azerbaijan | 22,990,000,000 | 2012 est. |
| 73 | Turkmenistan | 22,300,000,000 | 2014 est. |
| 74 | Ecuador | 22,110,000,000 | 2012 est. |
| 75 | Puerto Rico | 20,030,000,000 | 2012 est. |
| 76 | Cuba | 19,140,000,000 | 2013 est. |
| 77 | Korea, North | 18,760,000,000 | 2012 est. |
| 78 | Dominican Republic | 17,970,000,000 | 2014 est. |
| 79 | Iceland | 17,430,000,000 | 2012 est. |
| 80 | Tajikistan | 17,090,000,000 | 2013 est. |
| 81 | Bosnia and Herzegovina | 16,300,000,000 | 2013 est. |
| 82 | Tunisia | 16,090,000,000 | 2012 est. |
| 83 | Jordan | 15,600,000,000 | 2012 est. |
| 84 | Mozambique | 15,010,000,000 | 2012 est. |
| 85 | Kyrgyzstan | 14,970,000,000 | 2012 est. |
| 86 | Slovenia | 14,810,000,000 | 2012 est. |
| 87 | Lebanon | 13,990,000,000 | 2012 est. |
| 88 | Croatia | 13,380,000,000 | 2014 est. |
| 89 | Bahrain | 13,260,000,000 | 2012 est. |
| 90 | Ghana | 12,870,000,000 | 2013 est. |
| 91 | Estonia | 12,440,000,000 | 2014 est. |
| 92 | Laos | 12,100,000,000 | 2012 est. |
| 93 | Zambia | 11,730,000,000 | 2012 est. |
| 94 | Sri Lanka | 11,360,000,000 | 2012 est. |
| 95 | Burma | 10,480,000,000 | 2012 est. |
| 96 | Uruguay | 10,300,000,000 | 2012 est. |
| 97 | Costa Rica | 10,050,000,000 | 2012 est. |
| 98 | Guatemala | 9,781,000,000 | 2014 est. |
| 99 | Georgia | 9,475,000,000 | 2012 est. |
| 100 | Trinidad and Tobago | 8,604,000,000 | 2012 est. |
| 101 | Panama | 8,361,000,000 | 2012 est. |
| 102 | Kenya | 8,123,000,000 | 2012 est. |
| 103 | Congo, Democratic Republic of the | 7,885,000,000 | 2012 est. |
| 104 | Zimbabwe | 7,736,000,000 | 2012 est. |
| 105 | Armenia | 7,622,000,000 | 2012 est. |
| 106 | Bolivia | 7,375,000,000 | 2013 est. |
| 107 | Honduras | 7,309,000,000 | 2012 est. |
| 108 | Sudan | 7,193,000,000 | 2012 est. |
| 109 | Bhutan | 7,147,000,000 | 2014 est. |
| 110 | Cote d'Ivoire | 6,688,000,000 | 2012 est. |
| 111 | Ethiopia | 6,632,000,000 | 2012 est. |
| 112 | Yemen | 6,185,000,000 | 2012 est. |
| 113 | El Salvador | 6,180,000,000 | 2012 est. |
| 114 | Cameroon | 6,155,000,000 | 2012 est. |
| 115 | Latvia | 6,008,000,000 | 2012 est. |
| 116 | Tanzania | 5,532,000,000 | 2012 est. |
| 117 | Angola | 5,475,000,000 | 2012 est. |
| 118 | Kosovo | 5,324,000,000 | 2014 est. |
| 119 | Albania | 4,726,000,000 | 2014 est. |
| 120 | Macedonia | 4,569,000,000 | 2014 est. |
| 121 | Mongolia | 4,534,000,000 | 2012 est. |
| 122 | Nicaragua | 4,438,000,000 | 2014 est. |
| 123 | Brunei | 4,055,000,000 | 2014 est. |
| 124 | Jamaica | 4,041,000,000 | 2012 est. |
| 125 | Cyprus | 3,942,000,000 | 2013 est. |
| 126 | Lithuania | 3,927,000,000 | 2012 est. |
| 127 | Montenegro | 3,809,000,000 | 2013 est. |
| 128 | Moldova | 3,574,000,000 | 2014 est. |
| 129 | Nepal | 3,516,000,000 | 2012 est. |
| 130 | Papua New Guinea | 3,350,000,000 | 2012 est. |
| 131 | Senegal | 3,148,000,000 | 2012 est. |
| 132 | Uganda | 3,045,000,000 | 2012 est. |
| 133 | New Caledonia | 2,920,000,000 | 2012 est. |
| 134 | Mauritius | 2,885,000,000 | 2013 est. |
| 135 | Malawi | 2,180,000,000 | 2012 est. |
| 136 | Malta | 2,170,000,000 | 2014 est. |
| 137 | Luxembourg | 2,119,000,000 | 2012 est. |
| 138 | Gabon | 2,111,000,000 | 2012 est. |
| 139 | Madagascar | 2,025,000,000 | 2012 est. |
| 140 | Bahamas, The | 1,845,000,000 | 2012 est. |
| 141 | Namibia | 1,796,000,000 | 2012 est. |
| 142 | Curacao | 1,785,000,000 | 2012 est. |
| 143 | Cambodia | 1,770,000,000 | 2013 est. |
| 144 | Suriname | 1,750,000,000 | 2012 est. |
| 145 | Guam | 1,566,000,000 | 2013 est. |
| 146 | Congo, Republic of the | 1,303,000,000 | 2012 est. |
| 147 | Haiti | 1,089,000,000 | 2012 est. |
| 148 | Mauritania | 1,035,000,000 | 2012 est. |
| 149 | Aruba | 990,000,000 | 2012 est. |
| 150 | Barbados | 981,000,000 | 2012 est. |
| 151 | Guinea | 971,000,000 | 2012 est. |
| 152 | Mali | 949,000,000 | 2012 est. |
| 153 | Afghanistan | 884,100,000 | 2012 est. |
| 154 | South Sudan | 881,300,000 | 2012 est. |
| 155 | Fiji | 857,500,000 | 2013 est. |
| 156 | Guyana | 800,000,000 | 2012 est. |
| 157 | Virgin Islands | 777,900,000 | 2012 est. |
| 158 | French Polynesia | 702,000,000 | 2012 est. |
| 159 | Bermuda | 648,900,000 | 2014 est. |
| 160 | Cayman Islands | 587,000,000 | 2012 est. |
| 161 | Burkina Faso | 522,000,000 | 2012 est. |
| 162 | Lesotho | 486,000,000 | 2012 est. |
| 163 | West Bank | 433,000,000 | 2012 est. |
| 164 | Swaziland | 425,000,000 | 2012 est. |
| 165 | Belize | 423,000,000 | 2012 est. |
| 166 | Macau | 413,700,000 | 2013 est. |
| 167 | Saint Lucia | 361,700,000 | 2012 est. |
| 168 | Niger | 355,000,000 | 2012 est. |
| 169 | Timor-Leste | 349,400,000 | 2012 est. |
| 170 | Eritrea | 338,000,000 | 2012 est. |
| 171 | Djibouti | 335,000,000 | 2012 est. |
| 172 | Seychelles | 316,000,000 | 2012 est. |
| 173 | Antigua and Barbuda | 315,000,000 | 2012 est. |
| 174 | Somalia | 315,000,000 | 2012 est. |
| 175 | Greenland | 314,000,000 | 2012 est. |
| 176 | Rwanda | 310,200,000 | 2012 est. |
| 177 | Cabo Verde | 307,000,000 | 2012 est. |
| 178 | Sint Maarten | 304,300,000 | 2008 est. |
| 179 | Liberia | 300,000,000 | 2012 est. |
| 180 | Maldives | 287,200,000 | 2012 est. |
| 181 | Faroe Islands | 281,000,000 | 2012 est. |
| 182 | Botswana | 235,000,000 | 2012 est. |
| 183 | Gambia, The | 235,000,000 | 2012 est. |
| 184 | Chad | 205,000,000 | 2012 est. |
| 185 | Burundi | 202,000,000 | 2012 est. |
| 186 | Grenada | 193,000,000 | 2012 est. |
| 187 | Micronesia, Federated States of | 192,000,000 | 2002 |
| 188 | Central African Republic | 181,000,000 | 2012 est. |
| 189 | Turks and Caicos Islands | 180,000,000 | 2012 est. |
| 190 | Gibraltar | 165,000,000 | 2012 est. |
| 191 | American Samoa | 156,400,000 | 2013 est. |
| 192 | Benin | 154,000,000 | 2012 est. |
| 193 | Liechtenstein | 145,300,000 | 2012 |
| 194 | Sierra Leone | 145,000,000 | 2012 est. |
| 195 | Saint Kitts and Nevis | 140,000,000 | 2012 est. |
| 196 | Saint Vincent and the Grenadines | 137,000,000 | 2012 est. |
| 197 | Togo | 109,000,000 | 2012 est. |
| 198 | Equatorial Guinea | 100,000,000 | 2012 est. |
| 199 | Samoa | 97,200,000 | 2012 est. |
| 200 | Dominica | 96,500,000 | 2012 est. |
| 201 | Andorra | 91,240,000 | 2011 |
| 202 | Western Sahara | 90,000,000 | 2012 est. |
| 203 | Solomon Islands | 85,000,000 | 2012 est. |
| 204 | Sao Tome and Principe | 65,000,000 | 2012 est. |
| 205 | British Virgin Islands | 55,000,000 | 2012 est. |
| 206 | Vanuatu | 53,000,000 | 2012 est. |
| 207 | Guinea-Bissau | 50,000,000 | 2012 est. |
| 208 | Tonga | 48,000,000 | 2012 est. |
| 209 | Saint Pierre and Miquelon | 43,000,000 | 2012 est. |
| 210 | Comoros | 43,000,000 | 2012 est. |
| 211 | Cook Islands | 31,130,000 | 2012 est. |
| 212 | Kiribati | 26,000,000 | 2012 est. |
| 213 | Montserrat | 25,000,000 | 2012 est. |
| 214 | Nauru | 25,000,000 | 2012 est. |
| 215 | Falkland Islands (Islas Malvinas) | 12,000,000 | 2012 est. |
| 216 | Tuvalu | 11,800,000 | 2011 |
| 217 | Saint Helena, Ascension, and Tristan da Cunha | 8,000,000 | 2012 est. |
| 218 | Niue | 3,000,000 | 2012 est. |
| 219 | Northern Mariana Islands | 60,600 | January 2009 |
| 220 | Gaza Strip | 51,000 | 2011 est. |


