CIA - The World Factbook --  Taxes and other revenues   

This entry records total taxes and other revenues received by the national government during the time period indicated, expressed as a percent of GDP. Taxes include personal and corporate income taxes, value added taxes, excise taxes, and tariffs. Other revenues include social contributions - such as payments for social security and hospital insurance - grants, and net revenues from public enterprises. Normalizing the data, by dividing total revenues by GDP, enables easy comparisons across countries, and provides an average rate at which all income (GDP) is paid to the national level government for the supply of public goods and services.

| Rank | country | (% of GDP) | Date of Information |
| --- | --- | --- | --- |
| 1 | Cuba | 80.5 | 2012 est. |
| 2 | Iraq | 79.9 | 2012 est. |
| 3 | Greenland | 79.6 | 2010 |
| 4 | Turkmenistan | 78.9 | 2012 est. |
| 5 | Macau | 76.7 | 2012 est. |
| 6 | Marshall Islands | 76.3 | 2008 |
| 7 | Micronesia, Federated States of | 69.7 | FY07 est. |
| 8 | Libya | 66.8 | 2012 est. |
| 9 | Lesotho | 63.2 | 2012 est. |
| 10 | Kuwait | 61.2 | 2012 est. |
| 11 | Tuvalu | 59.8 | 2006 |
| 12 | Denmark | 57.1 | 2012 est. |
| 13 | Norway | 56.6 | 2012 est. |
| 14 | Sweden | 55.3 | 2012 est. |
| 15 | Palau | 54.3 | 2010 est. |
| 16 | Finland | 52.3 | 2012 est. |
| 17 | France | 52.0 | 2012 est. |
| 18 | Equatorial Guinea | 49.5 | 2012 est. |
| 19 | Brunei | 48.9 | 2012 est. |
| 20 | Congo, Republic of the | 48.9 | 2012 est. |
| 21 | Angola | 48.8 | 2012 est. |
| 22 | Bolivia | 48.4 | 2012 est. |
| 23 | Italy | 48.3 | 2012 est. |
| 24 | Bhutan | 47.9 | 2012 est. |
| 25 | Saudi Arabia | 47.8 | 2012 est. |
| 26 | Austria | 47.8 | 2012 est. |
| 27 | San Marino | 47.7 | 2009 |
| 28 | Belgium | 47.7 | 2012 est. |
| 29 | Bosnia and Herzegovina | 47.7 | 2012 est. |
| 30 | Slovenia | 45.1 | 2012 est. |
