CIA - The World Factbook --  TAXES AND OTHER REVENUES

Taxes and other revenues records total taxes and other revenues received by the national government during the time period indicated, expressed as a percent of GDP. Taxes include personal and corporate income taxes, value added taxes, excise taxes, and tariffs. Other revenues include social contributions - such as payments for social security and hospital insurance - grants, and net revenues from public enterprises.

| Rank | Country | (% OF GDP) | Date of Information |
| --- | --- | --- | --- |
  1      Tuvalu                                           
  2      Kiribati                                         
| 3 | Greenland | 71.0 | 2015 est. |
| 4 | Andorra | 69.0 | 2016 |
| 5 | Micronesia, Federated States of | 66.4 | FY12/13 est. |
| 6 | Palau | 66.1 | 2016 est. |
| 7 | Marshall Islands | 63.8 | 2013 est. |
| 8 | Cuba | 62.3 | 2015 est. |
| 9 | Iceland | 58.4 | 2016 est. |
| 10 | Finland | 54.2 | 2016 est. |
| 11 | Norway | 54.2 | 2016 est. |
| 12 | France | 53.1 | 2016 est. |
| 13 | Denmark | 52.9 | 2016 est. |
| 14 | Sweden | 51.0 | 2016 est. |
| 15 | Belgium | 50.7 | 2016 est. |
| 16 | Greece | 49.8 | 2016 est. |
| 17 | Austria | 49.5 | 2016 est. |
| 18 | Anguilla | 48.1 | 2016 est. |
| 19 | Croatia | 47.6 | 2016 est. |
| 20 | Italy | 47.1 | 2016 est. |
| 21 | European Union | 45.2 | 2014 |
| 22 | Hungary | 45.1 | 2016 est. |
| 23 | Germany | 45.1 | 2016 est. |
| 24 | Netherlands | 44.2 | 2016 est. |
| 25 | Bosnia and Herzegovina | 44.1 | 2016 est. |
| 26 | Serbia | 43.9 | 2016 est. |
| 27 | Maldives | 43.8 | 2016, est. |
| 28 | Slovenia | 43.6 | 2016 est. |
| 29 | Kuwait | 43.2 | 2016 est. |
| 30 | Luxembourg | 43.1 | 2016 est. |
| 31 | Portugal | 43.0 | 2016 est. |
| 32 | Bolivia | 41.9 | 2016 est. |
| 33 | San Marino | 41.9 | 2011 est. |
| 34 | Saint Kitts and Nevis | 41.0 | 2016 est. |
| 35 | Falkland Islands (Islas Malvinas) | 40.8 | FY09/10 |
| 36 | Estonia | 40.7 | 2016 est. |
| 37 | Lesotho | 40.5 | 2016 est. |
| 38 | Czechia | 40.5 | 2016 est. |
| 39 | Belarus | 40.1 | 2016 est. |
| 40 | Slovakia | 40.0 | 2016 est. |
| 41 | French Polynesia | 39.4 | 2012 |
| 42 | Cyprus | 39.2 | 2016 est. |
| 43 | United Kingdom | 39.2 | 2016 est. |
| 44 | Malta | 39.0 | 2016 est. |
| 45 | Canada | 38.8 | 2016 est. |
| 46 | Seychelles | 38.5 | 2016 est. |
| 47 | Spain | 37.9 | 2016 est. |
| 48 | New Zealand | 37.6 | 2016 est. |
| 49 | Cayman Islands | 37.6 | 2016 est. |
| 50 | Montenegro | 36.8 | 2014 est. |
| 51 | Bulgaria | 36.6 | 2016 est. |
| 52 | Latvia | 36.4 | 2016 est. |
| 53 | Solomon Islands | 36.2 | 2016 est. |
| 54 | Brazil | 35.9 | 2016 est. |
| 55 | Cook Islands | 35.6 | 2010 est. |
| 56 | Switzerland | 34.9 | 2016 est. |
| 57 | Lithuania | 34.5 | 2016 est. |
| 58 | Venezuela | 34.4 | 2016 est. |
| 59 | Australia | 34.3 | 2016 est. |
| 60 | Botswana | 34.2 | 2016 est. |
| 61 | Moldova | 34.2 | 2016 est. |
| 62 | Japan | 34.1 | 2016 est. |
| 63 | Tonga | 33.6 | 2016 est. |
