CIA - The World Factbook --  REFINED PETROLEUM PRODUCTS - IMPORTS

Refined petroleum products - imports is the country's total imports of refined petroleum products, in barrels per day (bbl/day).

| Rank | Country | (BBL/DAY) | Date of Information |
| --- | --- | --- | --- |
| 1 | European Union | 8,613,000 | 2013 est. |
| 2 | Singapore | 1,914,000 | 2012 est. |
| 3 | Netherlands | 1,838,000 | 2013 est. |
| 4 | Philippines | 1,577,000 | 2014 est. |
| 5 | Japan | 1,103,000 | 2013 est. |
| 6 | Korea, South | 920,000 | 2013 est. |
| 7 | France | 888,800 | 2013 est. |
| 8 | United States | 778,800 | 2013 est. |
| 9 | Germany | 734,800 | 2013 est. |
| 10 | Indonesia | 699,500 | 2012 est. |
| 11 | United Kingdom | 603,100 | 2013 est. |
| 12 | China | 600,000 | 2014 est. |
| 13 | Mexico | 563,300 | 2013 est. |
| 14 | Belgium | 548,000 | 2013 est. |
| 15 | Brazil | 537,300 | 2012 est. |
| 16 | Turkey | 438,600 | 2013 est. |
| 17 | Australia | 424,000 | 2013 est. |
| 18 | Taiwan | 363,100 | 2015 est. |
| 19 | Hong Kong | 345,900 | 2013 est. |
| 20 | United Arab Emirates | 341,700 | 2012 est. |
| 21 | Saudi Arabia | 338,800 | 2012 est. |
| 22 | India | 312,000 | 2013 est. |
| 23 | Malaysia | 302,700 | 2012 est. |
| 24 | Vietnam | 298,400 | 2012 est. |
| 25 | Curacao | 291,700 | 2009 est. |
| 26 | Spain | 285,000 | 2013 est. |
| 27 | Italy | 260,300 | 2013 est. |
| 28 | Iraq | 242,700 | 2012 est. |
| 29 | Canada | 230,100 | 2013 est. |
| 30 | Pakistan | 210,000 | 2012 est. |
| 31 | Nigeria | 180,900 | 2012 est. |
| 32 | Ukraine | 175,100 | 2012 est. |
| 33 | Egypt | 170,000 | 2013 est. |
| 34 | Morocco | 161,000 | 2012 est. |
| 35 | Switzerland | 157,900 | 2013 est. |
| 36 | Sweden | 152,700 | 2013 est. |
| 37 | Puerto Rico | 149,700 | 2012 est. |
| 38 | Denmark | 141,100 | 2013 est. |
| 39 | Chile | 139,200 | 2013 est. |
| 40 | South Africa | 137,900 | 2012 est. |
| 41 | Ecuador | 135,500 | 2012 est. |
