CIA - The World Factbook --  REFINED PETROLEUM PRODUCTS - IMPORTS

Refined petroleum products - imports is the country's total imports of refined petroleum products, in barrels per day (bbl/day).

| Rank | Country | (BBL/DAY) | Date of Information |
| --- | --- | --- | --- |
| 1 | European Union | 8,613,000 | 2016 est. |
| 2 | United States | 2,205,000 | 2016 est. |
| 3 | Singapore | 2,153,000 | 2014 est. |
| 4 | Netherlands | 2,100,000 | 2016 est. |
| 5 | Japan | 1,141,000 | 2016 est. |
| 6 | China | 971,900 | 2014 est. |
| 7 | United Kingdom | 941,200 | 2016 est. |
| 8 | Korea, South | 935,500 | 2016 est. |
| 9 | France | 854,200 | 2016 est. |
| 10 | Germany | 800,500 | 2016 est. |
| 11 | Mexico | 751,500 | 2016 est. |
| 12 | Indonesia | 668,500 | 2014 est. |
| 13 | Belgium | 585,700 | 2016 est. |
| 14 | Australia | 564,300 | 2016 est. |
| 15 | Brazil | 559,000 | 2014 est. |
| 16 | Turkey | 527,700 | 2016 est. |
| 17 | Saudi Arabia | 486,900 | 2014 est. |
| 18 | India | 481,900 | 2014 est. |
| 19 | Italy | 449,600 | 2016 est. |
| 20 | Spain | 421,000 | 2016 est. |
| 21 | Taiwan | 416,200 | 2014 est. |
| 22 | United Arab Emirates | 413,700 | 2014 est. |
| 23 | Malaysia | 409,500 | 2014 est. |
| 24 | Canada | 381,200 | 2016 est. |
| 25 | Hong Kong | 332,000 | 2014 est. |
| 26 | Iraq | 295,300 | 2014 est. |
| 27 | Curacao | 291,700 | 2009 est. |
| 28 | Vietnam | 256,600 | 2014 est. |
| 29 | Pakistan | 247,300 | 2014 est. |
| 30 | Sweden | 220,300 | 2016 est. |
| 31 | Egypt | 206,100 | 2014 est. |
| 32 | Morocco | 187,400 | 2014 est. |
| 33 | Philippines | 186,100 | 2014 est. |
| 34 | Greece | 181,000 | 2016 est. |
| 35 | Nigeria | 180,100 | 2014 est. |
| 36 | Ukraine | 177,700 | 2014 est. |
| 37 | Poland | 173,500 | 2016 est. |
| 38 | Libya | 169,400 | 2014 est. |
| 39 | Switzerland | 166,300 | 2016 est. |
| 40 | Denmark | 165,400 | 2016 est. |
| 41 | South Africa | 164,700 | 2014 est. |
| 42 | Thailand | 162,800 | 2014 est. |
| 43 | Chile | 160,900 | 2016 est. |
| 44 | Puerto Rico | 158,800 | 2014 est. |
| 45 | Ecuador | 155,700 | 2014 est. |
| 46 | Lebanon | 148,800 | 2014 est. |
| 47 | Finland | 147,600 | 2016 est. |
| 48 | Argentina | 145,000 | 2014 est. |
| 49 | Austria | 132,100 | 2016 est. |
| 50 | Panama | 131,000 | 2014 est. |
| 51 | Virgin Islands | 130,000 | 2014 est. |
| 52 | Afghanistan | 127,200 | 2014 est. |
| 53 | Norway | 124,500 | 2016 est. |
| 54 | Ireland | 119,600 | 2016 est. |
| 55 | Angola | 118,000 | 2014 est. |
| 56 | Guatemala | 104,200 | 2016 est. |
| 57 | Czechia | 103,200 | 2016 est. |
| 58 | Israel | 98,020 | 2016 est. |
| 59 | Colombia | 95,790 | 2014 est. |
| 60 | Jordan | 93,860 | 2014 est. |
| 61 | Slovenia | 87,530 | 2016 est. |
| 62 | Bangladesh | 85,990 | 2014 est. |
| 63 | Dominican Republic | 84,370 | 2014 est. |
| 64 | Yemen | 84,340 | 2014 est. |
| 65 | Ghana | 80,350 | 2014 est. |
| 66 | Kenya | 76,090 | 2014 est. |
| 67 | Burma | 73,260 | 2014 est. |
| 68 | Tunisia | 72,610 | 2014 est. |
| 69 | Portugal | 71,920 | 2016 est. |
| 70 | Hungary | 67,860 | 2016 est. |
| 71 | Honduras | 64,820 | 2014 est. |
| 72 | Ethiopia | 64,380 | 2014 est. |
| 73 | Algeria | 62,480 | 2014 est. |
| 74 | Sri Lanka | 60,840 | 2014 est. |
| 75 | Tanzania | 58,700 | 2014 est. |
| 76 | Gibraltar | 58,300 | 2014 est. |
| 77 | Luxembourg | 55,900 | 2016 est. |
| 78 | New Zealand | 54,750 | 2016 est. |
| 79 | Latvia | 54,060 | 2016 est. |
| 80 | Costa Rica | 53,140 | 2014 est. |
| 81 | Peru | 52,880 | 2014 est. |
| 82 | Cuba | 51,970 | 2014 est. |
| 83 | Benin | 47,940 | 2014 est. |
| 84 | Russia | 47,770 | 2016 est. |
| 85 | Iran | 47,750 | 2014 est. |
| 86 | Cyprus | 45,740 | 2014 est. |
| 87 | El Salvador | 45,540 | 2014 est. |
| 88 | Bulgaria | 44,600 | 2014 est. |
| 89 | Kazakhstan | 44,490 | 2015 est. |
| 90 | Malta | 43,950 | 2014 est. |
| 91 | Syria | 41,120 | 2014 est. |
| 92 | Romania | 40,940 | 2014 est. |
| 93 | Cambodia | 37,930 | 2014 est. |
| 94 | Paraguay | 37,610 | 2014 est. |
| 95 | Slovakia | 36,470 | 2016 est. |
| 96 | Congo, Democratic Republic of the | 36,410 | 2014 est. |
| 97 | Estonia | 34,410 | 2016 est. |
| 98 | Jamaica | 34,170 | 2014 est. |
| 99 | Kyrgyzstan | 31,960 | 2014 est. |
| 100 | Croatia | 31,840 | 2014 est. |
| 101 | Nepal | 30,590 | 2014 est. |
| 102 | Senegal | 30,120 | 2014 est. |
| 103 | Lithuania | 27,520 | 2014 est. |
| 104 | Zimbabwe | 26,390 | 2014 est. |
| 105 | Bahamas, The | 26,330 | 2014 est. |
| 106 | Uganda | 26,290 | 2014 est. |
| 107 | Mauritius | 24,790 | 2014 est. |
| 108 | Namibia | 24,700 | 2014 est. |
| 109 | Mongolia | 24,380 | 2014 est. |
| 110 | Sudan | 23,920 | 2014 est. |
| 111 | Georgia | 23,910 | 2014 est. |
| 112 | Macedonia | 23,400 | 2016 est. |
