CIA - The World Factbook --  GDP - real growth rate   

This entry gives GDP growth on an annual basis adjusted for inflation and expressed as a percent.

| Rank | country | (%) | Date of Information |
| --- | --- | --- | --- |
| 1 | Bhutan | 21.40 | 2008 est. |
| 2 | Macau | 15.00 | 2008 |
| 3 | Qatar | 13.40 | 2008 est. |
| 4 | Timor-Leste | 12.80 | 2008 est. |
| 5 | Angola | 12.30 | 2008 est. |
| 6 | Ethiopia | 11.60 | 2008 est. |
| 7 | Rwanda | 11.20 | 2008 est. |
| 8 | Azerbaijan | 10.80 | 2008 est. |
| 9 | Equatorial Guinea | 10.60 | 2008 est. |
| 10 | Anguilla | 10.20 | 2004 est. |
| 11 | Belarus | 10.00 | 2008 est. |
| 12 | Peru | 9.80 | 2008 est. |
| 13 | Turkmenistan | 9.80 | 2008 est. |
| 14 | Malawi | 9.70 | 2008 est. |
| 15 | Niger | 9.50 | 2008 est. |
| 16 | Panama | 9.20 | 2008 est. |
| 17 | China | 9.00 | 2008 est. |
| 18 | Uzbekistan | 9.00 | 2008 est. |
| 19 | Mongolia | 9.00 | 2008 est. |
| 20 | Uruguay | 8.90 | 2008 est. |
| 21 | Kuwait | 8.50 | 2008 est. |
| 22 | Uganda | 8.30 | 2008 est. |
| 23 | Tajikistan | 7.90 | 2008 est. |
| 24 | Iraq | 7.80 | 2008 est. |
| 25 | Kyrgyzstan | 7.60 | 2008 est. |
| 26 | Laos | 7.50 | 2008 est. |
| 27 | Montenegro | 7.50 | 2008 est. |
| 28 | United Arab Emirates | 7.40 | 2008 est. |
| 29 | India | 7.40 | 2008 est. |
| 30 | Solomon Islands | 7.30 | 2008 est. |
| 31 | Ghana | 7.30 | 2008 est. |
| 32 | Egypt | 7.20 | 2008 est. |
| 33 | Moldova | 7.20 | 2008 est. |
| 34 | Liberia | 7.10 | 2008 est. |
| 35 | Romania | 7.10 | 2008 est. |
| 36 | Tanzania | 7.10 | 2008 est. |
| 37 | Gibraltar | 7.00 | 2005 est. |
| 38 | Madagascar | 7.00 | 2008 est. |
| 39 | Papua New Guinea | 7.00 | 2008 est. |
| 40 | Armenia | 6.80 | 2008 est. |
| 41 | Argentina | 6.80 | 2008 est. |
| 42 | Mozambique | 6.80 | 2008 est. |
| 43 | Lesotho | 6.80 | 2008 est. |
| 44 | Vanuatu | 6.60 | 2008 est. |
| 45 | Sudan | 6.60 | 2008 est. |
| 46 | Ecuador | 6.50 | 2008 est. |
| 47 | Iran | 6.50 | 2008 est. |
| 48 | Congo, Republic of the | 6.40 | 2008 est. |
| 49 | Oman | 6.40 | 2008 est. |
| 50 | Slovakia | 6.40 | 2008 est. |
| 51 | Bahrain | 6.30 | 2008 est. |
| 52 | Lebanon | 6.30 | 2008 est. |
| 53 | Morocco | 6.20 | 2008 est. |
| 54 | Vietnam | 6.20 | 2008 est. |
| 55 | Niue | 6.20 | 2003 est. |
| 56 | Albania | 6.10 | 2008 est. |
| 57 | Bolivia | 6.10 | 2008 est. |
| 58 | Indonesia | 6.10 | 2008 est. |
| 59 | Bulgaria | 6.00 | 2008 est. |
| 60 | Zambia | 6.00 | 2008 est. |
| 61 | Suriname | 6.00 | 2008 est. |
| 62 | Sri Lanka | 6.00 | 2008 est. |
| 63 | Congo, Democratic Republic of the | 5.90 | 2008 est. |
| 64 | Djibouti | 5.90 | 2008 est. |
| 65 | Libya | 5.90 | 2008 est. |
| 66 | Gambia, The | 5.90 | 2008 est. |
| 67 | Bangladesh | 5.80 | 2008 est. |
| 68 | Paraguay | 5.80 | 2008 est. |
| 69 | Maldives | 5.80 | 2008 est. |
| 70 | Jordan | 5.60 | 2008 est. |
| 71 | Russia | 5.60 | 2008 est. |
