CIA - The World Factbook --  GROSS NATIONAL SAVING

Gross national saving is derived by deducting final consumption expenditure from Gross national disposable income, and consists of personal saving, plus business saving, plus government saving, but excludes foreign saving. The figures are presented as a percent of GDP. A negative number indicates that the economy as a whole is spending more income than it produces, thus drawing down national wealth (dissaving).

| Rank | Country | (% OF GDP) | Date of Information |
| --- | --- | --- | --- |
| 1 | Suriname | 56.20 | 2016 est. |
| 2 | China | 45.90 | 2016 est. |
| 3 | Qatar | 45.20 | 2016 est. |
| 4 | Papua New Guinea | 44.50 | 2016 est. |
| 5 | Singapore | 44.40 | 2016 est. |
| 6 | Brunei | 43.50 | 2016 est. |
| 7 | Botswana | 43.30 | 2016 est. |
| 8 | Panama | 42.10 | 2016 est. |
| 9 | Iran | 41.60 | 2016 est. |
| 10 | Ethiopia | 39.80 | 2016 est. |
| 11 | Nepal | 39.60 | 2016 est. |
| 12 | Djibouti | 39.10 | 2016 est. |
| 13 | Ireland | 37.10 | 2016 est. |
| 14 | Korea, South | 36.20 | 2016 est. |
| 15 | Algeria | 35.70 | 2016 est. |
| 16 | Mauritania | 34.70 | 2016 est. |
| 17 | Taiwan | 34.50 | 2016 est. |
| 18 | Norway | 34.20 | 2016 est. |
| 19 | Thailand | 33.60 | 2016 est. |
| 20 | Switzerland | 33.50 | 2016 est. |
| 21 | Burma | 32.70 | 2016 est. |
| 22 | Indonesia | 32.50 | 2016 est. |
| 23 | Cabo Verde | 31.80 | 2016 est. |
| 24 | Vietnam | 30.70 | 2016 est. |
| 25 | Bangladesh | 30.20 | 2016 est. |
| 26 | Iceland | 29.50 | 2016 est. |
| 27 | Sri Lanka | 29.10 | 2016 est. |
| 28 | Sweden | 29.10 | 2016 est. |
| 29 | Morocco | 28.70 | 2016 est. |
| 30 | India | 28.70 | 2016 est. |
| 31 | Turkey | 28.70 | 2016 est. |
| 32 | Azerbaijan | 28.60 | 2016 est. |
| 33 | Netherlands | 28.50 | 2016 est. |
| 34 | United Arab Emirates | 28.40 | 2016 est. |
| 35 | Malta | 28.30 | 2016 est. |
| 36 | Malaysia | 28.20 | 2016 est. |
| 37 | Denmark | 28.10 | 2016 est. |
| 38 | Germany | 27.50 | 2016 est. |
| 39 | Czechia | 27.30 | 2016 est. |
| 40 | Japan | 27.10 | 2016 est. |
| 41 | Saudi Arabia | 26.80 | 2016 est. |
| 42 | Burkina Faso | 26.50 | 2016 est. |
| 43 | Slovenia | 26.50 | 2016 est. |
| 44 | Kuwait | 26.40 | 2016 est. |
| 45 | Hong Kong | 26.40 | 2016 est. |
| 46 | Afghanistan | 25.80 | 2016 est. |
| 47 | Estonia | 25.80 | 2016 est. |
| 48 | Faroe Islands | 25.70 | 2012 est. |
| 49 | Congo, Republic of the | 25.60 | 2016 est. |
| 50 | Austria | 25.50 | 2016 est. |
| 51 | Russia | 25.40 | 2016 est. |
| 52 | Chad | 25.30 | 2016 est. |
| 53 | Guyana | 25.10 | 2016 est. |
| 54 | Gabon | 24.90 | 2016 est. |
| 55 | Ecuador | 24.90 | 2016 est. |
| 56 | Uzbekistan | 24.60 | 2016 est. |
| 57 | Philippines | 24.50 | 2016 est. |
| 58 | Hungary | 24.50 | 2016 est. |
| 59 | Bulgaria | 24.50 | 2016 est. |
| 60 | Haiti | 24.40 | 2016 est. |
| 61 | Israel | 24.30 | 2016 est. |
| 62 | Kyrgyzstan | 24.00 | 2016 est. |
| 63 | Zambia | 23.70 | 2016 est. |
| 64 | Turkmenistan | 23.50 | 2016 est. |
| 65 | Mongolia | 23.30 | 2016 est. |
| 66 | Niger | 22.80 | 2016 est. |
| 67 | Romania | 22.70 | 2016 est. |
| 68 | Nicaragua | 22.70 | 2016 est. |
| 69 | Luxembourg | 22.50 | 2016 est. |
| 70 | Australia | 22.40 | 2016 est. |
| 71 | Bhutan | 22.40 | 2016 est. |
| 72 | Croatia | 22.40 | 2016 est. |
| 73 | Belgium | 22.30 | 2016 est. |
| 74 | Spain | 22.30 | 2016 est. |
| 75 | France | 22.20 | 2016 est. |
| 76 | European Union | 22.00 | 2016 est. |
| 77 | Solomon Islands | 22.00 | 2016 est. |
| 78 | Kazakhstan | 21.80 | 2016 est. |
| 79 | Belarus | 21.50 | 2016 est. |
| 80 | Latvia | 21.40 | 2016 est. |
| 81 | Colombia | 21.10 | 2016 est. |
| 82 | Mexico | 21.10 | 2016 est. |
| 83 | Bahrain | 20.90 | 2016 est. |
| 84 | Slovakia | 20.80 | 2016 est. |
| 85 | Cameroon | 20.80 | 2016 est. |
| 86 | Finland | 20.80 | 2016 est. |
| 87 | Jamaica | 20.50 | 2016 est. |
| 88 | New Zealand | 20.40 | 2016 est. |
| 89 | Tanzania | 20.40 | 2016 est. |
| 90 | Sao Tome and Principe | 20.40 | 2016 est. |
| 91 | Oman | 20.30 | 2016 est. |
| 92 | Uganda | 20.30 | 2016 est. |
| 93 | Cote d'Ivoire | 20.20 | 2016 est. |
| 94 | South Sudan | 20.20 | 2016 est. |
| 95 | Peru | 20.10 | 2016 est. |
| 96 | Lesotho | 19.80 | 2016 est. |
| 97 | Sudan | 19.60 | 2016 est. |
| 98 | Canada | 19.60 | 2016 est. |
| 99 | Italy | 19.60 | 2016 est. |
| 100 | Poland | 19.40 | 2016 est. |
| 101 | Tunisia | 19.30 | 2016 est. |
| 102 | Honduras | 19.30 | 2016 est. |
| 103 | Chile | 19.30 | 2016 est. |
| 104 | Georgia | 19.10 | 2016 est. |
| 105 | Syria | 19.10 | 2016 est. |
| 106 | Swaziland | 18.90 | 2016 est. |
| 107 | Uruguay | 18.60 | 2016 est. |
| 108 | Moldova | 18.40 | 2016 est. |
| 109 | Antigua and Barbuda | 18.40 | 2016 est. |
| 110 | Paraguay | 18.30 | 2016 est. |
| 111 | Macedonia | 17.50 | 2016 est. |
| 112 | Albania | 17.50 | 2016 est. |
| 113 | Ukraine | 17.50 | 2016 est. |
| 114 | Venezuela | 17.30 | 2016 est. |
| 115 | Senegal | 17.00 | 2016 est. |
| 116 | Equatorial Guinea | 16.90 | 2016 est. |
| 117 | Costa Rica | 16.40 | 2016 est. |
| 118 | Nigeria | 16.20 | 2016 est. |
| 119 | Benin | 16.20 | 2016 est. |
| 120 | South Africa | 16.20 | 2016 est. |
| 121 | Seychelles | 15.90 | 2016 est. |
| 122 | Armenia | 15.70 | 2016 est. |
| 123 | Portugal | 15.70 | 2016 est. |
| 124 | Saint Kitts and Nevis | 15.50 | 2016 est. |
| 125 | Bahamas, The | 15.40 | 2016 est. |
| 126 | Lithuania | 15.40 | 2016 est. |
| 127 | Bolivia | 15.10 | 2016 est. |
| 128 | Mauritius | 14.90 | 2016 est. |
| 129 | Laos | 14.80 | 2016 est. |
| 130 | Jordan | 14.80 | 2016 est. |
| 131 | Bosnia and Herzegovina | 14.50 | 2016 est. |
| 132 | Madagascar | 14.40 | 2016 est. |
| 133 | Guatemala | 14.20 | 2016 est. |
| 134 | Brazil | 14.10 | 2016 est. |
| 135 | United States | 14.00 | 2016 est. |
| 136 | Guinea-Bissau | 14.00 | 2016 est. |
| 137 | Saint Lucia | 13.90 | 2016 est. |
| 138 | Serbia | 13.80 | 2016 est. |
| 139 | Cambodia | 13.80 | 2016 est. |
| 140 | Pakistan | 13.70 | 2016 est. |
| 141 | Argentina | 13.60 | 2016 est. |
| 142 | Belize | 13.40 | 2016 est. |
| 143 | United Kingdom | 12.60 | 2016 est. |
| 144 | Kosovo | 12.50 | 2016 est. |
| 145 | Togo | 12.00 | 2016 est. |
| 146 | Kenya | 12.00 | 2016 est. |
| 147 | Comoros | 11.90 | 2016 est. |
| 148 | Rwanda | 11.70 | 2016 est. |
| 149 | El Salvador | 11.70 | 2016 est. |
| 150 | Tajikistan | 11.60 | 2016 est. |
| 151 | Namibia | 11.20 | 2016 est. |
| 152 | Cuba | 11.00 | 2016 est. |
| 153 | Mali | 10.50 | 2016 est. |
| 154 | Cyprus | 10.40 | 2016 est. |
| 155 | Greece | 9.90 | 2016 est. |
| 156 | Fiji | 9.70 | 2016 est. |
| 157 | Gambia, The | 8.60 | 2016 est. |
| 158 | Barbados | 8.20 | 2016 est. |
| 159 | Ghana | 8.10 | 2016 est. |
| 160 | Dominica | 8.00 | 2016 est. |
| 161 | West Bank | 7.80 | 2014 est. |
| 162 | Egypt | 7.60 | 2016 est. |
| 163 | Congo, Democratic Republic of the | 7.00 | 2016 est. |
| 164 | Zimbabwe | 5.00 | 2016 est. |
| 165 | Central African Republic | 4.60 | 2016 est. |
| 166 | Montenegro | 4.50 | 2016 est. |
| 167 | Guinea | 4.40 | 2016 est. |
| 168 | Eritrea | 4.40 | 2016 est. |
| 169 | Mozambique | 4.30 | 2016 est. |
| 170 | Burundi | 3.60 | 2016 est. |
| 171 | Iraq | 2.40 | 2016 est. |
| 172 | Saint Vincent and the Grenadines | 2.20 | 2016 est. |
| 173 | Maldives | 2.10 | 2016 est. |
| 174 | Angola | 1.50 | 2016 est. |
| 175 | Lebanon | 1.40 | 2016 est. |
| 176 | Trinidad and Tobago | -1.40 | 2016 est. |
| 177 | Sierra Leone | -1.60 | 2016 est. |
| 178 | Malawi | -3.90 | 2016 est. |
| 179 | Grenada | -5.20 | 2016 est. |
| 180 | Libya | -11.00 | 2016 est. |
| 181 | Yemen | -13.10 | 2016 est. |


