CIA - The World Factbook --  GROSS NATIONAL SAVING

Gross national saving is derived by deducting final consumption expenditure from Gross national disposable income, and consists of personal saving, plus business saving, plus government saving, but excludes foreign saving. The figures are presented as a percent of GDP. A negative number indicates that the economy as a whole is spending more income than it produces, thus drawing down national wealth (dissaving).

| Rank | Country | (% OF GDP) | Date of Information |
| --- | --- | --- | --- |
| 1 | Brunei | 56.10 | 2014 est. |
| 2 | Qatar | 56.00 | 2014 est. |
| 3 | Kuwait | 54.80 | 2014 est. |
| 4 | Algeria | 53.20 | 2014 est. |
| 5 | China | 49.50 | 2014 est. |
| 6 | Iran | 47.30 | 2014 est. |
| 7 | Singapore | 46.80 | 2014 est. |
| 8 | Saudi Arabia | 45.80 | 2014 est. |
| 9 | Equatorial Guinea | 43.20 | 2014 est. |
| 10 | Mongolia | 40.20 | 2014 est. |
| 11 | Oman | 38.30 | 2014 est. |
| 12 | Azerbaijan | 38.10 | 2014 est. |
| 13 | Botswana | 37.60 | 2014 est. |
| 14 | Gabon | 37.60 | 2014 est. |
| 15 | Norway | 37.50 | 2014 est. |
| 16 | Lesotho | 34.90 | 2014 est. |
| 17 | Korea, South | 34.70 | 2014 est. |
| 18 | Zambia | 33.80 | 2014 est. |
| 19 | Cabo Verde | 33.60 | 2014 est. |
| 20 | United Arab Emirates | 33.50 | 2014 est. |
| 21 | Nepal | 33.50 | 2014 est. |
| 22 | Congo, Republic of the | 33.30 | 2014 est. |
| 23 | Switzerland | 32.40 | 2014 est. |
| 24 | Laos | 32.30 | 2014 est. |
| 25 | Taiwan | 31.20 | 2014 est. |
| 26 | Malaysia | 31.10 | 2014 est. |
| 27 | Uzbekistan | 31.00 | 2014 est. |
| 28 | Indonesia | 30.20 | 2014 est. |
| 29 | India | 30.10 | 2014 est. |
| 30 | Bangladesh | 30.10 | 2014 est. |
| 31 | Thailand | 29.90 | 2014 est. |
| 32 | Vietnam | 29.40 | 2014 est. |
| 33 | Belarus | 29.20 | 2014 est. |
| 34 | Sri Lanka | 28.70 | 2014 est. |
| 35 | Kazakhstan | 28.60 | 2014 est. |
| 36 | Netherlands | 28.00 | 2014 est. |
| 37 | Ecuador | 27.70 | 2014 est. |
| 38 | Morocco | 27.50 | 2014 est. |
| 39 | Bhutan | 26.60 | 2014 est. |
| 40 | Chad | 26.40 | 2014 est. |
| 41 | Slovenia | 26.00 | 2014 est. |
| 42 | Bahrain | 25.90 | 2014 est. |
| 43 | Trinidad and Tobago | 25.90 | 2014 est. |
| 44 | Hong Kong | 25.90 | 2014 est. |
| 45 | Estonia | 25.70 | 2014 est. |
| 46 | Sweden | 24.90 | 2014 est. |
| 47 | Denmark | 24.40 | 2014 est. |
| 48 | Germany | 23.90 | 2014 est. |
| 49 | Austria | 23.90 | 2014 est. |
| 50 | Luxembourg | 23.90 | 2014 est. |
| 51 | Bulgaria | 23.30 | 2014 est. |
| 52 | Australia | 23.30 | 2014 est. |
| 53 | Russia | 23.20 | 2014 est. |
| 54 | Ethiopia | 23.20 | 2014 est. |
| 55 | Bolivia | 23.10 | 2014 est. |
| 56 | Japan | 23.10 | 2014 est. |
| 57 | Venezuela | 22.90 | 2014 est. |
| 58 | Peru | 22.50 | 2014 est. |
| 59 | Latvia | 22.40 | 2014 est. |
| 60 | Philippines | 22.30 | 2014 est. |
| 61 | Czech Republic | 22.20 | 2014 est. |
| 62 | Sao Tome and Principe | 22.00 | 2014 est. |
| 63 | Macedonia | 21.90 | 2014 est. |
| 64 | Saint Lucia | 21.70 | 2014 est. |
| 65 | Niger | 21.70 | 2014 est. |
| 66 | Israel | 21.40 | 2014 est. |
| 67 | Croatia | 21.30 | 2014 est. |
| 68 | Cuba | 21.30 | 2014 est. |
