CIA - The World Factbook --  HEALTH EXPENDITURES

Health expenditures provides the total expenditure on health as a percentage of GDP. Health expenditures are broadly defined as activities performed either by institutions or individuals through the application of medical, paramedical, and/or nursing knowledge and technology, the primary purpose of which is to promote, restore, or maintain health.

| Rank | Country | (% OF GDP) | Date of Information |
| --- | --- | --- | --- |
| 1 | United States | 17.90 | 2012 |
| 2 | Marshall Islands | 15.60 | 2012 |
| 3 | Liberia | 15.50 | 2012 |
| 4 | Tuvalu | 15.40 | 2012 |
| 5 | Sierra Leone | 15.10 | 2012 |
| 6 | Micronesia, Federated States of | 12.80 | 2012 |
| 7 | Netherlands | 12.40 | 2012 |
| 8 | Moldova | 11.70 | 2012 |
| 9 | France | 11.70 | 2012 |
| 10 | Lesotho | 11.60 | 2012 |
| 11 | Austria | 11.50 | 2012 |
| 12 | Switzerland | 11.30 | 2012 |
| 13 | Germany | 11.30 | 2012 |
| 14 | Denmark | 11.20 | 2012 |
| 15 | Canada | 10.90 | 2012 |
| 16 | Belgium | 10.80 | 2012 |
| 17 | Kiribati | 10.70 | 2012 |
| 18 | Rwanda | 10.70 | 2012 |
| 19 | Serbia | 10.50 | 2012 |
| 20 | New Zealand | 10.30 | 2012 |
| 21 | Paraguay | 10.30 | 2012 |
| 22 | Japan | 10.10 | 2012 |
| 23 | Costa Rica | 10.10 | 2012 |
| 24 | Bosnia and Herzegovina | 9.90 | 2012 |
| 25 | Jordan | 9.80 | 2012 |
| 26 | Spain | 9.60 | 2012 |
| 27 | Sweden | 9.60 | 2012 |
| 28 | Palau | 9.50 | 2012 |
| 29 | Portugal | 9.40 | 2012 |
| 30 | United Kingdom | 9.40 | 2012 |
| 31 | Brazil | 9.30 | 2012 |
| 32 | Greece | 9.30 | 2012 |
| 33 | Italy | 9.20 | 2012 |
| 34 | Georgia | 9.20 | 2012 |
| 35 | Malawi | 9.20 | 2012 |
| 36 | Malta | 9.10 | 2012 |
| 37 | Australia | 9.10 | 2012 |
| 38 | Iceland | 9.10 | 2012 |
| 39 | Finland | 9.10 | 2012 |
| 40 | Norway | 9.00 | 2012 |
| 41 | Uruguay | 8.90 | 2012 |
| 42 | South Africa | 8.80 | 2012 |
| 43 | Slovenia | 8.80 | 2012 |
| 44 | Djibouti | 8.80 | 2012 |
| 45 | Togo | 8.60 | 2012 |
| 46 | Afghanistan | 8.60 | 2012 |
| 47 | Cuba | 8.60 | 2012 |
| 48 | Honduras | 8.60 | 2012 |
| 49 | Swaziland | 8.50 | 2012 |
| 50 | Maldives | 8.50 | 2012 |
| 51 | Saint Lucia | 8.50 | 2012 |
| 52 | Argentina | 8.50 | 2012 |
| 53 | Andorra | 8.30 | 2012 |
| 54 | Namibia | 8.30 | 2012 |
| 55 | Nicaragua | 8.20 | 2012 |
| 56 | Burundi | 8.10 | 2012 |
| 57 | Ireland | 8.10 | 2012 |
| 58 | Uganda | 8.00 | 2012 |
| 59 | Solomon Islands | 8.00 | 2012 |
| 60 | Sao Tome and Principe | 7.90 | 2012 |
| 61 | Hungary | 7.80 | 2012 |
| 62 | Slovakia | 7.80 | 2012 |
| 63 | Czech Republic | 7.70 | 2012 |
| 64 | Panama | 7.60 | 2012 |
| 65 | Montenegro | 7.60 | 2012 |
| 66 | Ukraine | 7.60 | 2012 |
| 67 | Nauru | 7.50 | 2012 |
| 68 | Israel | 7.50 | 2012 |
| 69 | Korea, South | 7.50 | 2012 |
| 70 | Bahamas, The | 7.50 | 2012 |
| 71 | Bulgaria | 7.40 | 2012 |
| 72 | Cyprus | 7.30 | 2012 |
| 73 | Lebanon | 7.30 | 2012 |
| 74 | Niger | 7.20 | 2012 |
| 75 | Sudan | 7.20 | 2012 |
| 76 | Chile | 7.20 | 2012 |
| 77 | Kyrgyzstan | 7.10 | 2012 |
