CIA - The World Factbook --  Children under the age of 5 years underweight   

Children under the age of 5 years underweight gives the percent of children under five considered to be underweight. Underweight means weight-for-age is approximately 2 kg below for standard at age one, 3 kg below standard for ages two and three, and 4 kg below standard for ages four and five.

| Rank | country | (%) | Date of Information |
| --- | --- | --- | --- |
| 1 | Timor-Leste | 45.30 | 2010 |
| 2 | India | 43.50 | 2006 |
| 3 | Yemen | 43.10 | 2003 |
| 4 | Niger | 39.90 | 2006 |
| 5 | Bangladesh | 36.80 | 2011 |
| 6 | Madagascar | 36.80 | 2004 |
| 7 | Eritrea | 34.50 | 2002 |
| 8 | Chad | 33.90 | 2004 |
| 9 | Afghanistan | 32.90 | 2004 |
| 10 | Somalia | 32.80 | 2006 |
| 11 | South Sudan | 32.50 | 2006 |
| 12 | Sudan | 31.70 | 2006 |
| 13 | Laos | 31.60 | 2006 |
| 14 | Pakistan | 30.90 | 2011 |
| 15 | Djibouti | 29.80 | 2012 |
| 16 | Cote d'Ivoire | 29.40 | 2007 |
| 17 | Ethiopia | 29.20 | 2011 |
| 18 | Nepal | 29.10 | 2011 |
| 19 | Burundi | 29.10 | 2011 |
| 20 | Cambodia | 29.00 | 2011 |
| 21 | Congo, Democratic Republic of the | 28.20 | 2007 |
| 22 | Central African Republic | 28.00 | 2006 |
| 23 | Mali | 27.90 | 2006 |
| 24 | Burkina Faso | 26.20 | 2010 |
| 25 | Comoros | 25.00 | 2000 |
| 26 | Nigeria | 24.40 | 2011 |
| 27 | Burma | 22.60 | 2010 |
| 28 | Sri Lanka | 21.60 | 2009 |
| 29 | Liberia | 20.40 | 2007 |
| 30 | Benin | 20.20 | 2006 |
| 31 | Philippines | 20.20 | 2011 |
| 32 | Mauritania | 19.50 | 2012 |
| 33 | Haiti | 18.90 | 2006 |
| 34 | Korea, North | 18.80 | 2009 |
| 35 | Sierra Leone | 18.60 | 2010 |
| 36 | Indonesia | 18.60 | 2010 |
| 37 | Papua New Guinea | 18.10 | 2005 |
| 38 | Maldives | 17.80 | 2009 |
| 39 | Namibia | 17.50 | 2007 |
| 40 | Guinea-Bissau | 16.60 | 2008 |
| 41 | Togo | 16.50 | 2010 |
| 42 | Kenya | 16.40 | 2009 |
| 43 | Guinea | 16.30 | 2012 |
| 44 | Tanzania | 16.20 | 2010 |
| 45 | Gambia, The | 15.80 | 2006 |
| 46 | Mozambique | 15.60 | 2011 |
| 47 | Angola | 15.60 | 2007 |
| 48 | Cameroon | 15.10 | 2011 |
| 49 | Tajikistan | 15.00 | 2007 |
| 50 | Zambia | 14.90 | 2007 |
| 51 | Senegal | 14.40 | 2012 |
| 52 | Sao Tome and Principe | 14.40 | 2009 |
| 53 | Ghana | 14.30 | 2008 |
| 54 | Uganda | 14.10 | 2011 |
| 55 | Malawi | 13.80 | 2010 |
| 56 | Lesotho | 13.50 | 2010 |
| 57 | Guatemala | 13.00 | 2009 |
| 58 | Malaysia | 12.90 | 2006 |
| 59 | Bhutan | 12.80 | 2010 |
| 60 | Vietnam | 12.00 | 2011 |
| 61 | Congo, Republic of the | 11.80 | 2005 |
| 62 | Vanuatu | 11.70 | 2007 |
| 63 | Rwanda | 11.70 | 2011 |
| 64 | Solomon Islands | 11.50 | 2007 |
| 65 | Botswana | 11.20 | 2008 |
