CIA - The World Factbook --  CHILDREN UNDER THE AGE OF 5 YEARS UNDERWEIGHT

Children under the age of 5 years underweight gives the percent of children under five considered to be underweight. Underweight means weight-for-age is approximately 2 kg below for standard at age one, 3 kg below standard for ages two and three, and 4 kg below standard for ages four and five.

| Rank | Country | (%) | Date of Information |
| --- | --- | --- | --- |
| 1 | Timor-Leste | 45.30 | 2010 |
| 2 | India | 43.50 | 2006 |
| 3 | Yemen | 43.10 | 2003 |
| 4 | Niger | 37.90 | 2012 |
| 5 | Bangladesh | 36.80 | 2011 |
| 6 | Madagascar | 36.80 | 2004 |
| 7 | Eritrea | 34.50 | 2002 |
| 8 | Afghanistan | 32.90 | 2004 |
| 9 | Somalia | 32.80 | 2006 |
| 10 | South Sudan | 32.50 | 2006 |
| 11 | Pakistan | 31.60 | 2013 |
| 12 | Nigeria | 31.00 | 2013 |
| 13 | Chad | 30.30 | 2010 |
| 14 | Djibouti | 29.80 | 2012 |
| 15 | Ethiopia | 29.20 | 2011 |
| 16 | Burundi | 29.10 | 2011 |
| 17 | Nepal | 29.10 | 2011 |
| 18 | Cambodia | 29.00 | 2011 |
| 19 | Papua New Guinea | 27.90 | 2011 |
| 20 | Mali | 27.90 | 2006 |
| 21 | Sudan | 27.00 | 2006 |
| 22 | Laos | 26.50 | 2012 |
| 23 | Sri Lanka | 26.30 | 2012 |
| 24 | Burkina Faso | 26.20 | 2010 |
| 25 | Congo, Democratic Republic of the | 24.20 | 2010 |
| 26 | Central African Republic | 23.50 | 2011 |
| 27 | Burma | 22.60 | 2010 |
| 28 | Liberia | 20.40 | 2007 |
| 29 | Philippines | 20.20 | 2011 |
| 30 | Benin | 20.20 | 2006 |
| 31 | Indonesia | 19.90 | 2013 |
| 32 | Mauritania | 19.50 | 2012 |
| 33 | Guinea | 18.70 | 2012 |
| 34 | Sierra Leone | 18.60 | 2010 |
| 35 | Guinea-Bissau | 18.10 | 2010 |
| 36 | Maldives | 17.80 | 2009 |
| 37 | Namibia | 17.50 | 2007 |
| 38 | Gambia, The | 17.40 | 2010 |
| 39 | Comoros | 16.90 | 2012 |
| 40 | Senegal | 16.80 | 2013 |
| 41 | Togo | 16.50 | 2010 |
| 42 | Kenya | 16.40 | 2009 |
| 43 | Cote d'Ivoire | 15.70 | 2012 |
| 44 | Mozambique | 15.60 | 2011 |
| 45 | Angola | 15.60 | 2007 |
| 46 | Korea, North | 15.20 | 2012 |
| 47 | Cameroon | 15.10 | 2011 |
| 48 | Kiribati | 14.90 | 2009 |
| 49 | Zambia | 14.90 | 2007 |
| 50 | Sao Tome and Principe | 14.40 | 2009 |
| 51 | Uganda | 14.10 | 2011 |
| 52 | Malawi | 13.80 | 2010 |
| 53 | Tanzania | 13.60 | 2011 |
| 54 | Lesotho | 13.50 | 2010 |
| 55 | Ghana | 13.40 | 2011 |
| 56 | Tajikistan | 13.30 | 2012 |
| 57 | Guatemala | 13.00 | 2009 |
| 58 | Malaysia | 12.90 | 2006 |
| 59 | Bhutan | 12.80 | 2010 |
| 60 | Vietnam | 12.00 | 2011 |
| 61 | Congo, Republic of the | 11.80 | 2012 |
| 62 | Vanuatu | 11.70 | 2007 |
| 63 | Rwanda | 11.70 | 2011 |
| 64 | Haiti | 11.60 | 2012 |
