CIA - The World Factbook --  HIV/AIDS - adult prevalence rate   

HIV/AIDS - adult prevalence rate compares the percentage of adults (aged 15-49) living with HIV/AIDS.

| Rank | country | (%) | Date of Information |
| --- | --- | --- | --- |
| 1 | Swaziland | 26.50 | 2012 est. |
| 2 | Lesotho | 23.10 | 2012 est. |
| 3 | Botswana | 23.00 | 2012 est. |
| 4 | South Africa | 17.90 | 2012 est. |
| 5 | Zimbabwe | 14.70 | 2012 est. |
| 6 | Namibia | 13.30 | 2012 est. |
| 7 | Zambia | 12.70 | 2012 est. |
| 8 | Mozambique | 11.10 | 2012 est. |
| 9 | Malawi | 10.80 | 2012 est. |
| 10 | Uganda | 7.20 | 2012 est. |
| 11 | Equatorial Guinea | 6.20 | 2012 est. |
| 12 | Kenya | 6.10 | 2012 est. |
| 13 | Tanzania | 5.10 | 2012 est. |
| 14 | Central African Republic | 4.70 | 2009 est. |
| 15 | Cameroon | 4.50 | 2012 est. |
| 16 | Gabon | 4.00 | 2012 est. |
| 17 | Guinea-Bissau | 3.90 | 2012 est. |
| 18 | Bahamas, The | 3.30 | 2012 est. |
| 19 | Cote d'Ivoire | 3.20 | 2012 est. |
| 20 | Nigeria | 3.10 | 2012 est. |
| 21 | Togo | 2.90 | 2012 est. |
| 22 | Rwanda | 2.90 | 2012 est. |
| 23 | Congo, Republic of the | 2.80 | 2012 est. |
| 24 | South Sudan | 2.70 | 2012 est. |
| 25 | Chad | 2.70 | 2012 est. |
| 26 | Angola | 2.30 | 2012 est. |
| 27 | Haiti | 2.10 | 2012 est. |
| 28 | Guinea | 1.70 | 2012 est. |
| 29 | Jamaica | 1.70 | 2012 est. |
| 30 | Trinidad and Tobago | 1.60 | 2012 est. |
| 31 | Sierra Leone | 1.50 | 2012 est. |
| 32 | Belize | 1.40 | 2012 est. |
| 33 | Ghana | 1.40 | 2012 est. |
| 34 | Ethiopia | 1.30 | 2012 est. |
| 35 | Gambia, The | 1.30 | 2012 est. |
| 36 | Burundi | 1.30 | 2012 est. |
| 37 | Guyana | 1.30 | 2012 est. |
| 38 | Estonia | 1.20 | 2009 est. |
| 39 | Djibouti | 1.20 | 2012 est. |
| 40 | Mauritius | 1.20 | 2012 est. |
| 41 | Sudan | 1.10 | 2009 est. |
| 42 | Suriname | 1.10 | 2012 est. |
| 43 | Thailand | 1.10 | 2012 est. |
| 44 | Congo, Democratic Republic of the | 1.10 | 2012 est. |
| 45 | Benin | 1.10 | 2012 est. |
| 46 | Sao Tome and Principe | 1.00 | 2012 est. |
| 47 | Russia | 1.00 | 2009 est. |
| 48 | Burkina Faso | 1.00 | 2012 est. |
| 49 | Barbados | 0.90 | 2012 est. |
| 50 | Mali | 0.90 | 2012 est. |
| 51 | Liberia | 0.90 | 2012 est. |
| 52 | Ukraine | 0.90 | 2012 est. |
| 53 | Cambodia | 0.80 | 2012 est. |
| 54 | Dominican Republic | 0.70 | 2012 est. |
| 55 | Eritrea | 0.70 | 2012 est. |
| 56 | Guatemala | 0.70 | 2012 est. |
| 57 | Panama | 0.70 | 2012 est. |
| 58 | Latvia | 0.70 | 2009 est. |
| 59 | Moldova | 0.70 | 2012 est. |
| 60 | Uruguay | 0.70 | 2012 est. |
| 61 | Burma | 0.60 | 2012 est. |
| 62 | Ecuador | 0.60 | 2012 est. |
| 63 | Portugal | 0.60 | 2009 est. |
| 64 | United States | 0.60 | 2009 est. |
| 65 | Venezuela | 0.60 | 2012 est. |
| 66 | El Salvador | 0.60 | 2012 est. |
| 67 | Colombia | 0.50 | 2012 est. |
| 68 | Senegal | 0.50 | 2012 est. |
| 69 | Somalia | 0.50 | 2012 est. |
| 70 | Honduras | 0.50 | 2012 est. |
| 71 | Niger | 0.50 | 2012 est. |
| 72 | Papua New Guinea | 0.50 | 2012 est. |
| 73 | Madagascar | 0.50 | 2012 est. |
| 74 | Indonesia | 0.40 | 2012 est. |
