CIA - The World Factbook --  NATURAL GAS - PRODUCTION

Natural gas - production compares the total natural gas produced in cubic meters (cu m).

| Rank | Country | (CU M) | Date of Information |
| --- | --- | --- | --- |
| 1 | United States | 687,600,000,000 | 2013 est. |
| 2 | Russia | 668,000,000,000 | 2013 est. |
| 3 | Iran | 166,600,000,000 | 2012 est. |
| 4 | Qatar | 156,400,000,000 | 2012 est. |
| 5 | European Union | 146,800,000,000 | 2013 est. |
| 6 | Canada | 145,200,000,000 | 2013 est. |
| 7 | China | 117,100,000,000 | 2013 est. |
| 8 | Norway | 108,700,000,000 | 2013 est. |
| 9 | Saudi Arabia | 103,000,000,000 | 2013 est. |
| 10 | Netherlands | 86,420,000,000 | 2013 est. |
| 11 | Algeria | 78,600,000,000 | 2012 est. |
| 12 | Indonesia | 72,470,000,000 | 2012 est. |
| 13 | Turkmenistan | 70,570,000,000 | 2012 est. |
| 14 | Uzbekistan | 62,900,000,000 | 2012 est. |
| 15 | Australia | 61,700,000,000 | 2013 est. |
| 16 | Malaysia | 61,620,000,000 | 2012 est. |
| 17 | Egypt | 56,630,000,000 | 2012 est. |
| 18 | Bolivia | 54,370,000,000 | 2013 est. |
| 19 | United Arab Emirates | 52,500,000,000 | 2012 est. |
| 20 | Mexico | 46,430,000,000 | 2013 est. |
| 21 | Pakistan | 41,400,000,000 | 2012 est. |
| 22 | Thailand | 41,290,000,000 | 2012 est. |
| 23 | Trinidad and Tobago | 40,430,000,000 | 2012 est. |
| 24 | United Kingdom | 38,470,000,000 | 2013 est. |
| 25 | India | 36,000,000,000 | 2013 est. |
| 26 | Argentina | 35,500,000,000 | 2013 est. |
| 27 | Nigeria | 33,710,000,000 | 2012 est. |
| 28 | Peru | 32,400,000,000 | 2012 |
| 29 | Oman | 29,290,000,000 | 2012 est. |
| 30 | Venezuela | 28,400,000,000 | 2013 est. |
| 31 | Bangladesh | 21,860,000,000 | 2012 est. |
| 32 | Brazil | 21,300,000,000 | 2013 est. |
| 33 | Ukraine | 19,650,000,000 | 2012 est. |
