CIA - The World Factbook --  Military expenditures   

This entry gives spending on defense programs for the most recent year available as a percent of gross domestic product (GDP); the GDP is calculated on an exchange rate basis, i.e., not in terms of purchasing power parity (PPP). For countries with no military forces, this figure can include expenditures on public security and police.

| Rank | country | (% of GDP) | Date of Information |
| --- | --- | --- | --- |
| 1 | Oman | 11.40 | 2005 est. |
| 2 | Qatar | 10.00 | 2005 est. |
| 3 | Saudi Arabia | 10.00 | 2005 est. |
| 4 | Jordan | 8.60 | 2006 |
| 5 | Iraq | 8.60 | 2006 |
| 6 | Israel | 7.30 | 2006 |
| 7 | Yemen | 6.60 | 2006 |
| 8 | Eritrea | 6.30 | 2006 est. |
| 9 | Macedonia | 6.00 | 2005 est. |
| 10 | Burundi | 5.90 | 2006 est. |
| 11 | Syria | 5.90 | 2005 est. |
| 12 | Mauritania | 5.50 | 2006 |
| 13 | Maldives | 5.50 | 2005 est. |
| 14 | Turkey | 5.30 | 2005 est. |
| 15 | Kuwait | 5.30 | 2006 |
| 16 | Morocco | 5.00 | 2003 est. |
| 17 | Singapore | 4.90 | 2005 est. |
| 18 | Swaziland | 4.70 | 2006 |
| 19 | Bahrain | 4.50 | 2006 |
| 20 | Brunei | 4.50 | 2006 |
| 21 | China | 4.30 | 2006 |
| 22 | Greece | 4.30 | 2005 est. |
| 23 | United States | 4.06 | 2005 est. |
| 24 | Libya | 3.90 | 2005 est. |
| 25 | Russia | 3.90 | 2005 |
| 26 | Djibouti | 3.80 | 2006 |
| 27 | Cyprus | 3.80 | 2005 est. |
| 28 | Zimbabwe | 3.80 | 2006 |
| 29 | Cuba | 3.80 | 2006 est. |
| 30 | Namibia | 3.70 | 2006 |
| 31 | Angola | 3.60 | 2009 |
| 32 | Uzbekistan | 3.50 | 2010 |
| 33 | Colombia | 3.40 | 2005 est. |
| 34 | Turkmenistan | 3.40 | 2005 est. |
| 35 | Egypt | 3.40 | 2005 est. |
| 36 | Algeria | 3.30 | 2006 |
| 37 | Botswana | 3.30 | 2006 |
| 38 | Guinea-Bissau | 3.10 | 2005 est. |
| 39 | Lebanon | 3.10 | 2005 est. |
| 40 | United Arab Emirates | 3.10 | 2005 est. |
| 41 | Indonesia | 3.00 | 2005 est. |
| 42 | Cambodia | 3.00 | 2005 est. |
| 43 | Australia | 3.00 | 2009 |
| 44 | Sudan | 3.00 | 2005 est. |
| 45 | Solomon Islands | 3.00 | 2006 |
| 46 | Pakistan | 3.00 | 2007 est. |
| 47 | Rwanda | 2.90 | 2006 est. |
| 48 | Kenya | 2.80 | 2006 |
| 49 | Armenia | 2.80 | 2010 |
| 50 | Comoros | 2.80 | 2006 |
| 51 | Korea, South | 2.70 | 2006 |
| 52 | Chile | 2.70 | 2006 |
| 53 | United Kingdom | 2.70 | 2005 est. |
| 54 | France | 2.60 | 2005 est. |
| 55 | Azerbaijan | 2.60 | 2005 est. |
| 56 | Bulgaria | 2.60 | 2005 est. |
| 57 | Sri Lanka | 2.60 | 2006 |
| 58 | Lesotho | 2.60 | 2006 |
| 59 | Vietnam | 2.50 | 2005 est. |
| 60 | Congo, Democratic Republic of the | 2.50 | 2006 |
| 61 | India | 2.50 | 2006 |
| 62 | Iran | 2.50 | 2006 |
| 63 | Croatia | 2.39 | 2005 est. |
| 64 | Sierra Leone | 2.30 | 2006 |
| 65 | Portugal | 2.30 | 2005 est. |
| 66 | Uganda | 2.20 | 2006 |
| 67 | Burma | 2.10 | 2005 est. |
| 68 | Malaysia | 2.03 | 2005 est. |
| 69 | Finland | 2.00 | 2005 est. |
| 70 | Estonia | 2.00 | 2005 est. |
| 71 | Seychelles | 2.00 | 2006 est. |
| 72 | Mali | 1.90 | 2006 |
| 73 | Norway | 1.90 | 2005 est. |
| 74 | Poland | 1.90 | 2005 est. |
| 75 | Fiji | 1.90 | 2009 |
| 76 | Romania | 1.90 | 2007 est. |
| 77 | Afghanistan | 1.90 | 2009 |
