CIA - The World Factbook --  Military expenditures   

This entry gives spending on defense programs for the most recent year available as a percent of gross domestic product (GDP); the GDP is calculated on an exchange rate basis, i.e., not in terms of purchasing power parity (PPP).

| Rank | country | (% of GDP) | Date of Information |
| --- | --- | --- | --- |
| 1 | Oman | 11.40 | 2005 est. |
| 2 | Qatar | 10.00 | 2005 est. |
| 3 | Saudi Arabia | 10.00 | 2005 est. |
| 4 | Jordan | 8.60 | 2006 |
| 5 | Iraq | 8.60 | 2006 |
| 6 | Israel | 7.30 | 2006 |
| 7 | Yemen | 6.60 | 2006 |
| 8 | Eritrea | 6.30 | 2006 est. |
| 9 | Macedonia | 6.00 | 2005 est. |
| 10 | Syria | 5.90 | 2005 est. |
| 11 | Burundi | 5.90 | 2006 est. |
| 12 | Maldives | 5.50 | 2005 est. |
| 13 | Mauritania | 5.50 | 2006 |
| 14 | Turkey | 5.30 | 2005 est. |
| 15 | Kuwait | 5.30 | 2006 |
| 16 | Morocco | 5.00 | 2003 est. |
| 17 | Singapore | 4.90 | 2005 est. |
| 18 | Swaziland | 4.70 | 2006 |
| 19 | Bosnia and Herzegovina | 4.50 | 2005 est. |
| 20 | Bahrain | 4.50 | 2006 |
| 21 | Brunei | 4.50 | 2006 |
| 22 | China | 4.30 | 2006 |
| 23 | Greece | 4.30 | 2005 est. |
| 24 | United States | 4.06 | 2005 est. |
| 25 | Russia | 3.90 | 2005 |
| 26 | Libya | 3.90 | 2005 est. |
| 27 | Cyprus | 3.80 | 2005 est. |
| 28 | Djibouti | 3.80 | 2006 |
| 29 | Zimbabwe | 3.80 | 2006 |
| 30 | Cuba | 3.80 | 2006 est. |
| 31 | Namibia | 3.70 | 2006 |
| 32 | Angola | 3.60 | 2009 |
| 33 | Uzbekistan | 3.50 | 2010 |
| 34 | Colombia | 3.40 | 2005 est. |
| 35 | Turkmenistan | 3.40 | 2005 est. |
| 36 | Egypt | 3.40 | 2005 est. |
| 37 | Algeria | 3.30 | 2006 |
| 38 | Botswana | 3.30 | 2006 |
| 39 | Guinea-Bissau | 3.10 | 2005 est. |
| 40 | Lebanon | 3.10 | 2005 est. |
| 41 | United Arab Emirates | 3.10 | 2005 est. |
| 42 | Indonesia | 3.00 | 2005 est. |
| 43 | Cambodia | 3.00 | 2005 est. |
| 44 | Australia | 3.00 | 2009 |
| 45 | Sudan | 3.00 | 2005 est. |
| 46 | Solomon Islands | 3.00 | 2006 |
| 47 | Pakistan | 3.00 | 2007 est. |
| 48 | Rwanda | 2.90 | 2006 est. |
| 49 | Kenya | 2.80 | 2006 |
| 50 | Armenia | 2.80 | 2010 |
| 51 | Comoros | 2.80 | 2006 |
| 52 | Korea, South | 2.70 | 2006 |
| 53 | Chile | 2.70 | 2006 |
| 54 | Azerbaijan | 2.60 | 2005 est. |
| 55 | Bulgaria | 2.60 | 2005 est. |
| 56 | Sri Lanka | 2.60 | 2006 |
| 57 | Lesotho | 2.60 | 2006 |
| 58 | France | 2.60 | 2005 est. |
| 59 | Congo, Democratic Republic of the | 2.50 | 2006 |
| 60 | Iran | 2.50 | 2006 |
| 61 | India | 2.50 | 2006 |
| 62 | Vietnam | 2.50 | 2005 est. |
| 63 | United Kingdom | 2.40 | 2005 est. |
| 64 | Croatia | 2.39 | 2005 est. |
| 65 | Portugal | 2.30 | 2005 est. |
| 66 | Sierra Leone | 2.30 | 2006 |
| 67 | Uganda | 2.20 | 2006 |
| 68 | Burma | 2.10 | 2005 est. |
| 69 | Malaysia | 2.03 | 2005 est. |
| 70 | Seychelles | 2.00 | 2006 est. |
| 71 | Estonia | 2.00 | 2005 est. |
| 72 | Finland | 2.00 | 2005 est. |
| 73 | Poland | 1.90 | 2010 est. |
| 74 | Romania | 1.90 | 2007 est. |
| 75 | Afghanistan | 1.90 | 2009 |
| 76 | Fiji | 1.90 | 2009 |
| 77 | Georgia | 1.90 | 2010 est. |
