CIA - The World Factbook --  CRUDE OIL - IMPORTS

Crude oil - imports is the total amount of crude oil imported, in barrels per day (bbl/day).

| Rank | Country | (BBL/DAY) | Date of Information |
| --- | --- | --- | --- |
| 1 | United States | 8,527,000 | 2012 est. |
| 2 | China | 5,674,000 | 2013 est. |
| 3 | India | 3,812,000 | 2010 est. |
| 4 | Japan | 3,579,000 | 2012 est. |
| 5 | Korea, South | 2,549,000 | 2012 est. |
| 6 | Germany | 1,881,000 | 2012 est. |
| 7 | Italy | 1,387,000 | 2012 est. |
| 8 | Spain | 1,178,000 | 2012 est. |
| 9 | France | 1,147,000 | 2012 est. |
| 10 | Singapore | 1,137,000 | 2010 est. |
| 11 | United Kingdom | 1,053,000 | 2013 est. |
| 12 | Netherlands | 999,700 | 2012 est. |
| 13 | Taiwan | 885,900 | 2010 est. |
| 14 | Thailand | 793,900 | 2011 est. |
| 15 | Canada | 722,000 | 2012 est. |
| 16 | Belgium | 634,700 | 2012 est. |
| 17 | Australia | 503,100 | 2012 est. |
| 18 | Poland | 489,700 | 2012 est. |
| 19 | Greece | 418,300 | 2012 est. |
| 20 | Sweden | 413,500 | 2012 est. |
| 21 | Virgin Islands | 402,000 | 2010 est. |
| 22 | Turkey | 390,300 | 2012 est. |
| 23 | Indonesia | 388,400 | 2010 est. |
| 24 | South Africa | 385,100 | 2010 est. |
| 25 | Pakistan | 372,800 | 2010 est. |
| 26 | Brazil | 343,600 | 2010 est. |
| 27 | Belarus | 294,800 | 2010 est. |
| 28 | Israel | 268,000 | 2012 est. |
| 29 | Bahrain | 256,000 | 2011 est. |
| 30 | Portugal | 233,600 | 2012 est. |
| 31 | Aruba | 228,800 | 2010 est. |
| 32 | Finland | 203,800 | 2012 est. |
| 33 | Lithuania | 190,100 | 2010 est. |
| 34 | Philippines | 182,000 | 2010 est. |
| 35 | Cuba | 165,000 | 2012 est. |
| 36 | Chile | 163,200 | 2012 est. |
| 37 | Malaysia | 160,500 | 2010 est. |
| 38 | Ukraine | 155,300 | 2010 est. |
| 39 | Ecuador | 154,000 | 2012 est. |
| 40 | Austria | 150,700 | 2012 est. |
| 41 | Czech Republic | 140,800 | 2012 est. |
| 42 | Bulgaria | 124,700 | 2010 est. |
| 43 | Morocco | 122,900 | 2010 est. |
| 44 | Romania | 122,000 | 2010 est. |
| 45 | Kazakhstan | 119,600 | 2010 est. |
| 46 | Hungary | 108,200 | 2012 est. |
| 47 | Slovakia | 106,800 | 2012 est. |
