CIA - The World Factbook --  ELECTRICITY - FROM NUCLEAR FUELS

Electricity - from nuclear fuels measures the capacity of plants that generate electricity through radioactive decay of nuclear fuel, expressed as a share of the country's total generating capacity.

| Rank | Country | (% OF TOTAL INSTALLED CAPACITY) | Date of Information |
| --- | --- | --- | --- |
| 1 | France | 48.8 | 2015 est. |
| 2 | Slovenia | 34.4 | 2016 est. |
| 3 | Belgium | 28.0 | 2015 est. |
| 4 | Slovakia | 25.5 | 2015 est. |
| 5 | Sweden | 24.3 | 2015 est. |
| 6 | Ukraine | 23.0 | 2015 est. |
| 7 | Hungary | 22.3 | 2015 est. |
| 8 | Korea, South | 21.1 | 2015 est. |
| 9 | Czechia | 18.3 | 2015 est. |
| 10 | Finland | 17.3 | 2015 est. |
| 11 | Bulgaria | 17.3 | 2016 est. |
| 12 | Switzerland | 17.0 | 2015 est. |
| 13 | European Union | 12.9 | 2012 est. |
| 14 | Japan | 12.5 | 2015 est. |
| 15 | Taiwan | 10.4 | 2015 est. |
| 16 | Russia | 9.7 | 2015 est. |
| 17 | United Kingdom | 9.4 | 2015 est. |
| 18 | United States | 9.2 | 2015 est. |
| 19 | Armenia | 9.2 | 2015 est. |
| 20 | Canada | 9.2 | 2015 est. |
| 21 | Spain | 6.7 | 2015 est. |
| 22 | Romania | 5.4 | 2015 est. |
| 23 | Germany | 5.3 | 2015 est. |
| 24 | Argentina | 4.3 | 2015 est. |
| 25 | South Africa | 3.9 | 2015 est. |
| 26 | Pakistan | 3.0 | 2015 est. |
| 27 | Mexico | 2.1 | 2015 est. |
| 28 | China | 2.0 | 2016 est. |
| 29 | India | 1.6 | 2015 est. |
| 30 | Netherlands | 1.4 | 2015 est. |
| 31 | Iran | 1.3 | 2015 est. |
| 32 | Brazil | 1.2 | 2015 est. |
| 33 | Aruba | 0.0 | 2015 est. |
| 34 | Antigua and Barbuda | 0.0 | 2015 est. |
| 35 | United Arab Emirates | 0.0 | 2015 est. |
| 36 | Afghanistan | 0.0 | 2015 est. |
| 37 | Algeria | 0.0 | 2015 est. |
| 38 | Azerbaijan | 0.0 | 2015 est. |
| 39 | Albania | 0.0 | 2015 est. |
| 40 | Andorra | 0.0 | 2016 est. |
| 41 | Angola | 0.0 | 2015 est. |
