CIA - The World Factbook --  Crude oil - production   

This entry is the total amount of crude oil produced, in barrels per day (bbl/day).

| Rank | country | (bbl/day) | Date of Information |
| --- | --- | --- | --- |
| 1 | Saudi Arabia | 11,730,000 | 2012 est. |
| 2 | United States | 11,110,000 | 2012 est. |
| 3 | Russia | 10,400,000 | 2012 est. |
| 4 | China | 4,416,000 | 2012 est. |
| 5 | Canada | 3,856,000 | 2012 est. |
| 6 | Iran | 3,589,000 | 2012 est. |
| 7 | United Arab Emirates | 3,213,000 | 2012 est. |
| 8 | Iraq | 2,987,000 | 2012 est. |
| 9 | Mexico | 2,936,000 | 2012 est. |
| 10 | Kuwait | 2,797,000 | 2012 est. |
| 11 | Brazil | 2,652,000 | 2012 est. |
| 12 | Nigeria | 2,524,000 | 2012 est. |
| 13 | Venezuela | 2,489,000 | 2012 est. |
| 14 | Norway | 1,902,000 | 2012 est. |
| 15 | European Union | 1,888,000 | 2012 est. |
| 16 | Algeria | 1,875,000 | 2012 est. |
| 17 | Angola | 1,872,000 | 2012 est. |
| 18 | Kazakhstan | 1,606,000 | 2012 est. |
| 19 | Qatar | 1,579,000 | 2012 est. |
| 20 | Libya | 1,483,000 | 2012 est. |
| 21 | United Kingdom | 1,009,000 | 2012 est. |
| 22 | India | 990,200 | 2012 est. |
| 23 | Indonesia | 974,300 | 2012 est. |
| 24 | Colombia | 969,100 | 2012 est. |
| 25 | Azerbaijan | 931,900 | 2012 est. |
| 26 | Oman | 923,800 | 2012 est. |
| 27 | Argentina | 723,200 | 2012 est. |
| 28 | Egypt | 720,000 | 2012 est. |
| 29 | Malaysia | 642,700 | 2012 est. |
| 30 | Australia | 519,100 | 2012 est. |
| 31 | Ecuador | 504,500 | 2012 est. |
| 32 | Thailand | 433,300 | 2012 est. |
| 33 | Vietnam | 363,500 | 2012 est. |
| 34 | Equatorial Guinea | 318,000 | 2012 est. |
| 35 | Congo, Republic of the | 291,900 | 2012 est. |
| 36 | Turkmenistan | 244,100 | 2012 est. |
| 37 | Gabon | 242,000 | 2012 est. |
| 38 | Denmark | 207,400 | 2012 est. |
| 39 | Syria | 182,500 | 2012 est. |
| 40 | South Africa | 181,000 | 2012 est. |
