CIA - The World Factbook --  NATURAL GAS - PROVED RESERVES

Natural gas - proved reserves compares the stock of proved reserves of natural gas in cubic meters (cu m).

| Rank | Country | (CU M) | Date of Information |
| --- | --- | --- | --- |
| 1 | Iran | 34,020,000,000,000 | 2014 est. |
| 2 | Russia | 32,600,000,000,000 | 1 January 2015 est. |
| 3 | Qatar | 25,070,000,000,000 | 1 January 2014 est. |
| 4 | Turkmenistan | 17,500,000,000,000 | 1 January 2014 est. |
| 5 | United States | 8,734,000,000,000 | 1 January 2013 est. |
| 6 | Saudi Arabia | 8,235,000,000,000 | 1 January 2014 est. |
| 7 | United Arab Emirates | 6,089,000,000,000 | 1 January 2014 est. |
| 8 | Venezuela | 5,562,000,000,000 | 1 January 2014 est. |
| 9 | Nigeria | 5,118,000,000,000 | 1 January 2014 est. |
| 10 | Algeria | 4,505,000,000,000 | 1 January 2014 est. |
| 11 | China | 3,300,000,000,000 | 1 January 2014 est. |
| 12 | Iraq | 3,158,000,000,000 | 1 January 2014 est. |
| 13 | Indonesia | 2,955,000,000,000 | 1 January 2014 est. |
| 14 | Mozambique | 2,832,000,000,000 | 1 January 2014 est. |
| 15 | Kazakhstan | 2,407,000,000,000 | 1 January 2014 est. |
| 16 | Malaysia | 2,350,000,000,000 | 1 January 2014 est. |
| 17 | Egypt | 2,180,000,000,000 | 1 January 2014 est. |
| 18 | Canada | 1,889,000,000,000 | 1 January 2014 est. |
| 19 | Norway | 1,856,000,000,000 | 1 January 2015 est. |
| 20 | Uzbekistan | 1,841,000,000,000 | 1 January 2014 est. |
| 21 | Kuwait | 1,798,000,000,000 | 1 January 2014 est. |
| 22 | Libya | 1,549,000,000,000 | 1 January 2014 est. |
| 23 | India | 1,427,000,000,000 | 1 January 2014 est. |
| 24 | Australia | 1,219,000,000,000 | 1 January 2014 est. |
| 25 | Ukraine | 1,104,000,000,000 | 1 January 2014 est. |
| 26 | Netherlands | 1,044,000,000,000 | 1 January 2014 est. |
| 27 | Azerbaijan | 991,100,000,000 | 1 January 2014 est. |
| 28 | Oman | 849,500,000,000 | 1 January 2014 est. |
| 29 | Pakistan | 754,600,000,000 | 1 January 2014 est. |
| 30 | Vietnam | 699,400,000,000 | 1 January 2014 est. |
| 31 | Mexico | 483,500,000,000 | 1 January 2014 est. |
| 32 | Yemen | 478,500,000,000 | 1 January 2014 est. |
| 33 | Peru | 435,400,000,000 | 1 January 2014 est. |
| 34 | Brunei | 390,800,000,000 | 1 January 2014 est. |
| 35 | Brazil | 388,700,000,000 | 1 January 2014 est. |
| 36 | Argentina | 378,800,000,000 | 1 January 2014 est. |
| 37 | Trinidad and Tobago | 371,200,000,000 | 1 January 2014 est. |
| 38 | Israel | 285,000,000,000 | 1 January 2014 est. |
| 39 | Burma | 283,200,000,000 | 1 January 2014 est. |
| 40 | Bolivia | 281,500,000,000 | 1 January 2014 est. |
| 41 | Angola | 275,000,000,000 | 1 January 2014 est. |
| 42 | Bangladesh | 264,600,000,000 | 1 January 2014 est. |
| 43 | Thailand | 255,900,000,000 | 1 January 2014 est. |
| 44 | United Kingdom | 241,000,000,000 | 1 January 2014 est. |
| 45 | Syria | 240,700,000,000 | 1 January 2014 est. |
| 46 | Timor-Leste | 200,000,000,000 | 1 January 2006 est. |
| 47 | Colombia | 198,400,000,000 | 1 January 2014 est. |
| 48 | Papua New Guinea | 155,300,000,000 | 1 January 2014 est. |
| 49 | Cyprus | 141,600,000,000 | 1 January 2014 est. |
| 50 | Cameroon | 135,100,000,000 | 1 January 2014 est. |
| 51 | Germany | 116,000,000,000 | 1 January 2014 est. |
| 52 | Romania | 105,500,000,000 | 1 January 2014 est. |
| 53 | Philippines | 98,540,000,000 | 1 January 2014 est. |
| 54 | Chile | 97,970,000,000 | 1 January 2014 est. |
| 55 | Bahrain | 92,030,000,000 | 1 January 2014 est. |
| 56 | Poland | 92,000,000,000 | 1 January 2014 est. |
| 57 | Congo, Republic of the | 90,610,000,000 | 1 January 2014 est. |
| 58 | Cuba | 70,790,000,000 | 1 January 2014 est. |
| 59 | Tunisia | 65,130,000,000 | 1 January 2014 est. |
| 60 | South Sudan | 63,710,000,000 | 1 January 2013 est. |
| 61 | Namibia | 62,290,000,000 | 1 January 2014 est. |
| 62 | Italy | 59,430,000,000 | 1 January 2014 est. |
| 63 | Rwanda | 56,630,000,000 | 1 January 2014 est. |
| 64 | Afghanistan | 49,550,000,000 | 1 January 2014 est. |
| 65 | Serbia | 48,140,000,000 | 1 January 2014 est. |
| 66 | Denmark | 43,010,000,000 | 1 January 2014 est. |
| 67 | Equatorial Guinea | 36,810,000,000 | 1 January 2014 est. |
| 68 | New Zealand | 29,420,000,000 | 1 January 2014 est. |
| 69 | Gabon | 28,320,000,000 | 1 January 2014 est. |
| 70 | Mauritania | 28,320,000,000 | 1 January 2014 est. |
