CIA - The World Factbook --  Natural gas - proved reserves   

This entry is the stock of proved reserves of natural gas in cubic meters (cu m). Proved reserves are those quantities of natural gas, which, by analysis of geological and engineering data, can be estimated with a high degree of confidence to be commercially recoverable from a given date forward, from known reservoirs and under current economic conditions.

| Rank | country | (cu m) | Date of Information |
| --- | --- | --- | --- |
| 1 | World | 208,200,000,000,000 | 1 January 2011 est. |
| 2 | Russia | 47,570,000,000,000 | 1 January 2012 est. |
| 3 | Iran | 33,070,000,000,000 | 1 January 2012 est. |
| 4 | Qatar | 25,200,000,000,000 | 1 January 2012 est. |
| 5 | Turkmenistan | 24,300,000,000,000 | June 2012 est. |
| 6 | Saudi Arabia | 8,028,000,000,000 | 1 January 2012 est. |
| 7 | United States | 7,716,000,000,000 | 1 January 2009 est. |
| 8 | United Arab Emirates | 6,089,000,000,000 | 1 January 2012 est. |
| 9 | Venezuela | 5,524,000,000,000 | 1 January 2012 est. |
| 10 | Nigeria | 5,110,000,000,000 | 1 January 2012 est. |
| 11 | Algeria | 4,502,000,000,000 | 1 January 2012 est. |
| 12 | Indonesia | 3,994,000,000,000 | 1 January 2012 est. |
| 13 | Iraq | 3,171,000,000,000 | 1 January 2012 est. |
| 14 | China | 3,100,000,000,000 | 1 January 2012 est. |
| 15 | Kazakhstan | 2,407,000,000,000 | 1 January 2012 est. |
| 16 | Malaysia | 2,350,000,000,000 | 1 January 2012 est. |
| 17 | Egypt | 2,186,000,000,000 | 1 January 2012 est. |
| 18 | Norway | 2,007,000,000,000 | 1 January 2012 est. |
| 19 | European Union | 2,005,000,000,000 | 1 January 2012 est. |
| 20 | Uzbekistan | 1,841,000,000,000 | 1 January 2012 est. |
| 21 | Kuwait | 1,798,000,000,000 | 1 January 2012 est. |
| 22 | Canada | 1,727,000,000,000 | 1 January 2012 est. |
| 23 | Libya | 1,495,000,000,000 | 1 January 2012 est. |
| 24 | Netherlands | 1,303,000,000,000 | 1 January 2012 est. |
| 25 | India | 1,154,000,000,000 | 1 January 2012 est. |
| 26 | Ukraine | 1,104,000,000,000 | 1 January 2012 est. |
| 27 | Oman | 849,500,000,000 | 1 January 2012 est. |
| 28 | Azerbaijan | 849,500,000,000 | 1 January 2012 est. |
| 29 | Australia | 788,600,000,000 | 1 January 2012 est. |
| 30 | Pakistan | 753,800,000,000 | 1 January 2012 est. |
| 31 | Vietnam | 699,400,000,000 | 1 January 2012 est. |
| 32 | Mexico | 490,300,000,000 | 1 January 2012 est. |
| 33 | Yemen | 478,500,000,000 | 1 January 2012 est. |
| 34 | Brazil | 416,900,000,000 | 1 January 2012 est. |
| 35 | Brunei | 390,800,000,000 | 1 January 2012 est. |
| 36 | Trinidad and Tobago | 381,100,000,000 | 1 January 2012 est. |
| 37 | Argentina | 378,800,000,000 | 1 January 2012 est. |
| 38 | Peru | 352,800,000,000 | 1 January 2012 est. |
| 39 | Angola | 310,000,000,000 | 1 January 2012 est. |
| 40 | Thailand | 299,800,000,000 | 1 January 2012 est. |
| 41 | Burma | 283,200,000,000 | 1 January 2012 est. |
| 42 | Bolivia | 281,500,000,000 | 1 January 2012 est. |
| 43 | Israel | 270,700,000,000 | 1 January 2012 est. |
| 44 | United Kingdom | 253,000,000,000 | 1 January 2012 est. |
| 45 | Syria | 240,700,000,000 | 1 January 2012 est. |
| 46 | Timor-Leste | 200,000,000,000 | 1 January 2006 est. |
| 47 | Bangladesh | 183,700,000,000 | 1 January 2012 est. |
| 48 | Germany | 175,600,000,000 | 1 January 2012 est. |
| 49 | Papua New Guinea | 155,300,000,000 | 1 January 2012 est. |
| 50 | Cameroon | 135,100,000,000 | 1 January 2012 est. |
| 51 | Colombia | 134,100,000,000 | 1 January 2012 est. |
| 52 | Mozambique | 127,400,000,000 | 1 January 2012 est. |
| 53 | Ethiopia | 113,000,000,000 | 1 January 2011 est. |
| 54 | Philippines | 98,540,000,000 | 1 January 2012 est. |
| 55 | Chile | 97,970,000,000 | 1 January 2012 est. |
| 56 | Poland | 95,000,000,000 | 1 January 2012 est. |
| 57 | Bahrain | 92,030,000,000 | 1 January 2012 est. |
| 58 | Congo, Republic of the | 90,610,000,000 | 1 January 2012 est. |
