CIA - The World Factbook --  Oil - production   

This entry is the total oil produced in barrels per day (bbl/day). The discrepancy between the amount of oil produced and/or imported and the amount consumed and/or exported is due to the omission of stock changes, refinery gains, and other complicating factors.

| Rank | country | (bbl/day) | Date of Information |
| --- | --- | --- | --- |
| 1 | Russia | 10,120,000 | 2010 est. |
| 2 | Saudi Arabia | 9,764,000 | 2009 est. |
| 3 | United States | 9,056,000 | 2009 est. |
| 4 | Iran | 4,172,000 | 2009 est. |
| 5 | China | 3,991,000 | 2009 est. |
| 6 | Canada | 3,289,000 | 2009 est. |
| 7 | Mexico | 3,001,000 | 2009 est. |
| 8 | United Arab Emirates | 2,798,000 | 2009 est. |
| 9 | Brazil | 2,572,000 | 2009 est. |
| 10 | Kuwait | 2,494,000 | 2009 est. |
| 11 | Venezuela | 2,472,000 | 2009 est. |
| 12 | Iraq | 2,399,000 | 2009 est. |
| 13 | European Union | 2,383,000 | 2009 est. |
| 14 | Norway | 2,350,000 | 2009 est. |
| 15 | Nigeria | 2,211,000 | 2009 est. |
| 16 | Algeria | 2,125,000 | 2009 est. |
| 17 | Angola | 1,948,000 | 2009 est. |
| 18 | Libya | 1,790,000 | 2009 est. |
| 19 | Kazakhstan | 1,540,000 | 2009 est. |
| 20 | United Kingdom | 1,502,000 | 2009 est. |
| 21 | Qatar | 1,213,000 | 2009 est. |
| 22 | Indonesia | 1,023,000 | 2009 est. |
| 23 | Azerbaijan | 1,011,000 | 2009 est. |
| 24 | India | 878,700 | 2009 est. |
| 25 | Oman | 816,000 | 2009 est. |
| 26 | Argentina | 796,300 | 2009 est. |
| 27 | Malaysia | 693,700 | 2009 est. |
| 28 | Colombia | 686,600 | 2009 est. |
| 29 | Egypt | 680,500 | 2009 est. |
| 30 | Australia | 589,200 | 2009 est. |
| 31 | Sudan | 486,700 | 2009 est. |
| 32 | Ecuador | 485,700 | 2009 est. |
| 33 | Syria | 400,400 | 2009 est. |
| 34 | Thailand | 380,000 | 2010 est. |
| 35 | Equatorial Guinea | 346,000 | 2009 est. |
| 36 | Vietnam | 338,400 | 2009 est. |
| 37 | Yemen | 288,400 | 2009 est. |
| 38 | Taiwan | 276,800 | 2009 est. |
| 39 | Congo, Republic of the | 274,400 | 2009 est. |
| 40 | Denmark | 262,100 | 2009 est. |
| 41 | Gabon | 241,700 | 2009 est. |
| 42 | Turkmenistan | 197,700 | 2009 est. |
| 43 | South Africa | 191,000 | 2009 est. |
| 44 | Germany | 156,800 | 2009 est. |
| 45 | Trinidad and Tobago | 151,600 | 2009 est. |
| 46 | Peru | 148,000 | 2009 est. |
| 47 | Italy | 146,500 | 2009 est. |
| 48 | Brunei | 146,000 | 2009 est. |
| 49 | Japan | 132,700 | 2009 est. |
| 50 | Romania | 117,000 | 2009 est. |
| 51 | Chad | 115,000 | 2009 est. |
| 52 | Ukraine | 99,930 | 2009 est. |
