CIA - The World Factbook --  Oil - production   

This entry is the total oil produced in barrels per day (bbl/day). The discrepancy between the amount of oil produced and/or imported and the amount consumed and/or exported is due to the omission of stock changes, refinery gains, and other complicating factors.

| Rank | country | (bbl/day) | Date of Information |
| --- | --- | --- | --- |
| 1 | Saudi Arabia | 10,780,000 | 2008 est. |
| 2 | Russia | 9,790,000 | 2008 est. |
| 3 | United States | 8,514,000 | 2008 est. |
| 4 | Iran | 4,174,000 | 2008 est. |
| 5 | China | 3,973,000 | 2008 est. |
| 6 | Canada | 3,350,000 | 2008 est. |
| 7 | Mexico | 3,186,000 | 2008 est. |
| 8 | United Arab Emirates | 3,046,000 | 2008 est. |
| 9 | Kuwait | 2,741,000 | 2008 est. |
| 10 | Venezuela | 2,643,000 | 2008 est. |
| 11 | European Union | 2,538,000 | 2007 est. |
| 12 | Norway | 2,466,000 | 2008 est. |
| 13 | Brazil | 2,422,000 | 2008 est. |
| 14 | Iraq | 2,385,000 | 2008 est. |
| 15 | Algeria | 2,180,000 | 2008 est. |
| 16 | Nigeria | 2,169,000 | 2008 est. |
| 17 | Angola | 2,015,000 | 2008 est. |
| 18 | Libya | 1,875,000 | 2008 est. |
| 19 | United Kingdom | 1,584,000 | 2008 est. |
| 20 | Kazakhstan | 1,429,000 | 2008 est. |
| 21 | Qatar | 1,208,000 | 2008 est. |
| 22 | Indonesia | 1,051,000 | 2008 est. |
| 23 | India | 883,500 | 2008 est. |
| 24 | Azerbaijan | 875,200 | 2008 est. |
| 25 | Argentina | 792,300 | 2008 est. |
| 26 | Oman | 761,000 | 2008 est. |
| 27 | Malaysia | 727,200 | 2008 est. |
| 28 | Egypt | 630,600 | 2008 est. |
| 29 | Colombia | 600,600 | 2008 est. |
| 30 | Australia | 586,400 | 2008 est. |
| 31 | Ecuador | 505,100 | 2008 est. |
| 32 | Sudan | 480,200 | 2008 est. |
| 33 | Syria | 426,100 | 2008 est. |
| 34 | Thailand | 361,300 | 2008 est. |
| 35 | Equatorial Guinea | 359,200 | 2008 est. |
| 36 | Vietnam | 313,600 | 2008 est. |
| 37 | Yemen | 300,100 | 2008 est. |
| 38 | Denmark | 288,800 | 2008 est. |
| 39 | Gabon | 247,800 | 2008 est. |
| 40 | Congo, Republic of the | 239,900 | 2008 est. |
| 41 | South Africa | 195,000 | 2008 est. |
| 42 | Turkmenistan | 189,400 | 2008 est. |
| 43 | Trinidad and Tobago | 163,300 | 2008 est. |
| 44 | Italy | 162,200 | 2008 est. |
| 45 | Brunei | 157,400 | 2008 est. |
| 46 | Germany | 150,800 | 2008 est. |
| 47 | Japan | 133,100 | 2008 est. |
| 48 | Chad | 127,000 | 2008 est. |
| 49 | Peru | 120,200 | 2008 est. |
| 50 | Romania | 115,200 | 2008 est. |
| 51 | Ukraine | 101,300 | 2008 est. |
| 52 | Timor-Leste | 100,000 | 2008 est. |
| 53 | Tunisia | 86,930 | 2008 est. |
| 54 | Uzbekistan | 83,820 | 2008 est. |
| 55 | Cameroon | 81,720 | 2008 est. |
| 56 | Netherlands | 72,090 | 2008 est. |
| 57 | France | 70,800 | 2008 est. |
| 58 | New Zealand | 65,400 | 2008 est. |
| 59 | Pakistan | 61,870 | 2008 est. |
| 60 | Cote d'Ivoire | 60,100 | 2008 est. |
| 61 | Cuba | 52,630 | 2008 est. |
| 62 | Bolivia | 51,360 | 2008 est. |
| 63 | Bahrain | 48,520 | 2008 est. |
| 64 | Turkey | 46,120 | 2008 est. |
