CIA - The World Factbook --  Exchange rates   

This entry provides the official value of a country's monetary unit at a given date or over a given period of time, as expressed in units of local currency per US dollar and as determined by international market forces or official fiat. The International Organization for Standardization (ISO) 4217 alphabetic currency code for the national medium of exchange is presented in parenthesis.

| Rank | country | Exchange rates | Date of Information |
| 79 | Lebanon | 1,507.50 | NA |
| 80 | Lebanon | 1,507.50 | NA |
| 81 | Lebanon | 1,507.50 | NA |
| 82 | Lebanon | 1,507.50 | NA |
| 83 | Uzbekistan | 1,466.70 | NA |
| 84 | Iraq | 1,466.00 | NA |
| 85 | Mongolia | 1,442.80 | NA |
| 86 | Somalia | 1,438.30 | NA |
| 87 | Tanzania | 1,423.30 | NA |
| 88 | Tanzania | 1,320.30 | NA |
| 89 | Uzbekistan | 1,317.00 | NA |
| 90 | Burma | 1,296.00 | NA |
| 91 | Burma | 1,280.00 | NA |
| 92 | Korea, South | 1,276.93 | NA |
| 93 | Mongolia | 1,267.51 | NA |
| 94 | Uzbekistan | 1,263.80 | NA |
| 95 | Iraq | 1,255.00 | NA |
| 96 | Tanzania | 1,255.00 | NA |
| 97 | Tanzania | 1,251.90 | NA |
| 98 | Burundi | 1,250.75 | NA |
| 99 | Burundi | 1,230.18 | NA |
| 100 | Uzbekistan | 1,219.80 | NA |
| 101 | Burma | 1,205.00 | NA |
| 102 | Burundi | 1,198.00 | NA |
| 103 | Tanzania | 1,178.10 | NA |
| 104 | Iraq | 1,176.00 | NA |
| 105 | Iraq | 1,170.00 | NA |
| 106 | Iraq | 1,170.00 | NA |
| 107 | Mongolia | 1,170.00 | NA |
| 108 | Mongolia | 1,165.00 | NA |
| 109 | Korea, South | 1,153.77 | NA |
| 110 | Korea, South | 1,101.70 | NA |
| 111 | Burundi | 1,065.00 | NA |
| 112 | Burma | 1,055.00 | NA |
| 113 | Burundi | 1,030.00 | NA |
| 114 | Burma | 1,000.00 | NA |
| 115 | Korea, South | 954.80 | NA |
| 116 | Congo, Democratic Republic of the | 930.00 | NA |
| 117 | Korea, South | 929.20 | NA |
| 118 | Congo, Democratic Republic of the | 810.00 | NA |
| 119 | Rwanda | 586.25 | NA |
| 120 | Rwanda | 585.00 | NA |
| 121 | Costa Rica | 573.29 | NA |
| 122 | Rwanda | 568.18 | NA |
| 123 | Chile | 560.86 | NA |
| 124 | Rwanda | 560.00 | NA |
| 125 | Congo, Democratic Republic of the | 559.00 | NA |
| 126 | Rwanda | 550.00 | NA |
| 127 | Costa Rica | 530.41 | NA |
| 128 | Chile | 530.29 | NA |
| 129 | Costa Rica | 526.68 | NA |
| 130 | Chile | 526.25 | NA |
| 131 | Chile | 525.34 | NA |
| 132 | Cote d'Ivoire | 522.89 | NA |
| 133 | Gabon | 522.89 | NA |
| 134 | Senegal | 522.89 | NA |
| 135 | Benin | 522.59 | NA |
| 136 | Central African Republic | 522.59 | NA |
| 137 | Togo | 522.59 | NA |
| 138 | Niger | 522.59 | NA |
| 139 | Mali | 522.59 | NA |
| 140 | Guinea-Bissau | 522.59 | NA |
| 141 | Congo, Republic of the | 522.59 | NA |
| 142 | Chad | 522.59 | NA |
| 143 | Burkina Faso | 522.59 | NA |
| 144 | Cameroon | 522.59 | NA |
| 145 | Equatorial Guinea | 522.40 | NA |
| 146 | Costa Rica | 519.53 | NA |
| 147 | Congo, Democratic Republic of the | 516.00 | NA |
| 148 | Costa Rica | 511.30 | NA |
| 149 | Chile | 509.02 | NA |
| 150 | Congo, Republic of the | 507.71 | NA |
| 151 | Senegal | 507.71 | NA |
| 152 | Gabon | 507.71 | NA |
| 153 | Togo | 507.71 | NA |
| 154 | Benin | 506.04 | NA |
| 155 | Chad | 506.04 | NA |
| 156 | Cote d'Ivoire | 506.04 | NA |
| 157 | Mali | 506.04 | NA |
| 158 | Niger | 506.04 | NA |
| 159 | Guinea-Bissau | 506.04 | NA |
| 160 | Equatorial Guinea | 506.04 | NA |
| 161 | Central African Republic | 506.04 | NA |
| 162 | Burkina Faso | 506.04 | NA |
| 163 | Cameroon | 506.04 | NA |
| 164 | Benin | 493.51 | NA |
| 165 | Niger | 493.51 | NA |
| 166 | Mali | 493.51 | NA |
| 167 | Guinea-Bissau | 493.51 | NA |
| 168 | Cameroon | 493.51 | NA |
| 169 | Burkina Faso | 493.51 | NA |
| 170 | Congo, Republic of the | 483.60 | NA |
| 171 | Togo | 482.71 | NA |
| 172 | Cote d'Ivoire | 481.83 | NA |
| 173 | Gabon | 481.83 | NA |
| 174 | Senegal | 481.83 | NA |
| 175 | Equatorial Guinea | 481.83 | NA |
| 176 | Central African Republic | 481.80 | NA |
| 177 | Chad | 480.10 | NA |
| 178 | Benin | 472.19 | NA |
| 179 | Equatorial Guinea | 472.19 | NA |
| 180 | Togo | 472.19 | NA |
| 181 | Gabon | 472.19 | NA |
| 182 | Cote d'Ivoire | 472.19 | NA |
| 183 | Congo, Republic of the | 472.19 | NA |
| 184 | Chad | 472.19 | NA |
| 185 | Cameroon | 472.19 | NA |
| 186 | Burkina Faso | 472.19 | NA |
| 187 | Senegal | 470.90 | NA |
| 188 | Congo, Democratic Republic of the | 464.69 | NA |
| 189 | Benin | 447.81 | NA |
| 190 | Burkina Faso | 447.81 | NA |
| 191 | Togo | 447.81 | NA |
| 192 | Senegal | 447.81 | NA |
| 193 | Niger | 447.81 | NA |
| 194 | Mali | 447.81 | NA |
| 195 | Guinea-Bissau | 447.81 | NA |
| 196 | Gabon | 447.81 | NA |
| 197 | Equatorial Guinea | 447.81 | NA |
| 198 | Cote d'Ivoire | 447.81 | NA |
| 199 | Congo, Republic of the | 447.81 | NA |
| 200 | Chad | 447.81 | NA |
| 201 | Central African Republic | 447.81 | NA |
| 202 | Cameroon | 447.81 | NA |
| 203 | Comoros | 435.90 | NA |
| 204 | Armenia | 414.69 | NA |
| 205 | Comoros | 396.21 | NA |
| 206 | Comoros | 395.60 | NA |
| 207 | Comoros | 391.80 | NA |
| 208 | Armenia | 374.29 | NA |
| 209 | Armenia | 363.28 | NA |
| 210 | Comoros | 361.40 | NA |
| 211 | Armenia | 344.06 | NA |
| 212 | Armenia | 303.93 | NA |
| 213 | Mauritania | 271.30 | NA |
| 214 | Mauritania | 262.40 | NA |
| 215 | Mauritania | 261.50 | NA |
| 216 | Mauritania | 258.60 | NA |
| 217 | Mauritania | 238.20 | NA |
| 218 | Zimbabwe | 234.25 | NA |
| 219 | Zimbabwe | 234.00 | NA |
| 220 | Yemen | 220.05 | NA |
| 221 | Hungary | 213.69 | NA |
| 222 | Hungary | 210.39 | NA |
| 223 | Guyana | 204.07 | NA |
| 224 | Guyana | 204.02 | NA |
| 225 | Guyana | 203.86 | NA |
| 226 | Yemen | 202.85 | NA |
| 227 | Hungary | 202.34 | NA |
| 228 | Guyana | 201.89 | NA |
| 229 | Guyana | 200.28 | NA |
| 230 | Yemen | 199.76 | NA |
| 231 | Yemen | 199.14 | NA |
| 232 | Yemen | 197.18 | NA |
| 233 | Hungary | 183.83 | NA |
| 234 | Djibouti | 177.72 | NA |
| 235 | Djibouti | 177.72 | NA |
| 236 | Djibouti | 177.72 | NA |
| 237 | Djibouti | 177.71 | NA |
| 238 | Djibouti | 174.75 | NA |
| 239 | Hungary | 171.80 | NA |
| 240 | Zimbabwe | 162.00 | NA |
| 241 | Malawi | 151.65 | NA |
| 242 | Nigeria | 150.88 | NA |
| 243 | Nigeria | 148.84 | NA |
| 244 | Kazakhstan | 147.50 | NA |
| 245 | Kazakhstan | 147.28 | NA |
| 246 | Malawi | 142.41 | NA |
| 247 | Malawi | 141.14 | NA |
| 248 | Malawi | 141.12 | NA |
| 249 | Korea, North | 141.00 | NA |
| 250 | Korea, North | 140.00 | NA |
| 251 | Iceland | 139.32 | NA |
| 252 | Malawi | 135.96 | NA |
| 253 | Nigeria | 127.46 | NA |
| 254 | Nigeria | 127.38 | NA |
| 255 | Kazakhstan | 126.09 | NA |
| 256 | Iceland | 123.64 | NA |
| 257 | Kazakhstan | 122.55 | NA |
| 258 | Vanuatu | 122.19 | NA |
| 259 | Kazakhstan | 120.25 | NA |
| 260 | Japan | 117.99 | NA |
| 261 | Nigeria | 117.80 | NA |
| 262 | Japan | 116.18 | NA |
| 263 | Sri Lanka | 114.95 | NA |
| 264 | Sri Lanka | 113.36 | NA |
| 265 | Vanuatu | 111.93 | NA |
| 266 | Vanuatu | 111.79 | NA |
| 267 | Sri Lanka | 110.78 | NA |
| 268 | Sri Lanka | 108.33 | NA |
| 269 | Albania | 106.50 | NA |
| 270 | French Polynesia | 105.66 | NA |
| 271 | New Caledonia | 105.66 | NA |
| 272 | Wallis and Futuna | 105.66 | NA |
| 273 | Sri Lanka | 103.99 | NA |
| 274 | Japan | 103.58 | NA |
| 275 | Albania | 98.38 | NA |
| 276 | Vanuatu | 97.93 | NA |
| 277 | French Polynesia | 96.04 | NA |
| 278 | New Caledonia | 96.04 | NA |
| 279 | Wallis and Futuna | 96.04 | NA |
| 280 | French Polynesia | 95.89 | NA |
| 281 | New Caledonia | 95.89 | NA |
| 282 | Wallis and Futuna | 95.89 | NA |
| 283 | Albania | 94.98 | NA |
| 284 | French Polynesia | 94.97 | NA |
| 285 | Wallis and Futuna | 94.97 | NA |
| 286 | New Caledonia | 94.97 | NA |
| 287 | Japan | 93.57 | NA |
| 288 | Albania | 92.67 | NA |
| 289 | Angola | 92.08 | NA |
| 290 | Japan | 88.67 | NA |
| 291 | Cape Verde | 88.58 | NA |
| 292 | Cape Verde | 87.95 | NA |
| 293 | Jamaica | 87.89 | NA |
| 294 | French Polynesia | 87.59 | NA |
| 295 | New Caledonia | 87.59 | NA |
| 296 | Wallis and Futuna | 87.59 | NA |
| 297 | Jamaica | 87.41 | NA |
| 298 | Iceland | 85.62 | NA |
| 299 | Pakistan | 85.27 | NA |
| 300 | Pakistan | 81.71 | NA |
| 301 | Cape Verde | 81.24 | NA |
| 302 | Angola | 80.40 | NA |
| 303 | Serbia | 79.98 | NA |
| 304 | Albania | 79.55 | NA |
| 305 | Cape Verde | 79.38 | NA |
| 306 | Angola | 79.33 | NA |
| 307 | Kenya | 79.22 | NA |
| 308 | Zimbabwe | 78.00 | NA |
| 309 | Nepal | 77.44 | NA |
| 310 | Kenya | 77.35 | NA |
| 311 | Angola | 76.60 | NA |
| 312 | Algeria | 76.00 | NA |
| 313 | Angola | 75.02 | NA |
| 314 | Cape Verde | 73.84 | NA |
| 315 | Algeria | 72.65 | NA |
| 316 | Algeria | 72.65 | NA |
| 317 | Nepal | 72.56 | NA |
| 318 | Nepal | 72.45 | NA |
| 319 | Jamaica | 72.24 | NA |
| 320 | Kenya | 72.10 | NA |
| 321 | Pakistan | 70.64 | NA |
| 322 | Bangladesh | 70.59 | NA |
| 323 | Nepal | 70.35 | NA |
| 324 | Iceland | 70.20 | NA |
| 325 | Algeria | 69.90 | NA |
| 326 | Bangladesh | 69.89 | NA |
| 327 | Bangladesh | 69.04 | NA |
| 328 | Jamaica | 69.03 | NA |
| 329 | Bangladesh | 69.03 | NA |
| 330 | Bangladesh | 68.55 | NA |
| 331 | Kenya | 68.36 | NA |
| 332 | Kenya | 68.31 | NA |
| 333 | Jamaica | 65.77 | NA |
| 334 | Nepal | 65.21 | NA |
| 335 | Iceland | 63.39 | NA |
| 336 | Algeria | 63.25 | NA |
| 337 | Serbia | 62.90 | NA |
| 338 | Pakistan | 60.63 | NA |
| 339 | Pakistan | 60.35 | NA |
| 340 | Serbia | 59.98 | NA |
| 341 | Liberia | 59.43 | NA |
| 342 | Liberia | 59.38 | NA |
| 343 | Liberia | 54.91 | NA |
| 344 | Serbia | 54.50 | NA |
| 345 | Liberia | 53.10 | NA |
| 346 | Syria | 51.69 | NA |
| 347 | Philippines | 51.25 | NA |
| 348 | Afghanistan | 50.25 | NA |
| 349 | Afghanistan | 50.23 | NA |
| 350 | Syria | 50.01 | NA |
| 351 | Afghanistan | 50.00 | NA |
| 352 | Macedonia | 48.98 | NA |
| 353 | India | 48.41 | NA |
| 354 | Afghanistan | 48.00 | NA |
| 355 | Afghanistan | 47.70 | NA |
| 356 | Philippines | 47.68 | NA |
| 357 | Macedonia | 47.60 | NA |
| 358 | Syria | 46.71 | NA |
| 359 | Bhutan | 46.60 | NA |
| 360 | Syria | 46.53 | NA |
| 361 | Syria | 46.46 | NA |
| 362 | Kyrgyzstan | 46.34 | NA |
| 363 | India | 46.16 | NA |
| 364 | Philippines | 46.15 | NA |
| 365 | Afghanistan | 46.00 | NA |
| 366 | Philippines | 45.46 | NA |
| 367 | Bhutan | 45.32 | NA |
| 368 | India | 45.30 | NA |
| 369 | Bhutan | 45.28 | NA |
| 370 | Macedonia | 44.73 | NA |
| 371 | Philippines | 44.44 | NA |
| 372 | Bhutan | 44.10 | NA |
| 373 | Macedonia | 44.10 | NA |
| 374 | India | 43.32 | NA |
| 375 | Kyrgyzstan | 42.91 | NA |
| 376 | Bhutan | 41.49 | NA |
| 377 | India | 41.49 | NA |
| 378 | Macedonia | 41.41 | NA |
| 379 | Haiti | 41.20 | NA |
| 380 | Haiti | 41.20 | NA |
| 381 | Haiti | 40.23 | NA |
| 382 | Kyrgyzstan | 40.15 | NA |
| 383 | Haiti | 39.22 | NA |
| 384 | Thailand | 37.88 | NA |
| 385 | Kyrgyzstan | 37.75 | NA |
| 386 | Haiti | 37.14 | NA |
| 387 | Dominican Republic | 36.92 | NA |
| 388 | Kyrgyzstan | 36.11 | NA |
| 389 | Dominican Republic | 36.03 | NA |
| 390 | Mozambique | 35.00 | NA |
| 391 | Dominican Republic | 34.78 | NA |
| 392 | Thailand | 34.52 | NA |
| 393 | Thailand | 34.29 | NA |
| 394 | Dominican Republic | 33.41 | NA |
| 395 | Thailand | 33.37 | NA |
| 396 | Dominican Republic | 33.11 | NA |
| 397 | Taiwan | 33.06 | NA |
| 398 | Taiwan | 32.84 | NA |
| 399 | Taiwan | 32.53 | NA |
| 400 | Mauritius | 31.96 | NA |
| 401 | Taiwan | 31.86 | NA |
| 402 | Mauritius | 31.80 | NA |
| 403 | Russia | 31.74 | NA |
| 404 | Thailand | 31.66 | NA |
| 405 | Mauritius | 31.66 | NA |
| 406 | Taiwan | 31.53 | NA |
| 407 | Mauritius | 30.99 | NA |
| 408 | Russia | 30.00 | NA |
| 409 | Slovakia | 29.61 | NA |
| 410 | Gambia, The | 28.52 | NA |
| 411 | Gambia, The | 28.07 | NA |
| 412 | Mauritius | 27.97 | NA |
| 413 | Gambia, The | 27.79 | NA |
| 414 | Russia | 27.19 | NA |
| 415 | Gambia, The | 26.67 | NA |
| 416 | Mozambique | 26.28 | NA |
| 417 | Mozambique | 26.26 | NA |
| 418 | Russia | 25.58 | NA |
| 419 | Mozambique | 25.40 | NA |
| 420 | Slovakia | 24.92 | NA |
| 421 | Russia | 24.85 | NA |
| 422 | Mozambique | 24.13 | NA |
| 423 | Uruguay | 24.05 | NA |
| 424 | Uruguay | 23.95 | NA |
| 425 | Gambia, The | 22.75 | NA |
| 426 | Czech Republic | 22.60 | NA |
| 427 | Uruguay | 22.57 | NA |
| 428 | Nicaragua | 21.35 | NA |
| 429 | Slovakia | 21.05 | NA |
| 430 | Uruguay | 20.94 | NA |
| 431 | Czech Republic | 20.53 | NA |
| 432 | Nicaragua | 20.34 | NA |
| 433 | Uruguay | 20.28 | NA |
| 434 | Czech Republic | 19.74 | NA |
| 435 | Nicaragua | 19.37 | NA |
| 436 | Czech Republic | 19.06 | NA |
| 437 | Honduras | 18.98 | NA |
| 438 | Honduras | 18.90 | NA |
| 439 | Honduras | 18.90 | NA |
| 440 | Honduras | 18.90 | NA |
| 441 | Honduras | 18.90 | NA |
| 442 | Nicaragua | 18.46 | NA |
| 443 | Nicaragua | 17.58 | NA |
| 444 | Czech Republic | 17.06 | NA |
| 445 | Eritrea | 15.50 | NA |
| 446 | Eritrea | 15.40 | NA |
| 447 | Eritrea | 15.38 | NA |
| 448 | Eritrea | 15.38 | NA |
| 449 | Eritrea | 15.38 | NA |
| 450 | Ethiopia | 14.40 | NA |
| 451 | Seychelles | 13.61 | NA |
| 452 | Mexico | 13.51 | NA |
| 453 | Moldova | 13.13 | NA |
| 454 | Maldives | 12.80 | NA |
| 455 | Maldives | 12.80 | NA |
| 456 | Maldives | 12.80 | NA |
| 457 | Maldives | 12.80 | NA |
| 458 | Mexico | 12.69 | NA |
| 459 | Estonia | 12.47 | NA |
| 460 | Moldova | 12.44 | NA |
| 461 | Seychelles | 12.22 | NA |
| 462 | Moldova | 12.18 | NA |
| 463 | Estonia | 12.11 | NA |
| 464 | Ethiopia | 11.78 | NA |
| 465 | Estonia | 11.54 | NA |
| 466 | Estonia | 11.23 | NA |
| 467 | Moldova | 11.11 | NA |
| 468 | Mexico | 11.02 | NA |
| 469 | Mexico | 10.90 | NA |
| 470 | Mexico | 10.80 | NA |
| 471 | Estonia | 10.70 | NA |
| 472 | Moldova | 10.33 | NA |
| 473 | Ethiopia | 9.57 | NA |
| 474 | Ethiopia | 8.96 | NA |
| 475 | Morocco | 8.77 | NA |
| 476 | Western Sahara | 8.77 | NA |
| 477 | Ethiopia | 8.69 | NA |
| 478 | Lesotho | 8.47 | NA |
| 479 | Swaziland | 8.47 | NA |
| 480 | Namibia | 8.42 | NA |
| 481 | South Africa | 8.42 | NA |
| 482 | Morocco | 8.36 | NA |
| 483 | Western Sahara | 8.36 | NA |
| 484 | Morocco | 8.36 | NA |
| 485 | Western Sahara | 8.36 | NA |
| 486 | Guatemala | 8.16 | NA |
| 487 | Guatemala | 8.08 | NA |
| 488 | Morocco | 8.06 | NA |
| 489 | Bolivia | 8.02 | NA |
| 490 | Macau | 8.01 | NA |
| 491 | Macau | 8.00 | NA |
| 492 | Seychelles | 8.00 | NA |
| 493 | Macau | 7.99 | NA |
| 494 | Macau | 7.98 | NA |
| 495 | China | 7.97 | NA |
| 496 | South Africa | 7.96 | NA |
| 497 | Ukraine | 7.91 | NA |
| 498 | Lesotho | 7.90 | NA |
| 499 | Bolivia | 7.86 | NA |
| 500 | Hong Kong | 7.80 | NA |
| 501 | Ukraine | 7.79 | NA |
| 502 | Hong Kong | 7.78 | NA |
| 503 | Hong Kong | 7.77 | NA |
| 504 | Hong Kong | 7.75 | NA |
| 505 | Hong Kong | 7.75 | NA |
| 506 | Lesotho | 7.75 | NA |
| 507 | Namibia | 7.75 | NA |
| 508 | Swaziland | 7.75 | NA |
| 509 | Guatemala | 7.68 | NA |
| 510 | Sweden | 7.65 | NA |
| 511 | China | 7.61 | NA |
| 512 | Guatemala | 7.60 | NA |
| 513 | Guatemala | 7.59 | NA |
| 514 | Namibia | 7.57 | NA |
| 515 | Swaziland | 7.57 | NA |
| 516 | Solomon Islands | 7.53 | NA |
| 517 | Morocco | 7.53 | NA |
| 518 | Western Sahara | 7.53 | NA |
| 519 | Sweden | 7.51 | NA |
| 520 | Solomon Islands | 7.51 | NA |
| 521 | Solomon Islands | 7.48 | NA |
| 522 | Swaziland | 7.40 | NA |
| 523 | South Africa | 7.38 | NA |
| 524 | Sweden | 7.37 | NA |
| 525 | Solomon Islands | 7.34 | NA |
| 526 | Bolivia | 7.25 | NA |
| 527 | Lesotho | 7.25 | NA |
| 528 | Namibia | 7.18 | NA |
| 529 | Botswana | 7.16 | NA |
| 530 | Bolivia | 7.07 | NA |
| 531 | Bolivia | 7.07 | NA |
| 532 | South Africa | 7.05 | NA |
| 533 | China | 6.94 | NA |
| 534 | Lesotho | 6.85 | NA |
| 535 | Swaziland | 6.85 | NA |
| 536 | China | 6.83 | NA |
| 537 | Botswana | 6.79 | NA |
| 538 | China | 6.79 | NA |
| 539 | Namibia | 6.76 | NA |
| 540 | South Africa | 6.76 | NA |
| 541 | Sweden | 6.76 | NA |
| 542 | Botswana | 6.74 | NA |
| 543 | Seychelles | 6.50 | NA |
| 544 | Norway | 6.42 | NA |
| 545 | Svalbard | 6.42 | NA |
| 546 | Sweden | 6.41 | NA |
| 547 | Trinidad and Tobago | 6.33 | NA |
| 548 | Trinidad and Tobago | 6.33 | NA |
| 549 | Trinidad and Tobago | 6.31 | NA |
| 550 | Trinidad and Tobago | 6.31 | NA |
| 551 | Trinidad and Tobago | 6.29 | NA |
| 552 | Norway | 6.29 | NA |
| 553 | Botswana | 6.20 | NA |
| 554 | Norway | 6.15 | NA |
| 555 | Svalbard | 6.15 | NA |
| 556 | Denmark | 5.95 | NA |
| 557 | Faroe Islands | 5.95 | NA |
| 558 | Greenland | 5.95 | NA |
| 559 | Croatia | 5.86 | NA |
| 560 | Norway | 5.86 | NA |
| 561 | Svalbard | 5.86 | NA |
| 562 | Botswana | 5.84 | NA |
| 563 | Denmark | 5.77 | NA |
| 564 | Faroe Islands | 5.77 | NA |
| 565 | Greenland | 5.77 | NA |
| 566 | Egypt | 5.73 | NA |
| 567 | Egypt | 5.67 | NA |
| 568 | Norway | 5.64 | NA |
| 569 | Svalbard | 5.64 | NA |
| 570 | Croatia | 5.64 | NA |
| 571 | Egypt | 5.61 | NA |
| 572 | Egypt | 5.55 | NA |
| 573 | Seychelles | 5.50 | NA |
| 574 | Denmark | 5.48 | NA |
| 575 | Greenland | 5.48 | NA |
| 576 | Faroe Islands | 5.48 | NA |
| 577 | Egypt | 5.40 | NA |
| 578 | Croatia | 5.37 | NA |
| 579 | Denmark | 5.36 | NA |
| 580 | Croatia | 5.27 | NA |
| 581 | Ukraine | 5.05 | NA |
| 582 | Ukraine | 5.05 | NA |
| 583 | Denmark | 5.02 | NA |
| 584 | Greenland | 5.02 | NA |
| 585 | Faroe Islands | 5.02 | NA |
| 586 | Croatia | 4.98 | NA |
| 587 | Ukraine | 4.95 | NA |
| 588 | Gaza Strip | 4.46 | NA |
| 589 | Israel | 4.46 | NA |
| 590 | West Bank | 4.46 | NA |
| 591 | Tajikistan | 4.38 | NA |
| 592 | Venezuela | 4.30 | NA |
| 593 | Tajikistan | 4.14 | NA |
| 594 | Gaza Strip | 4.14 | NA |
| 595 | Israel | 4.14 | NA |
| 596 | West Bank | 4.14 | NA |
| 597 | Gaza Strip | 3.93 | NA |
| 598 | Israel | 3.93 | NA |
| 599 | West Bank | 3.93 | NA |
| 600 | Argentina | 3.90 | NA |
| 601 | Saudi Arabia | 3.75 | NA |
| 602 | Saudi Arabia | 3.75 | NA |
| 603 | Saudi Arabia | 3.75 | NA |
| 604 | Gaza Strip | 3.75 | NA |
| 605 | West Bank | 3.75 | NA |
| 606 | Israel | 3.75 | NA |
| 607 | Saudi Arabia | 3.75 | NA |
| 608 | Saudi Arabia | 3.75 | NA |
| 609 | Argentina | 3.71 | NA |
| 610 | United Arab Emirates | 3.67 | NA |
| 611 | United Arab Emirates | 3.67 | NA |
| 612 | United Arab Emirates | 3.67 | NA |
| 613 | United Arab Emirates | 3.67 | NA |
| 614 | United Arab Emirates | 3.67 | NA |
| 615 | Malaysia | 3.67 | NA |
| 616 | Qatar | 3.64 | NA |
| 617 | Qatar | 3.64 | NA |
| 618 | Qatar | 3.64 | NA |
| 619 | Qatar | 3.64 | NA |
| 620 | Qatar | 3.64 | NA |
| 621 | Israel | 3.59 | NA |
| 622 | Gaza Strip | 3.56 | NA |
| 623 | West Bank | 3.56 | NA |
| 624 | Malaysia | 3.52 | NA |
| 625 | Malaysia | 3.46 | NA |
| 626 | Tajikistan | 3.46 | NA |
| 627 | Tajikistan | 3.44 | NA |
| 628 | Malaysia | 3.33 | NA |
| 629 | Tajikistan | 3.30 | NA |
| 630 | Peru | 3.27 | NA |
| 631 | Malaysia | 3.22 | NA |
| 632 | Romania | 3.20 | NA |
| 633 | Peru | 3.17 | NA |
| 634 | Argentina | 3.16 | NA |
| 635 | Poland | 3.12 | NA |
| 636 | Argentina | 3.11 | NA |
| 637 | Poland | 3.10 | NA |
| 638 | Poland | 3.07 | NA |
| 639 | Papua New Guinea | 3.06 | NA |
| 640 | Argentina | 3.05 | NA |
| 641 | Romania | 3.05 | NA |
