CIA - The World Factbook --  Natural gas - exports   

This entry is the total natural gas exported in cubic meters (cu m).

| Rank | country | (cu m) | Date of Information |
| --- | --- | --- | --- |
| 1 | Russia | 200,100,000,000 | 2012 est. |
| 2 | Qatar | 113,700,000,000 | 2011 est. |
| 3 | Norway | 107,300,000,000 | 2012 est. |
| 4 | European Union | 93,750,000,000 | 2010 est. |
| 5 | Canada | 88,290,000,000 | 2012 est. |
| 6 | Netherlands | 74,060,000,000 | 2012 est. |
| 7 | Algeria | 52,020,000,000 | 2011 est. |
| 8 | Turkmenistan | 46,100,000,000 | 2011 est. |
| 9 | United States | 45,840,000,000 | 2012 est. |
| 10 | Slovakia | 45,430,000,000 | 2012 est. |
| 11 | Bolivia | 40,280,000,000 | 2012 est. |
| 12 | Indonesia | 38,670,000,000 | 2011 est. |
| 13 | Austria | 34,750,000,000 | 2012 est. |
| 14 | Malaysia | 33,100,000,000 | 2011 est. |
| 15 | Australia | 30,270,000,000 | 2012 est. |
| 16 | Nigeria | 25,960,000,000 | 2011 est. |
| 17 | Czech Republic | 25,230,000,000 | 2012 est. |
| 18 | Poland | 25,010,000,000 | 2012 est. |
| 19 | Belgium | 21,180,000,000 | 2012 est. |
| 20 | Germany | 18,170,000,000 | 2012 est. |
| 21 | Trinidad and Tobago | 17,640,000,000 | 2011 est. |
| 22 | Uzbekistan | 13,400,000,000 | 2012 est. |
| 23 | United Kingdom | 11,970,000,000 | 2012 est. |
| 24 | Oman | 10,930,000,000 | 2011 est. |
| 25 | Egypt | 10,510,000,000 | 2011 est. |
| 26 | Kazakhstan | 9,700,000,000 | 2011 est. |
| 27 | Brunei | 9,420,000,000 | 2011 est. |
| 28 | Iran | 9,050,000,000 | 2011 est. |
| 29 | Yemen | 8,750,000,000 | 2011 est. |
| 30 | Peru | 8,730,000,000 | 2012 est. |
| 31 | Burma | 8,570,000,000 | 2011 est. |
| 32 | Switzerland | 8,494,000,000 | 2012 est. |
| 33 | France | 5,994,000,000 | 2012 est. |
| 34 | Azerbaijan | 5,550,000,000 | 2011 est. |
| 35 | Equatorial Guinea | 5,260,000,000 | 2011 est. |
| 36 | United Arab Emirates | 5,180,000,000 | 2011 est. |
| 37 | Spain | 4,414,000,000 | 2012 est. |
| 38 | Libya | 3,666,000,000 | 2011 est. |
| 39 | Mozambique | 3,300,000,000 | 2011 est. |
| 40 | China | 3,195,000,000 | 2011 est. |
| 41 | Denmark | 2,983,000,000 | 2012 est. |
