CIA - The World Factbook --  NATURAL GAS - EXPORTS

Natural gas - exports compares the total natural gas exported in cubic meters (cu m).

| Rank | Country | (CU M) | Date of Information |
| --- | --- | --- | --- |
| 1 | Russia | 197,700,000,000 | 2015 est. |
| 2 | Qatar | 123,900,000,000 | 2015 est. |
| 3 | Norway | 112,000,000,000 | 2015 est. |
| 4 | European Union | 93,750,000,000 | 2010 est. |
| 5 | Canada | 78,250,000,000 | 2015 est. |
| 6 | Netherlands | 53,650,000,000 | 2016 est. |
| 7 | United States | 50,520,000,000 | 2015 est. |
| 8 | Algeria | 43,420,000,000 | 2015 est. |
| 9 | Turkmenistan | 40,300,000,000 | 2015 est. |
| 10 | Malaysia | 34,990,000,000 | 2015 est. |
| 11 | Australia | 34,060,000,000 | 2015 est. |
| 12 | Germany | 32,510,000,000 | 2015 est. |
| 13 | Indonesia | 30,290,000,000 | 2015 est. |
| 14 | Nigeria | 26,330,000,000 | 2015 est. |
| 15 | Trinidad and Tobago | 17,860,000,000 | 2015 est. |
| 16 | Bolivia | 15,730,000,000 | 2016 est. |
| 17 | Uzbekistan | 14,700,000,000 | 2014 est. |
| 18 | United Kingdom | 14,220,000,000 | 2015 est. |
| 19 | Burma | 13,910,000,000 | 2015 est. |
| 20 | Kazakhstan | 13,700,000,000 | 2016 est. |
| 21 | United Arab Emirates | 11,080,000,000 | 2015 est. |
| 22 | Papua New Guinea | 9,700,000,000 | 2015 est. |
| 23 | Yemen | 8,800,000,000 | 2014 est. |
| 24 | Brunei | 8,520,000,000 | 2015 est. |
| 25 | Iran | 8,380,000,000 | 2015 est. |
| 26 | Timor-Leste | 7,700,000,000 | 2015 est. |
| 27 | Azerbaijan | 7,320,000,000 | 2015 est. |
| 28 | Libya | 7,110,000,000 | 2015 est. |
| 29 | France | 5,419,000,000 | 2015 est. |
| 30 | Austria | 5,407,000,000 | 2015 est. |
| 31 | Spain | 5,065,000,000 | 2015 est. |
| 32 | Equatorial Guinea | 5,010,000,000 | 2015 est. |
| 33 | Peru | 4,830,000,000 | 2015 est. |
| 34 | Mozambique | 3,800,000,000 | 2015 est. |
| 35 | China | 3,243,000,000 | 2015 est. |
| 36 | Israel | 2,605,000,000 | 2011 est. |
| 37 | Denmark | 2,192,000,000 | 2015 est. |
| 38 | Oman | 1,990,000,000 | 2015 est. |
| 39 | Belgium | 1,694,000,000 | 2015 est. |
| 40 | Egypt | 720,000,000 | 2014 est. |
| 41 | Turkey | 624,000,000 | 2015 est. |
| 42 | Hungary | 545,000,000 | 2015 est. |
| 43 | Angola | 500,000,000 | 2014 est. |
| 44 | Croatia | 422,000,000 | 2014 est. |
| 45 | Colombia | 400,000,000 | 2015 est. |
| 46 | India | 270,000,000 | 2015 est. |
| 47 | Singapore | 250,000,000 | 2015 est. |
| 48 | Brazil | 100,000,000 | 2014 est. |
| 49 | Argentina | 80,000,000 | 2015 est. |
| 50 | Poland | 56,000,000 | 2015 est. |
| 51 | Congo, Republic of the | 39,000,000 | 2012 est. |
| 52 | Mexico | 31,000,000 | 2015 est. |
| 53 | Italy | 21,200,000 | 2016 est. |
| 54 | Slovakia | 3,000,000 | 2014 est. |
| 55 | Romania | 1,078,000 | 2015 est. |
| 56 | Czechia | 1,000,000 | 2014 est. |
| 57 | Aruba | 1 | 2013 est. |
| 58 | Antigua and Barbuda | 0 | 2013 est. |
| 59 | Afghanistan | 0 | 2013 est. |
| 60 | Albania | 0 | 2013 est. |
| 61 | Armenia | 0 | 2013 est. |
| 62 | Andorra | 0 | 2016 |
| 63 | American Samoa | 0 | 2013 est. |
| 64 | Bahrain | 0 | 2013 est. |
| 65 | Barbados | 0 | 2013 est. |
| 66 | Botswana | 0 | 2013 est. |
| 67 | Bermuda | 0 | 2013 est. |
| 68 | Bahamas, The | 0 | 2013 est. |
| 69 | Bangladesh | 0 | 2013 est. |
| 70 | Belize | 0 | 2013 est. |
| 71 | Bosnia and Herzegovina | 0 | 2014 est. |
| 72 | Benin | 0 | 2013 est. |
| 73 | Belarus | 0 | 2016 est. |
| 74 | Solomon Islands | 0 | 2013 est. |
| 75 | Bhutan | 0 | 2016 est. |
| 76 | Bulgaria | 0 | 2016 est. |
| 77 | Burundi | 0 | 2013 est. |
| 78 | Cambodia | 0 | 2013 est. |
| 79 | Curacao | 0 | 2009 est. |
| 80 | Chad | 0 | 2013 est. |
| 81 | Sri Lanka | 0 | 2013 est. |
| 82 | Congo, Democratic Republic of the | 0 | 2013 est. |
| 83 | Chile | 0 | 2014 est. |
| 84 | Cayman Islands | 0 | 2013 est. |
| 85 | Cameroon | 0 | 2013 est. |
| 86 | Comoros | 0 | 2013 est. |
| 87 | Costa Rica | 0 | 2013 est. |
| 88 | Central African Republic | 0 | 2013 est. |
| 89 | Cuba | 0 | 2016 est. |
| 90 | Cabo Verde | 0 | 2016 est. |
| 91 | Cook Islands | 0 | 2013 est. |
| 92 | Cyprus | 0 | 2013 est. |
| 93 | Djibouti | 0 | 2013 est. |
| 94 | Dominica | 0 | 2013 est. |
| 95 | Dominican Republic | 0 | 2013 est. |
| 96 | Ecuador | 0 | 2015 est. |
| 97 | Ireland | 0 | 2014 est. |
| 98 | Estonia | 0 | 2015 est. |
| 99 | Eritrea | 0 | 2013 est. |
| 100 | El Salvador | 0 | 2016 est. |
| 101 | Ethiopia | 0 | 2013 est. |
| 102 | Finland | 0 | 2016 est. |
| 103 | Fiji | 0 | 2013 est. |
| 104 | Falkland Islands (Islas Malvinas) | 0 | 2013 est. |
| 105 | Faroe Islands | 0 | 2016 est. |
| 106 | French Polynesia | 0 | 2013 est. |
| 107 | Gambia, The | 0 | 2013 est. |
| 108 | Gabon | 0 | 2013 est. |
| 109 | Georgia | 0 | 2013 est. |
| 110 | Ghana | 0 | 2015 est. |
| 111 | Gibraltar | 0 | 2013 est. |
| 112 | Grenada | 0 | 2013 est. |
| 113 | Greenland | 0 | 2016 est. |
| 114 | Guam | 0 | 2014 est. |
| 115 | Greece | 0 | 2014 est. |
| 116 | Guatemala | 0 | 2013 est. |
| 117 | Guinea | 0 | 2013 est. |
| 118 | Guyana | 0 | 2013 est. |
| 119 | Haiti | 0 | 2013 est. |
| 120 | Hong Kong | 0 | 2013 est. |
| 121 | Honduras | 0 | 2013 est. |
| 122 | Iceland | 0 | 2014 est. |
| 123 | Cote d'Ivoire | 0 | 2013 est. |
| 124 | Iraq | 0 | 2013 est. |
| 125 | Japan | 0 | 2014 est. |
| 126 | Jamaica | 0 | 2013 est. |
| 127 | Jordan | 0 | 2013 est. |
| 128 | Kenya | 0 | 2013 est. |
| 129 | Kyrgyzstan | 0 | 2013 est. |
| 130 | Korea, North | 0 | 2014 est. |
| 131 | Kiribati | 0 | 2013 est. |
| 132 | Korea, South | 0 | 2014 est. |
| 133 | Kuwait | 0 | 2013 est. |
| 134 | Laos | 0 | 2013 est. |
| 135 | Lebanon | 0 | 2013 est. |
| 136 | Latvia | 0 | 2014 est. |
| 137 | Lithuania | 0 | 2014 est. |
| 138 | Liberia | 0 | 2013 est. |
| 139 | Lesotho | 0 | 2013 est. |
| 140 | Luxembourg | 0 | 2014 est. |
| 141 | Madagascar | 0 | 2013 est. |
| 142 | Macau | 0 | 2013 est. |
| 143 | Moldova | 0 | 2015 est. |
| 144 | Mongolia | 0 | 2013 est. |
| 145 | Montserrat | 0 | 2013 est. |
| 146 | Malawi | 0 | 2017 est. |
| 147 | Montenegro | 0 | 2013 est. |
| 148 | Macedonia | 0 | 2016 |
| 149 | Mali | 0 | 2013 est. |
| 150 | Morocco | 0 | 2013 est. |
| 151 | Mauritius | 0 | 2013 est. |
| 152 | Mauritania | 0 | 2013 est. |
| 153 | Malta | 0 | 2014 est. |
| 154 | Maldives | 0 | 2016 est. |
| 155 | New Caledonia | 0 | 2013 est. |
| 156 | Niue | 0 | 2015 est. |
| 157 | Niger | 0 | 2016 est. |
| 158 | Vanuatu | 0 | 2013 est. |
| 159 | Nepal | 0 | 2013 est. |
| 160 | Nauru | 0 | 2013 est. |
| 161 | Suriname | 0 | 2013 est. |
| 162 | Nicaragua | 0 | 2016 est. |
| 163 | New Zealand | 0 | 2014 est. |
| 164 | South Sudan | 0 | 2013 est. |
| 165 | Paraguay | 0 | 2013 est. |
| 166 | Pakistan | 0 | 2016 est. |
| 167 | Panama | 0 | 2013 est. |
