CIA - The World Factbook --  PUBLIC DEBT

Public debt compares the cumulative total of all government borrowings less repayments that are denominated in a country's home currency. Public debt should not be confused with external debt.

| Rank | Country | (% OF GDP) | Date of Information |
| --- | --- | --- | --- |
| 1 | Japan | 230.00 | 2015 est. |
| 2 | Greece | 177.40 | 2015 est. |
| 3 | Lebanon | 147.60 | 2015 est. |
| 4 | Italy | 132.80 | 2015 est. |
| 5 | Portugal | 129.00 | 2015 est. |
| 6 | Jamaica | 126.80 | 2015 est. |
| 7 | Eritrea | 121.80 | 2015 est. |
| 8 | Cabo Verde | 116.00 | 2015 est. |
| 9 | Grenada | 110.00 | 2012 est. |
| 10 | Cyprus | 108.90 | 2015 est. |
| 11 | Barbados | 106.90 | 2015 est. |
| 12 | Belgium | 106.10 | 2015 est. |
| 13 | Singapore | 104.70 | 2015 est. |
| 14 | Ireland | 101.20 | 2015 est. |
| 15 | Spain | 99.20 | 2015 est. |
| 16 | Canada | 98.60 | 2015 est. |
| 17 | Puerto Rico | 96.60 | 2015 est. |
| 18 | France | 96.20 | 2015 est. |
| 19 | Egypt | 90.20 | 2015 est. |
| 20 | Antigua and Barbuda | 89.00 | 2012 est. |
| 21 | United Kingdom | 89.00 | 2015 est. |
| 22 | European Union | 86.80 | 2014 |
| 23 | Croatia | 86.70 | 2015 est. |
| 24 | Yemen | 86.30 | 2015 est. |
| 25 | Austria | 86.20 | 2015 est. |
| 26 | Jordan | 85.50 | 2015 est. |
| 27 | Slovenia | 83.70 | 2015 est. |
| 28 | Saint Kitts and Nevis | 83.00 | 2013 est. |
| 29 | Belize | 82.40 | 2015 est. |
| 30 | Sao Tome and Principe | 81.80 | 2015 est. |
| 31 | Ukraine | 79.40 | 2015 est. |
| 32 | Saint Lucia | 77.00 | 2012 est. |
| 33 | Serbia | 77.00 | 2015 est. |
| 34 | Sri Lanka | 76.00 | 2015 est. |
| 35 | Mozambique | 75.80 | 2015 est. |
| 36 | Morocco | 75.70 | 2015 est. |
| 37 | Hungary | 75.30 | 2015 est. |
| 38 | United States | 73.60 | 2015 est. |
| 39 | Maldives | 72.80 | 2014 |
| 40 | Mongolia | 72.00 | 31 September 2015 est. |
| 41 | Ghana | 71.80 | 2015 est. |
| 42 | Albania | 71.40 | 2015 est. |
| 43 | Germany | 71.20 | 2015 est. |
| 44 | Dominica | 70.00 | 2012 est. |
| 45 | Sudan | 68.90 | 2015 est. |
| 46 | Iceland | 67.60 | 2015 est. |
| 47 | Trinidad and Tobago | 67.40 | 2015 est. |
| 48 | Togo | 67.30 | 2015 est. |
| 49 | Aruba | 67.00 | 2013 |
| 50 | Saint Vincent and the Grenadines | 67.00 | 2013 est. |
| 51 | Bahrain | 66.70 | 2015 est. |
| 52 | Brazil | 66.50 | 2015 est. |
| 53 | Uruguay | 66.30 | 2015 est. |
| 54 | El Salvador | 65.40 | 2015 est. |
| 55 | Netherlands | 65.30 | 2015 est. |
| 56 | Bahamas, The | 64.40 | 2015 est. |
