CIA - The World Factbook --  Unemployment rate   

This entry contains the percent of the labor force that is without jobs. Substantial underemployment might be noted.

| Rank | country | (%) | Date of Information |
| --- | --- | --- | --- |
| 1 | Andorra | 0.00 | 2007 |
| 2 | Monaco | 0.00 | 2005 |
| 3 | Qatar | 0.40 | 2008 est. |
| 4 | Azerbaijan | 0.90 | 2008 est. |
| 5 | Guernsey | 0.90 | March 2006 est. |
| 6 | Uzbekistan | 1.00 | 2008 est. |
| 7 | Faroe Islands | 1.40 | 2007 |
| 8 | Thailand | 1.40 | 2008 est. |
| 9 | Isle of Man | 1.50 | December 2006 est. |
| 10 | Moldova | 1.50 | 2008 est. |
| 11 | Liechtenstein | 1.50 | 31 December 2007 |
| 12 | Belarus | 1.60 | 2005 |
| 13 | Cuba | 1.60 | 2008 est. |
| 14 | Iceland | 1.60 | 2008 est. |
| 15 | Vanuatu | 1.70 | 1999 |
| 16 | Denmark | 1.80 | 2008 est. |
| 17 | Papua New Guinea | 1.90 | 2004 |
| 18 | Kiribati | 2.00 | 1992 est. |
| 19 | Seychelles | 2.00 | 2006 est. |
| 20 | Bermuda | 2.10 | 2004 est. |
| 21 | Jersey | 2.20 | 2006 est. |
| 22 | Singapore | 2.20 | 2008 est. |
| 23 | Kuwait | 2.20 | 2004 est. |
| 24 | Tajikistan | 2.30 | 2008 est. |
| 25 | United Arab Emirates | 2.40 | 2001 |
| 26 | Laos | 2.40 | 2005 est. |
| 27 | Bangladesh | 2.50 | 2008 est. |
| 28 | Bhutan | 2.50 | 2004 |
| 29 | Norway | 2.60 | 2008 est. |
| 30 | Switzerland | 2.60 | 2008 est. |
| 31 | Mongolia | 2.80 | 2008 |
| 32 | Gibraltar | 3.00 | 2005 est. |
| 33 | Macau | 3.00 | 2008 |
| 34 | Ukraine | 3.00 | 2008 est. |
| 35 | San Marino | 3.10 | 2008 |
| 36 | Guatemala | 3.20 | 2005 est. |
| 37 | Korea, South | 3.20 | 2008 est. |
| 38 | Malaysia | 3.30 | 2008 est. |
| 39 | Cambodia | 3.50 | 2007 est. |
| 40 | Honduras | 3.50 | 2008 est. |
| 41 | Hong Kong | 3.50 | 2008 est. |
| 42 | Cyprus | 3.60 | 2008 est. |
| 43 | British Virgin Islands | 3.60 | 1997 |
| 44 | Brunei | 3.70 | 2008 |
| 45 | Austria | 3.90 | 2008 est. |
| 46 | China | 4.00 | 2008 est. |
| 47 | Mexico | 4.00 | 2008 est. |
| 48 | Netherlands | 4.00 | 2008 est. |
| 49 | Japan | 4.00 | 2008 est. |
| 50 | Taiwan | 4.10 | 2008 est. |
| 51 | Australia | 4.20 | 2008 est. |
| 52 | Palau | 4.20 | 2005 est. |
| 53 | New Zealand | 4.20 | 2008 est. |
| 54 | Cayman Islands | 4.40 | 2004 |
| 55 | Luxembourg | 4.40 | 2008 est. |
| 56 | Romania | 4.40 | 2008 est. |
| 57 | Saint Kitts and Nevis | 4.50 | 1997 |
| 58 | Trinidad and Tobago | 4.60 | 2008 est. |
| 59 | Vietnam | 4.70 | 2008 est. |
| 60 | Costa Rica | 4.90 | 2008 est. |
| 61 | Nigeria | 4.90 | 2007 est. |
| 62 | Burma | 5.00 | 2008 est. |
| 63 | Namibia | 5.00 | 2008 est. |
| 64 | Sri Lanka | 5.20 | 2008 est. |
| 65 | Czech Republic | 5.40 | 2008 est. |
| 66 | Paraguay | 5.40 | 2008 est. |
| 67 | Nicaragua | 5.60 | 2008 est. |
| 68 | Panama | 5.60 | 2008 est. |
| 69 | United Kingdom | 5.60 | 2008 est. |
| 70 | Estonia | 5.70 | 2008 est. |
| 71 | Lithuania | 5.80 | 2008 est. |
| 72 | United States | 5.80 | 2008 est. |
| 73 | Montserrat | 6.00 | 1998 est. |
| 74 | Malta | 6.00 | 2008 est. |
| 75 | Israel | 6.10 | 2008 est. |
| 76 | Canada | 6.20 | 2008 est. |
| 77 | Sweden | 6.20 | 2008 est. |
| 78 | Virgin Islands | 6.20 | 2004 |
| 79 | Bulgaria | 6.30 | 2008 est. |
| 80 | Ireland | 6.30 | 2008 est. |
| 81 | Finland | 6.40 | 2008 est. |
| 82 | Russia | 6.40 | 2008 est. |
| 83 | Kazakhstan | 6.60 | 2008 est. |
| 84 | Slovenia | 6.70 | 2008 est. |
| 85 | Italy | 6.80 | 2008 est. |
| 86 | Aruba | 6.90 | 2005 est. |
| 87 | El Salvador | 6.90 | 2008 est. |
| 88 | Belgium | 7.00 | 2008 est. |
| 89 | Armenia | 7.10 | 2007 est. |
| 90 | European Union | 7.20 | 2008 est. |
| 91 | Mauritius | 7.20 | 2008 est. |
| 92 | Ecuador | 7.30 | 2008 est. |
| 93 | France | 7.40 | 2008 est. |
| 94 | Philippines | 7.40 | 2008 est. |
